N	2gram	Voloshinov_1	Problema
1	то что	10	38
2	и не	16	37
3	вовсе не	2	37
4	и в	15	35
5	сказать что	6	24
6	не только	5	24
7	том что	5	19
8	может быть	13	18
9	у нас	3	18
10	что такое	3	18
11	в этом	13	17
12	но и	4	16
13	что мы	2	14
14	только в	6	14
15	не менее	3	13
16	и что	3	13
17	потому что	4	13
18	во всяком	4	13
19	не может	13	13
20	тем не	2	12
21	в том	4	12
22	того что	2	12
23	хотя бы	7	12
24	что в	6	11
25	прежде всего	11	11
26	и даже	2	11
27	в таком	3	11
28	всяком случае	3	10
29	и с	7	10
30	таком случае	2	10
31	еще не	7	10
32	а не	2	10
33	в данном	3	10
34	и то	2	10
35	ничего не	2	10
36	если мы	5	9
37	в этой	5	9
38	что же	4	9
39	только на	2	9
40	уже не	5	8
41	было бы	6	8
42	по себе	2	8
43	как раз	2	8
44	все же	5	8
45	совсем не	5	7
46	смысле слова	2	7
47	не является	3	7
48	все эти	9	7
49	в его	9	7
50	так и	10	7
51	бы и	2	7
52	так как	9	7
53	мы не	4	7
54	другими словами	3	6
55	что все	5	6
56	можно сказать	4	6
57	ни в	6	6
58	но это	2	6
59	мы и	4	6
60	в то	6	6
61	не существует	3	6
62	и для	2	6
63	мы можем	12	6
64	но в	9	6
65	в области	3	6
66	в самом	6	5
67	отнюдь не	2	5
68	данном случае	3	5
69	с этим	6	5
70	и на	3	5
71	между собой	4	5
72	и все	4	5
73	как и	6	5
74	то же	7	5
75	как мы	10	5
76	с другими	5	5
77	в себе	4	5
78	будто бы	2	5
79	не могут	3	4
80	и есть	2	4
81	в этих	2	4
82	в своем	2	4
83	в отношении	2	4
84	не можем	3	4
85	как бы	11	4
86	значение в	3	4
87	что она	2	4
88	все это	5	4
89	и только	4	4
90	таким образом	21	4
91	ведь если	2	4
92	а в	6	4
93	их в	2	4
94	но если	2	4
95	всех этих	5	4
96	если бы	3	4
97	что он	8	4
98	но не	5	4
99	что при	2	4
100	до сих	3	4
101	тот же	5	4
102	и о	3	4
103	же такое	2	4
104	не будем	2	4
105	сих пор	3	4
106	на самом	2	4
107	самом деле	7	4
108	в каком	3	4
109	которой он	2	4
110	далеко не	4	4
111	слова и	2	4
112	он сам	4	3
113	в нашем	3	3
114	тому что	3	3
115	из этих	4	3
116	к тому	4	3
117	и должны	3	3
118	которые мы	2	3
119	мы уже	5	3
120	один из	4	3
121	но мы	2	3
122	в целом	2	3
123	только то	3	3
124	для этого	4	3
125	не было	4	3
126	при этом	7	3
127	этой области	3	3
128	и наконец	10	3
129	и по	5	3
130	не знает	3	3
131	в своих	4	3
132	в основе	3	3
133	в истории	3	3
134	мы должны	7	3
135	его в	8	3
136	бы в	2	3
137	для них	3	3
138	и к	7	3
139	одна из	3	3
140	все что	9	3
141	она не	2	3
142	и тот	2	3
143	оно не	2	3
144	с самого	7	3
145	то или	2	3
146	нас в	2	3
147	предмета и	2	3
148	это только	2	3
149	ничего общего	2	3
150	в таких	3	3
151	в голову	3	2
152	или иное	2	2
153	самого начала	5	2
154	о них	2	2
155	большую роль	2	2
156	что может	3	2
157	войти в	3	2
158	не в	4	2
159	но все	2	2
160	ведь все	2	2
161	ведь мы	2	2
162	по поводу	2	2
163	или может	2	2
164	в него	2	2
165	в зависимости	2	2
166	и др	8	2
167	в состоянии	2	2
168	к нему	7	2
169	на этой	2	2
170	сводится к	3	2
171	что оно	2	2
172	должно быть	2	2
173	нам в	2	2
174	как на	3	2
175	это содержание	2	2
176	или как	3	2
177	в ней	5	2
178	точки зрения	13	2
179	ведь и	2	2
180	самого себя	2	2
181	об его	3	2
182	сознания и	5	2
183	для всех	2	2
184	в условиях	3	2
185	человек не	2	2
186	об этом	4	2
187	учение о	2	2
188	и при	3	2
189	зависимости от	2	2
190	возможно только	2	2
191	нашего сознания	3	2
192	в качестве	2	2
193	конечно не	3	2
194	в заключение	3	2
195	он не	4	2
196	что и	2	2
197	во всех	8	2
198	вместе с	4	2
199	быть и	2	2
200	на него	4	2
201	мысли и	4	2
202	и прежде	5	2
203	совершенно не	2	2
204	еще более	2	2
205	чтобы не	2	2
206	того чтобы	2	2
207	нашей книги	2	2
208	той же	2	2
209	роль в	6	2
210	правда в	2	2
211	сознание и	4	2
212	и ее	3	2
213	один и	2	2
214	из этого	2	2
215	мы конечно	2	2
