N	2gram	Bakhtin_sl_2	Problema
1	то что	2	42
2	вовсе не	10	35
3	то есть	26	33
4	и в	39	32
5	и не	22	31
6	не менее	4	19
7	в этом	16	19
8	не только	24	17
9	по себе	5	15
10	а не	14	15
11	в виде	2	15
12	в себе	2	15
13	как бы	7	14
14	может быть	37	14
15	но в	6	14
16	в нем	19	13
17	сказать что	3	13
18	что в	3	12
19	а именно	2	12
20	том что	5	12
21	так и	15	12
22	и т	35	11
23	и даже	7	11
24	также и	2	11
25	о том	2	11
26	так как	4	11
27	то же	4	10
28	прежде всего	8	10
29	т д	2	10
30	но не	6	9
31	в том	5	9
32	но и	21	9
33	художественный образ	4	9
34	еще не	7	9
35	того чтобы	2	9
36	в таком	4	9
37	в данном	2	9
38	не может	20	8
39	все эти	6	8
40	и на	4	8
41	даже и	4	8
42	для того	2	8
43	но это	3	8
44	никогда не	7	7
45	ни в	4	7
46	все это	16	7
47	всех этих	4	7
48	в них	6	7
49	и все	5	7
50	что он	2	7
51	во всех	12	7
52	как мы	7	7
53	во всяком	3	7
54	только в	5	7
55	здесь не	4	7
56	и как	3	6
57	при этом	7	6
58	хотя и	2	6
59	таким образом	8	6
60	это не	5	6
61	и здесь	2	6
62	но как	2	6
63	говорить о	3	6
64	его в	4	6
65	как это	3	6
66	в то	4	6
67	за пределы	2	6
68	в его	7	6
69	перед нами	3	5
70	в своем	6	5
71	или иной	5	5
72	для нас	5	5
73	мы уже	2	5
74	той или	5	5
75	связи с	3	5
76	далеко не	2	5
77	именно в	2	4
78	сама по	3	4
79	не в	9	4
80	в дальнейшем	2	4
81	один из	5	4
82	в их	2	4
83	мышления и	5	4
84	не было	2	4
85	в одно	2	4
86	или в	2	4
87	а в	4	4
88	именно как	2	4
89	в истории	11	4
90	как он	2	4
91	а также	3	4
92	как в	13	4
93	входит в	4	4
94	и ни	2	4
95	и для	5	4
96	в связи	2	4
97	уже в	2	3
98	в этих	7	3
99	в отношении	4	3
100	с другой	5	3
101	его от	3	3
102	но все	5	3
103	более или	2	3
104	всяком случае	2	3
105	хотя бы	3	3
106	но она	2	3
107	для этого	4	3
108	смысл и	2	3
109	и его	33	3
110	что оно	4	3
111	только и	2	3
112	именно на	2	3
113	этих случаях	2	3
114	же и	2	3
115	с этим	2	3
116	но он	2	3
117	точки зрения	8	3
118	с ним	7	3
119	или как	4	3
120	говорит и	2	3
121	как и	6	3
122	здесь в	3	3
123	и чисто	2	3
124	до сих	2	3
125	мы увидим	2	3
126	он не	2	3
127	о нем	2	3
128	оно не	8	3
129	быть и	3	3
130	сих пор	2	3
131	или менее	2	3
132	от нас	2	3
133	может и	2	3
134	того как	2	3
135	его именно	2	3
136	уже не	5	3
137	к нему	3	3
138	с точки	3	3
139	дело в	2	3
140	в чем	3	3
141	или на	2	3
142	не могут	5	2
143	этом случае	6	2
144	его как	2	2
145	без всякого	2	2
146	для него	7	2
147	кроме того	2	2
148	и часто	3	2
149	например в	5	2
150	на его	2	2
151	в него	7	2
152	которого он	2	2
153	которых мы	2	2
154	мы наблюдаем	2	2
155	особенно в	2	2
156	в результате	2	2
157	и с	9	2
158	действующих лиц	2	2
159	может иметь	3	2
160	известной степени	2	2
161	к его	2	2
162	как для	3	2
163	между тем	3	2
164	поэтому и	4	2
165	с его	7	2
166	могут быть	7	2
167	однако в	2	2
168	конечно в	2	2
169	и при	2	2
170	она не	6	2
171	со всеми	2	2
172	в сущности	6	2
173	и потому	7	2
174	и особенно	2	2
175	и другим	2	2
176	вместе с	2	2
177	мы не	2	2
178	с другими	4	2
179	которые в	2	2
180	в области	2	2
