N	2gram	Bakhtin_Pr_1	KulturaY
1	и т	4	54
2	т п	3	41
3	т е	21	32
4	и в	29	23
5	точки зрения	19	23
6	в том	8	22
7	не только	15	17
8	было бы	5	16
9	в этом	22	16
10	с точки	13	16
11	может быть	24	14
12	самом деле	6	14
13	что в	8	13
14	в самом	10	13
15	потому что	8	12
16	вопрос о	2	11
17	том что	7	11
18	а не	22	11
19	в его	24	11
20	можно было	2	11
21	и не	31	10
22	прежде всего	7	9
23	еще не	5	9
24	хотя бы	2	9
25	таким образом	12	9
26	так как	6	9
27	если бы	9	8
28	зависимости от	5	8
29	до сих	2	8
30	сих пор	2	8
31	уже не	13	8
32	как на	3	8
33	с другой	3	7
34	в зависимости	5	7
35	те же	2	7
36	и что	2	7
37	должно быть	4	7
38	в данном	2	7
39	сказать что	3	7
40	все эти	9	7
41	по себе	8	6
42	что и	4	6
43	что он	8	6
44	тот же	2	6
45	при этом	2	6
46	так и	7	6
47	в их	3	6
48	не может	12	6
49	то же	14	6
50	могут быть	6	6
51	связи с	2	6
52	только в	10	6
53	ничего не	5	6
54	что же	4	5
55	я не	3	5
56	не могут	6	5
57	и есть	2	5
58	вовсе не	7	5
59	как и	12	5
60	не в	7	5
61	о слове	2	5
62	что она	6	5
63	как бы	19	5
64	не значит	4	5
65	все же	9	5
66	от того	4	5
67	как мы	4	5
68	а в	7	5
69	но это	4	5
70	тем что	4	5
71	далеко не	3	5
72	были бы	4	4
73	тому что	3	4
74	один из	2	4
75	в целом	6	4
76	только как	2	4
77	в сущности	5	4
78	в своей	8	4
79	и о	5	4
80	точка зрения	12	4
81	то что	15	4
82	данном случае	2	4
83	как в	6	4
84	как раз	6	4
85	в своем	8	4
86	не было	4	4
87	в той	2	4
88	между тем	5	4
89	а лишь	2	3
90	на вопрос	2	3
91	уже в	3	3
92	это не	9	3
93	на самом	5	3
94	должна быть	5	3
95	именно в	5	3
96	и к	2	3
97	в отношении	2	3
98	как же	4	3
99	ни в	3	3
100	с этой	2	3
101	но как	3	3
102	по существу	3	3
103	это и	5	3
104	но не	9	3
105	по преимуществу	2	3
106	он не	5	3
107	был бы	6	3
108	не есть	2	3
109	только то	3	3
110	отношение к	2	3
111	зрения на	7	3
112	в процессе	4	3
113	но и	14	3
114	на него	3	3
115	по отношению	8	3
116	другой стороны	3	3
117	они не	4	3
118	в ней	2	3
119	и пр	3	3
120	не потому	2	3
121	и с	4	3
122	бы и	4	3
123	той же	5	3
124	в которых	2	3
125	этот вопрос	2	3
126	в результате	4	3
127	слово в	2	3
128	то он	2	3
129	в то	10	3
130	она не	7	3
131	мы должны	3	3
132	в структуре	2	3
133	там где	10	3
134	так сказать	4	2
135	все это	6	2
136	но все	5	2
137	бы уже	2	2
138	дано в	3	2
139	точку зрения	6	2
140	не как	14	2
141	раз и	4	2
142	в одном	10	2
143	на материале	3	2
144	как например	2	2
145	в условиях	2	2
146	не дает	3	2
147	как таковой	2	2
148	точек зрения	3	2
149	и здесь	3	2
150	и как	7	2
151	на западе	2	2
152	чем в	2	2
153	кроме того	3	2
154	конечно не	2	2
155	за пределы	7	2
156	к другому	2	2
157	никак не	2	2
158	не о	2	2
159	все те	2	2
160	в котором	2	2
161	однако в	2	2
162	п все	2	2
163	его в	6	2
164	отношению к	8	2
165	в пределах	13	2
166	мысли и	5	2
167	в свете	4	2
168	отличается от	3	2
169	то и	2	2
170	как к	3	2
171	а потому	2	2
172	именно на	2	2
173	как слово	3	2
174	на этот	2	2
175	композиционные приемы	2	2
176	ни одного	2	2
177	так же	6	2
178	на себя	2	2
179	с другими	7	2
180	не знает	3	2
181	во всяком	5	2
182	он в	3	2
183	тому как	3	2
184	если же	3	2
185	в россии	2	2
186	но в	7	2
187	е в	2	2
