N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	29	31
2	не только	15	24
3	но и	14	19
4	то что	15	18
5	и не	31	17
6	у него	5	15
7	и даже	2	15
8	том что	7	14
9	что в	8	14
10	в этом	22	14
11	и с	4	14
12	что он	8	12
13	в его	24	12
14	но в	7	12
15	с его	9	11
16	в том	8	11
17	потому что	8	11
18	так что	2	10
19	он не	5	10
20	никогда не	3	9
21	как мы	4	9
22	а в	7	9
23	только в	10	9
24	в конце	6	9
25	в то	10	8
26	так как	6	8
27	уже в	3	7
28	для него	18	7
29	кроме того	3	7
30	о нем	9	7
31	как раз	6	7
32	и его	14	7
33	сказать что	3	7
34	мы уже	2	7
35	е в	2	7
36	он и	5	6
37	и к	2	6
38	и потому	6	6
39	и сам	2	6
40	может быть	24	6
41	в котором	2	6
42	так и	7	6
43	не может	12	6
44	то же	14	6
45	и что	2	6
46	на этот	2	6
47	то он	2	6
48	все это	6	5
49	вовсе не	7	5
50	не в	7	5
51	но как	3	5
52	со своим	2	5
53	и от	2	5
54	что и	4	5
55	жизни и	2	5
56	что же	4	5
57	не было	4	5
58	в своих	3	5
59	но он	2	5
60	с ним	5	5
61	я не	3	4
62	же время	9	4
63	в своем	8	4
64	этом смысле	10	4
65	в нем	19	4
66	в себе	7	4
67	как и	12	4
68	и как	7	4
69	в этой	4	4
70	никак не	2	4
71	один из	2	4
72	в своей	8	4
73	в истории	2	4
74	мысли и	5	4
75	и у	3	4
76	он писал	2	4
77	несмотря на	6	4
78	из его	2	4
79	в россии	2	4
80	к нему	6	4
81	в которой	2	4
82	с другой	3	3
83	раз и	4	3
84	в жизни	2	3
85	со своими	2	3
86	как в	6	3
87	но не	9	3
88	но это	4	3
89	него не	2	3
90	ничего не	5	3
91	тот же	2	3
92	за пределы	7	3
93	конце концов	5	3
94	все же	9	3
95	на его	2	3
96	в целом	6	3
97	отношение к	2	3
98	на него	3	3
99	по своим	2	3
100	другой стороны	3	3
101	в отношении	2	3
102	таким образом	12	3
103	все эти	9	3
104	здесь мы	2	3
105	уже не	13	3
106	и на	7	3
107	он в	3	3
108	на себя	2	3
109	и здесь	3	3
110	из своего	2	3
111	тем что	4	2
112	он сам	3	2
113	нисколько не	2	2
114	уже и	2	2
115	для его	3	2
116	в них	3	2
117	хотя бы	2	2
118	по существу	3	2
119	его к	2	2
120	ни в	3	2
121	это и	5	2
122	была для	3	2
123	все что	3	2
124	своего времени	2	2
125	еще не	5	2
126	при этом	2	2
127	было бы	5	2
128	кажется что	2	2
129	в самом	10	2
130	конечно не	2	2
131	для своего	2	2
132	и о	5	2
133	одним из	6	2
134	всяком случае	3	2
135	даже в	4	2
136	для себя	2	2
137	и до	3	2
138	и т	4	2
139	него в	2	2
140	всей его	2	2
141	что она	6	2
142	то и	2	2
143	как к	3	2
144	и для	4	2
145	как на	3	2
146	той же	5	2
147	не из	3	2
148	в результате	4	2
149	во всяком	5	2
150	точки зрения	19	2
151	к себе	2	2
152	как вы	3	2
153	мы должны	3	2
154	его на	2	2
155	и это	5	2
