N	3gram	Medvedev_F_2	Problemy
1	в то же	5	10
2	то же время	5	10
3	на самом деле	3	9
4	с самого начала	2	8
5	во всяком случае	5	4
6	и прежде всего	2	4
7	в этом смысле	2	3
8	в конце концов	2	3
9	с другой стороны	3	3
10	в высшей степени	4	3
11	не может быть	10	3
12	и в этом	5	2
13	так и в	3	2
14	с точки зрения	7	2
15	и в то	3	2
16	в большинстве случаев	3	2
17	к тому чтобы	2	2
18	в отличие от	2	2
19	и не может	3	2
20	и не в	2	2
21	как раз и	3	2
22	сам по себе	3	2
23	как мы знаем	2	2
24	в том что	2	2
25	но все же	2	2
