N	2gram	Bakhtin_Pr_1	EvropaiE
1	и в	23	37
2	в отношении	2	32
3	в пределах	9	25
4	точки зрения	21	23
5	что в	8	21
6	не только	13	18
7	с точки	15	17
8	в то	10	16
9	хотя бы	2	15
10	то же	10	15
11	отношении к	2	15
12	в своем	8	14
13	же время	7	14
14	но и	11	14
15	и не	34	14
16	но в	4	14
17	в этом	25	12
18	в их	3	11
19	в том	11	11
20	в области	3	11
21	так и	10	10
22	прежде всего	7	9
23	в смысле	2	9
24	не может	11	9
25	в себе	5	9
26	только в	8	9
27	так же	6	9
28	было бы	6	8
29	в своей	11	8
30	между тем	5	8
31	как и	8	7
32	нам кажется	4	7
33	того что	2	7
34	с другой	2	7
35	так как	7	7
36	вовсе не	8	6
37	том что	9	6
38	может быть	21	6
39	для того	2	6
40	как бы	28	6
41	то что	18	6
42	во всех	5	6
43	того чтобы	4	6
44	и даже	3	6
45	и на	10	6
46	то есть	24	6
47	не в	6	5
48	но не	8	5
49	как нам	2	5
50	со стороны	2	5
51	как мы	5	5
52	в той	6	5
53	и по	2	5
54	и потому	3	5
55	ни было	4	4
56	то ни	3	4
57	именно в	6	4
58	вопрос о	4	4
59	можно сказать	2	4
60	чем в	2	4
61	бы то	3	4
62	само по	2	4
63	несмотря на	6	4
64	в самом	8	4
65	даже в	2	4
66	в процессе	4	4
67	по себе	7	4
68	для нас	3	4
69	не на	3	4
70	мы не	2	4
71	и притом	2	4
72	не служит	2	4
73	сказать что	5	4
74	мира в	6	4
75	и к	4	3
76	в сфере	2	3
77	этом отношении	5	3
78	никогда не	5	3
79	в них	3	3
80	на себя	3	3
81	с другом	3	3
82	этом смысле	9	3
83	по своим	2	3
84	не дает	3	3
85	друг с	3	3
86	из них	2	3
87	по нашему	5	3
88	всяком случае	3	3
89	и тем	2	3
90	что и	5	3
91	бы и	4	3
92	как в	6	3
93	идет о	3	3
94	и для	3	3
95	как на	2	3
96	можно было	3	3
97	не из	2	3
98	в которых	2	3
99	в результате	4	3
100	потому что	12	3
101	во всяком	4	3
102	тем что	3	3
103	ни на	2	3
104	в данном	2	3
105	во все	3	3
106	о том	2	3
107	там где	6	3
108	большинстве случаев	2	3
109	мира и	7	3
110	что все	3	2
111	он сам	3	2
112	не могут	6	2
113	подходит к	4	2
114	а не	20	2
115	в этих	2	2
116	и во	2	2
117	в большинстве	2	2
118	мира не	2	2
119	и все	3	2
120	в одном	9	2
121	к нему	3	2
122	именно потому	2	2
123	одном из	2	2
124	для понимания	3	2
125	есть не	2	2
126	же в	2	2
127	как же	3	2
128	культурной традиции	2	2
129	и как	8	2
130	есть в	3	2
131	но как	3	2
132	между ними	2	2
133	должна быть	2	2
134	но именно	4	2
135	кажется что	3	2
136	она не	5	2
137	по преимуществу	3	2
138	дело идет	6	2
139	он не	4	2
140	в его	24	2
141	в котором	2	2
142	точка зрения	7	2
143	какой бы	2	2
144	в мире	7	2
145	мира но	2	2
146	жизни и	6	2
147	как не	4	2
148	вместе с	2	2
149	данном случае	2	2
150	во всей	2	2
151	а в	7	2
152	таким образом	11	2
153	если бы	10	2
154	и других	5	2
155	нашему мнению	3	2
156	заключается в	2	2
157	и наконец	5	2
158	на этот	2	2
159	другой стороны	2	2
160	как их	3	2
161	с другими	7	2
162	мы видим	3	2
163	в другой	3	2
164	в своих	2	2
165	этот вопрос	2	2
166	и с	4	2
167	к той	2	2
168	в этой	4	2
169	в истории	2	2
170	как будто	3	2
171	мы должны	2	2
172	его на	2	2
173	бы в	3	2
174	заметить что	2	2
