N	2gram	Trubetskoy_1	Problema
1	и в	26	30
2	то есть	4	21
3	то что	7	18
4	не только	10	18
5	том что	7	17
6	в этом	15	17
7	и даже	3	14
8	но и	9	13
9	таким образом	22	13
10	людей и	2	13
11	потому что	7	13
12	в том	11	12
13	в его	5	12
14	и не	8	12
15	о том	6	12
16	в своем	3	11
17	так что	3	11
18	в виде	4	10
19	точки зрения	13	10
20	в этой	4	10
21	все же	6	9
22	сказать что	2	9
23	но в	7	9
24	только в	4	9
25	и все	2	9
26	в конце	6	8
27	с точки	6	8
28	никогда не	5	7
29	что он	4	7
30	связи с	9	7
31	но не	8	7
32	может быть	10	7
33	вместе с	15	7
34	так и	6	7
35	в связи	3	7
36	не в	2	7
37	в результате	3	7
38	с другой	8	6
39	прежде всего	2	6
40	можно сказать	3	6
41	уже не	3	6
42	и как	3	6
43	несмотря на	6	6
44	и для	5	6
45	как бы	12	6
46	конце концов	3	6
47	в нем	4	6
48	что и	6	6
49	и что	4	6
50	а в	4	6
51	и на	2	6
52	так как	9	6
53	не менее	3	5
54	с тем	18	5
55	что в	9	5
56	в которой	3	5
57	тем не	3	5
58	в силу	5	5
59	так же	5	5
60	в самом	4	5
61	и о	3	5
62	не может	4	5
63	а не	5	5
64	и у	8	5
65	и с	10	5
66	мы можем	2	5
67	если не	2	4
68	как о	3	4
69	по крайней	5	4
70	тогда когда	2	4
71	ясно что	3	4
72	в смысле	4	4
73	но все	7	4
74	при этом	3	4
75	того же	6	4
76	в качестве	3	4
77	крайней мере	5	4
78	оказывается что	3	4
79	а с	7	4
80	и к	5	4
81	в себе	6	4
82	богов и	5	4
83	в то	4	4
84	далеко не	4	4
85	из этого	2	4
86	учение о	4	3
87	в самой	2	3
88	именно в	2	3
89	и другие	3	3
90	в отношении	6	3
91	точно так	3	3
92	не всегда	2	3
93	о котором	2	3
94	в начале	2	3
95	тот же	2	3
96	еще не	2	3
97	одной стороны	7	3
98	для того	5	3
99	он не	4	3
100	а также	2	3
101	с одной	7	3
102	того что	3	3
103	в эпоху	7	3
104	к нему	7	3
105	в других	3	3
106	и после	2	3
107	он в	2	3
108	всех богов	3	3
109	в одном	3	3
110	в виду	2	3
111	только для	2	2
112	не могут	2	2
113	на небе	2	2
114	в них	2	2
115	том числе	5	2
116	хотя бы	3	2
117	с этой	3	2
118	уже в	2	2
119	один из	2	2
120	представление о	6	2
121	к этому	3	2
122	что именно	2	2
123	на то	2	2
124	от них	2	2
125	к тому	6	2
126	то же	4	2
127	значительной мере	2	2
128	по существу	2	2
129	из всех	3	2
130	и нет	3	2
131	в свою	2	2
132	и другой	2	2
133	до сих	5	2
134	со всеми	2	2
135	жизни и	2	2
136	мы имеем	2	2
137	вслед за	2	2
138	конечно не	2	2
139	и является	2	2
140	иной раз	2	2
141	всяком случае	6	2
142	в котором	4	2
143	отношению к	3	2
144	бы то	2	2
145	не к	2	2
146	из них	7	2
147	когда он	3	2
148	все что	2	2
149	и люди	2	2
150	и тогда	4	2
151	отношение к	5	2
152	и только	4	2
153	то ни	2	2
154	все эти	6	2
155	в значительной	3	2
156	того чтобы	5	2
157	свидетельствует о	2	2
158	в таком	3	2
159	его не	2	2
160	боги и	4	2
161	во всяком	6	2
162	больше чем	2	2
163	между тем	2	2
164	и сейчас	2	2
165	по своей	2	2
166	богами и	4	2
167	в области	9	2
168	после его	2	2
169	сих пор	5	2
