N	2gram	Voloshinov_1	Morfolog
1	может быть	13	52
2	и пр	9	40
3	таким образом	21	20
4	не может	13	17
5	в этих	2	16
6	могут быть	6	15
7	с этим	6	14
8	и в	15	13
9	в этом	13	13
10	и др	8	12
11	так как	9	12
12	прежде всего	11	9
13	не всегда	4	9
14	так и	10	9
15	то же	7	9
16	и не	16	9
17	а не	2	9
18	что и	2	8
19	и этим	3	7
20	в качестве	2	7
21	но если	2	7
22	все же	5	7
23	это не	2	6
24	не могут	3	6
25	в том	4	6
26	но не	5	6
27	а в	6	6
28	во время	5	6
29	не менее	3	5
30	если мы	5	5
31	и другие	2	5
32	мы увидим	4	5
33	во всех	8	5
34	далеко не	4	5
35	как бы	11	5
36	один из	4	5
37	то что	10	5
38	потому что	4	5
39	мы не	4	5
40	что в	6	4
41	вовсе не	2	4
42	об этом	4	4
43	тем не	2	4
44	отношению к	9	4
45	было бы	6	4
46	не только	5	4
47	как в	3	4
48	как мы	10	4
49	по отношению	11	4
50	три года	2	4
51	как и	6	4
52	точки зрения	13	4
53	с точки	10	4
54	на этом	5	4
55	его в	8	4
56	оно может	3	4
57	ничего не	2	4
58	если бы	3	3
59	в нашем	3	3
60	между собой	4	3
61	он должен	2	3
62	том что	5	3
63	но все	2	3
64	но это	2	3
65	в целом	2	3
66	того чтобы	2	3
67	во втором	3	3
68	он не	4	3
69	не является	3	3
70	в первом	2	3
71	ни в	6	3
72	но и	4	3
73	на него	4	3
74	от того	3	3
75	на самом	2	3
76	самом деле	7	3
77	и по	5	3
78	к нему	7	3
79	и для	2	3
80	мы можем	12	3
81	и ее	3	3
82	в то	6	3
83	мы должны	7	3
84	но в	9	3
85	совсем не	5	2
86	его и	2	2
87	и за	2	2
88	хотя бы	7	2
89	этого не	2	2
90	к этому	7	2
91	таких случаях	2	2
92	что он	8	2
93	в различных	2	2
94	в собственном	2	2
95	можно сказать	4	2
96	и к	7	2
97	на другие	2	2
98	и при	3	2
99	только в	6	2
100	в большинстве	4	2
101	есть и	2	2
102	смысле слова	2	2
103	для него	5	2
104	мы уже	5	2
105	во сне	2	2
106	себя и	3	2
107	в таких	3	2
108	оно не	2	2
109	не существует	3	2
110	себя в	2	2
111	или другими	2	2
112	быть и	2	2
113	но эти	2	2
114	где оно	3	2
115	и таким	2	2
116	и только	4	2
117	все эти	9	2
118	и что	3	2
119	к себе	3	2
120	того что	2	2
121	что такое	3	2
122	уже не	5	2
123	и его	15	2
124	в каком	3	2
125	самого себя	2	2
126	не знает	3	2
127	что мы	2	2
128	о мотивах	2	2
129	большинстве случаев	5	2
130	одна из	3	2
131	сказать что	6	2
