N	2gram	Bakhtin_sl_1	Istorich
1	и в	41	26
2	так как	3	18
3	никогда не	3	13
4	потому что	2	13
5	таким образом	9	12
6	в том	3	12
7	и на	14	12
8	в этом	12	12
9	связь с	2	11
10	может быть	14	11
11	с другой	5	10
12	том что	2	10
13	и т	28	10
14	и не	16	10
15	не только	16	10
16	еще не	4	9
17	но и	16	9
18	в нем	30	8
19	все же	7	8
20	на том	2	8
21	другой стороны	4	8
22	т д	5	8
23	все эти	9	8
24	с ним	7	8
25	уже не	2	7
26	с одной	4	7
27	одной стороны	4	7
28	например в	2	7
29	и его	14	7
30	у него	3	7
31	о том	3	7
32	но в	8	7
33	этом случае	2	6
34	и там	3	6
35	мы уже	2	6
36	как в	8	6
37	так в	2	6
38	не может	14	6
39	в виде	2	6
40	и с	4	6
41	мы не	2	6
42	и эти	2	5
43	у нас	2	5
44	как и	4	5
45	мы видим	2	5
46	в ней	4	5
47	в его	13	5
48	так и	11	5
49	то же	14	5
50	в то	14	5
51	только в	6	5
52	его в	3	5
53	там где	4	5
54	и этим	3	5
55	на своем	5	4
56	это не	6	4
57	из этих	3	4
58	но здесь	3	4
59	прежде всего	8	4
60	с его	4	4
61	до сих	2	4
62	на его	8	4
63	как бы	12	4
64	и тем	2	4
65	сих пор	2	4
66	как мы	8	4
67	и по	2	4
68	а также	2	4
69	в других	3	4
70	у них	2	4
71	как только	3	3
72	связана с	2	3
73	и ее	3	3
74	в частности	2	3
75	могут быть	19	3
76	в них	6	3
77	вообще не	3	3
78	и от	4	3
79	в одном	2	3
80	к этому	2	3
81	так что	2	3
82	не в	7	3
83	же как	2	3
84	в качестве	3	3
85	то время	2	3
86	кроме того	4	3
87	она не	3	3
88	и эта	2	3
89	почти всегда	3	3
90	вокруг него	2	3
91	в него	3	3
92	один из	4	3
93	в своей	7	3
94	из этого	3	3
95	данном случае	3	3
96	а в	6	3
97	при этом	6	3
98	и других	3	3
99	к своему	6	3
100	и наконец	4	3
101	время как	2	3
102	или в	8	3
103	в данном	3	3
104	и то	2	3
105	сказать что	2	3
106	в себе	3	3
107	не было	3	3
108	далеко не	5	3
109	от этого	2	3
110	с этой	3	2
111	перед нами	4	2
112	все время	3	2
113	в этих	2	2
114	в эту	2	2
115	в своем	3	2
116	но он	2	2
117	того же	6	2
118	с этим	3	2
119	вовсе не	7	2
120	можно сказать	2	2
121	к тому	3	2
122	для нас	2	2
123	что они	2	2
124	без всяких	2	2
125	одна из	2	2
126	но не	2	2
127	так же	2	2
128	такое понимание	2	2
129	всех его	7	2
130	было бы	3	2
131	и сам	3	2
132	где нет	2	2
133	в свое	3	2
134	всяком случае	5	2
135	и др	14	2
136	даже в	2	2
137	не могло	3	2
138	не есть	2	2
139	мы найдем	3	2
140	но эти	3	2
141	он не	3	2
142	а с	2	2
143	а не	15	2
144	того что	3	2
145	и те	2	2
146	можно было	2	2
147	с ними	3	2
148	во всяком	7	2
149	быть только	2	2
150	ту же	4	2
151	зависимости от	3	2
152	которые в	3	2
153	здесь не	2	2
154	и формы	4	2
155	из него	2	2
156	оно может	2	2
157	ничего не	4	2
