N	2gram	Tiupa_Lite_2	Psycholo
1	то что	7	32
2	и в	19	31
3	в том	10	30
4	и т	2	26
5	то есть	5	26
6	что в	4	23
7	может быть	17	22
8	при этом	6	19
9	так как	3	18
10	не может	9	17
11	как и	10	16
12	том что	7	16
13	и не	11	16
14	т п	2	16
15	точки зрения	4	15
16	а не	20	13
17	не только	8	13
18	что и	2	13
19	мы не	4	12
20	в этом	9	12
21	могут быть	2	11
22	не в	4	11
23	в области	4	11
24	в сущности	3	10
25	того что	5	10
26	потому что	2	10
27	никогда не	3	8
28	вместе с	5	8
29	и что	2	8
30	что он	3	7
31	том чтобы	3	7
32	и его	3	7
33	тому как	2	7
34	о том	2	7
35	вовсе не	2	6
36	очевидно что	2	6
37	одной стороны	6	6
38	художественного творчества	2	6
39	до конца	2	6
40	было бы	2	6
41	отнюдь не	4	6
42	а в	3	6
43	для того	2	6
44	и даже	8	6
45	в его	4	6
46	не является	2	5
47	в ее	2	5
48	все же	2	5
49	так что	4	5
50	х годов	3	5
51	с одной	7	5
52	для нас	2	5
53	в какой	2	5
54	как бы	2	5
55	был бы	2	5
56	в целом	2	5
57	другой стороны	4	5
58	и для	3	5
59	то же	12	5
60	с другой	8	5
61	подобно тому	2	5
62	в то	9	5
63	в виду	2	4
64	прежде всего	4	4
65	искусства есть	2	4
66	столь же	5	4
67	в себе	6	4
68	по существу	3	4
69	что я	2	4
70	же как	2	4
71	одна из	5	4
72	у него	2	4
73	у нас	5	4
74	один из	4	4
75	со стороны	3	4
76	для всех	5	4
77	в своих	2	4
78	с этой	2	4
79	в результате	2	4
80	в искусстве	4	4
81	как это	2	4
82	могло бы	2	4
83	уже в	2	3
84	как на	3	3
85	с тем	2	3
86	состоит в	9	3
87	в частности	4	3
88	могут служить	2	3
89	конечном счете	5	3
90	в каждом	2	3
91	а потому	2	3
92	и к	2	3
93	но это	3	3
94	но не	5	3
95	все что	2	3
96	из которых	2	3
97	в этой	3	3
98	он не	5	3
99	в конечном	5	3
100	речь идет	3	3
101	себе не	2	3
102	жизни и	4	3
103	так и	7	3
104	не было	2	3
105	и других	4	3
106	но только	2	3
107	тем же	3	3
108	той же	2	3
109	и только	2	3
110	в конце	2	3
111	в художественном	2	3
112	но в	2	3
113	в основе	2	2
114	не менее	6	2
115	такой же	3	2
116	и как	3	2
117	и без	2	2
118	в них	2	2
119	в жизни	2	2
120	в такой	2	2
121	с ним	2	2
122	на два	2	2
123	тем не	2	2
124	уже не	2	2
125	себя и	2	2
126	представляет собой	2	2
127	в качестве	5	2
128	того же	4	2
129	тот же	2	2
130	без остатка	3	2
131	в него	2	2
132	к жизни	2	2
133	даже в	4	2
134	наконец в	2	2
135	в нем	3	2
136	области искусства	2	2
137	из них	2	2
138	но и	10	2
139	мысли и	2	2
140	как раз	2	2
141	то и	3	2
142	этом отношении	3	2
143	в себя	3	2
144	идет о	3	2
145	искусство не	2	2
146	тем самым	3	2
147	с точки	3	2
148	ничего не	3	2
149	в русском	2	2
150	как к	3	2
151	из нас	2	2
152	и с	3	2
153	одно из	2	2
154	но как	2	2
155	и то	3	2
156	ту же	2	2
157	в поэзии	3	2
158	как он	2	2
159	отдельной личности	3	2
160	одном из	2	2
161	к этой	2	2
162	поэзии и	2	2
163	в одном	2	2
164	зависимость от	2	2
