N	2gram	Bakhtin_Fr_1	Vladivir
1	и в	65	30
2	в году	6	24
3	то что	3	20
4	в этом	15	20
5	в том	16	18
6	и не	22	18
7	и с	3	14
8	что он	3	13
9	том что	6	12
10	что в	3	12
11	не только	10	12
12	в его	9	11
13	как мы	6	11
14	сказать что	6	11
15	и вообще	3	10
16	и даже	8	10
17	не в	4	9
18	для него	5	9
19	кроме того	2	9
20	все же	6	9
21	потому что	5	9
22	не может	3	9
23	связи с	4	8
24	в своем	8	8
25	но и	10	8
26	но в	14	8
27	никогда не	6	7
28	точки зрения	7	7
29	и все	5	7
30	до конца	2	7
31	может быть	6	7
32	между прочим	2	7
33	для нас	4	7
34	то есть	45	7
35	еще и	5	6
36	хотя и	2	6
37	прежде всего	11	6
38	и к	4	6
39	он был	2	6
40	только в	7	6
41	в себе	3	6
42	жизни и	7	6
43	и его	10	6
44	как и	5	5
45	в дальнейшем	8	5
46	при этом	6	5
47	в своей	5	5
48	в основном	2	5
49	как бы	22	5
50	так и	10	5
51	все это	9	5
52	того что	2	5
53	все эти	10	5
54	так как	6	5
55	с ним	3	5
56	разного рода	3	4
57	с его	5	4
58	в это	2	4
59	вовсе не	18	4
60	его в	7	4
61	можно сказать	2	4
62	в этой	4	4
63	в целом	2	4
64	на его	2	4
65	несмотря на	2	4
66	в ней	6	4
67	он не	2	4
68	это время	2	4
69	в нем	13	4
70	в этих	2	4
71	время в	2	4
72	и наконец	2	4
73	на этот	2	4
74	и он	2	4
75	и на	11	4
76	но это	3	4
77	о том	2	4
78	отношение к	4	4
79	это было	2	4
80	всех этих	8	3
81	мы будем	3	3
82	в них	5	3
83	в отношении	6	3
84	из этих	2	3
85	это в	4	3
86	да и	2	3
87	можно говорить	3	3
88	но не	2	3
89	он и	3	3
90	и для	2	3
91	и особенно	2	3
92	еще более	5	3
93	с точки	3	3
94	во всех	9	3
95	нам кажется	2	3
96	как в	5	3
97	в отличие	4	3
98	отношения к	2	3
99	и вот	2	3
100	уже не	3	3
101	отличие от	5	3
102	в таком	2	3
103	даже и	3	3
104	он называет	2	3
105	его на	2	3
106	и это	2	3
107	дело в	2	3
108	нет ничего	3	3
109	в области	7	3
110	к нему	3	2
111	жизни в	5	2
112	это не	3	2
113	и от	2	2
114	раз и	2	2
115	на все	2	2
116	здесь в	8	2
117	к тому	2	2
118	в общем	4	2
119	на котором	3	2
120	же в	2	2
121	друг друга	3	2
122	по своему	8	2
123	и часто	2	2
124	во второй	2	2
125	мы уже	12	2
126	в самом	4	2
127	в сущности	16	2
128	в частности	5	2
129	ни с	2	2
130	и потому	10	2
131	о нем	3	2
132	не вполне	2	2
133	в виду	3	2
134	даже в	3	2
135	наряду с	2	2
136	и до	4	2
137	который был	2	2
138	в их	4	2
139	начиная с	2	2
140	но все	3	2
141	в той	5	2
142	что не	2	2
143	и очень	2	2
144	в чем	2	2
145	и по	2	2
146	и прежде	3	2
147	во многих	2	2
148	которое в	2	2
149	в своих	5	2
150	второй половине	2	2
151	мысли и	4	2
152	их в	2	2
153	в более	3	2
154	и во	3	2
155	он дает	3	2
156	всего на	2	2
157	в чисто	2	2
158	ничего не	3	2
