N	2gram	Bakhtin_sl_2	Myslijsy
1	то есть	26	34
2	в слове	6	32
3	в том	5	32
4	и в	39	30
5	может быть	37	28
6	то же	4	23
7	не только	24	21
8	только в	5	21
9	для нас	5	20
10	но и	21	19
11	том что	5	18
12	то что	2	18
13	что в	3	17
14	по себе	5	16
15	и проч	2	16
16	в себе	2	16
17	не в	9	15
18	и не	22	15
19	а не	14	15
20	таким образом	8	14
21	что и	3	13
22	так как	4	13
23	вместе с	2	12
24	а в	4	12
25	так и	15	11
26	что оно	4	11
27	как и	6	10
28	как в	13	10
29	в этом	16	10
30	в то	4	10
31	для него	7	9
32	в нем	19	9
33	мы не	2	9
34	между тем	3	9
35	тогда когда	2	9
36	в ней	3	8
37	слова в	13	7
38	с другой	5	7
39	вовсе не	10	7
40	как мы	7	7
41	но не	6	7
42	в языке	2	7
43	с одной	5	7
44	но оно	2	6
45	что он	2	6
46	но это	3	6
47	с этим	2	6
48	например в	5	6
49	те же	2	6
50	не может	20	6
51	уже не	5	6
52	и слово	2	6
53	с ним	7	6
54	уже в	2	5
55	не могут	5	5
56	независимо от	2	5
57	в них	6	5
58	человека и	3	5
59	словом и	8	5
60	и как	3	5
61	же время	4	5
62	в своем	6	5
63	языка в	6	5
64	слове и	2	5
65	еще не	7	5
66	отношению к	4	5
67	слово как	7	5
68	не менее	4	5
69	по отношению	4	5
70	с другими	4	5
71	сказать что	3	5
72	и т	35	5
73	внутреннюю форму	2	5
74	к ней	2	5
75	слова и	8	5
76	слово может	2	5
77	оно не	8	4
78	и от	3	4
79	мы видели	2	4
80	в смысле	4	4
81	со словом	5	4
82	все это	16	4
83	все что	2	4
84	в его	7	4
85	и между	2	4
86	себя и	4	4
87	не все	2	4
88	один из	5	4
89	и его	33	4
90	он не	2	4
91	не было	2	4
92	для сознания	2	4
93	для того	2	4
94	того как	2	4
95	далеко не	2	4
96	и потому	7	4
97	и при	2	4
98	слово в	11	4
99	могут быть	7	3
100	прежде всего	8	3
101	и все	5	3
102	именно в	2	3
103	и оно	2	3
104	более или	2	3
105	свою очередь	2	3
106	в свою	3	3
107	до сих	2	3
108	одной стороны	5	3
109	при этом	7	3
110	как бы	7	3
111	не знаем	2	3
112	на него	2	3
113	или менее	2	3
114	т д	2	3
115	от нас	2	3
116	в одно	2	3
117	как слово	2	3
118	того чтобы	2	3
119	слово и	5	3
120	к нему	3	3
121	говорящего и	2	3
122	в таком	4	3
123	или в	2	3
124	слова с	4	3
125	и на	4	3
126	же и	2	3
127	говорить о	3	3
128	не знает	2	3
129	его в	4	3
130	там где	6	3
131	здесь как	2	3
132	в чем	3	3
133	слова при	2	3
134	сих пор	2	3
135	перед нами	3	2
136	человеке и	3	2
137	но все	5	2
138	из себя	3	2
139	связи с	3	2
140	язык не	4	2
141	не образ	2	2
142	не столько	3	2
143	в одном	2	2
144	не всегда	2	2
145	в собственном	3	2
146	отношение к	4	2
147	сама по	3	2
148	на котором	2	2
149	художественный образ	4	2
150	что язык	2	2
151	сливается с	4	2
152	от него	5	2
153	единство и	3	2
154	но как	2	2
155	как о	2	2
156	у него	3	2
157	и слова	5	2
158	она не	6	2
159	или на	2	2
160	на его	2	2
161	мы уже	2	2
162	за пределы	2	2
163	лишь тогда	2	2
164	даже в	2	2
165	в новом	2	2
166	с таким	2	2
167	но мы	2	2
168	все же	6	2
169	о слове	7	2
170	зрения и	2	2
171	слова не	4	2
172	в свой	2	2
173	жизни и	6	2
174	собственном смысле	3	2
175	в их	2	2
176	в форме	2	2
177	так в	2	2
178	т п	33	2
179	входит в	4	2
180	в виде	2	2
181	слове как	3	2
182	этом отношении	3	2
183	это и	2	2
184	к своему	9	2
185	и наконец	5	2
186	и даже	7	2
187	той же	3	2
188	языка и	9	2
189	слов в	2	2
190	на мир	2	2
191	ни в	4	2
192	людей и	2	2
193	эти слова	2	2
194	точки зрения	8	2
195	еще раз	3	2
196	может стать	2	2
197	отношении к	4	2
198	одним словом	2	2
199	о том	2	2
200	так сказать	6	2
201	в области	2	2
202	и с	9	2
203	из него	2	2
204	вне себя	2	2
