N	2gram	Ircho_Kome_1	Myshleni
1	в том	11	33
2	том что	12	27
3	точки зрения	4	26
4	то что	2	20
5	в этом	3	19
6	и в	22	15
7	не только	10	15
8	что в	6	14
9	таким образом	8	14
10	что он	6	12
11	в самом	2	11
12	в целом	3	10
13	но и	11	10
14	было бы	2	10
15	мы не	3	10
16	мы можем	4	10
17	может быть	9	9
18	не может	2	9
19	о том	8	9
20	в сущности	2	9
21	так и	5	8
22	казалось бы	3	8
23	не в	6	8
24	к тому	6	7
25	мы знаем	2	7
26	одной стороны	3	7
27	с одной	3	7
28	и не	8	7
29	потому что	5	7
30	тот же	3	7
31	он не	3	7
32	во всяком	2	7
33	едва ли	7	7
34	в частности	3	6
35	в отношении	6	6
36	как мы	4	6
37	в этой	7	6
38	на то	3	6
39	мы видели	2	6
40	по отношению	3	6
41	с другой	5	6
42	в истории	5	6
43	как это	3	6
44	но в	4	6
45	вовсе не	2	6
46	как и	9	6
47	по своей	2	6
48	как известно	2	6
49	вместе с	2	6
50	всяком случае	2	6
51	к которому	3	6
52	уже в	5	5
53	вопрос о	3	5
54	и даже	5	5
55	все что	2	5
56	отношению к	3	5
57	то же	6	5
58	независимо от	2	4
59	прежде всего	5	4
60	по поводу	4	4
61	несмотря на	4	4
62	все это	5	4
63	который в	2	4
64	в них	3	4
65	так же	3	4
66	а в	6	4
67	и с	3	4
68	в начале	3	4
69	так как	4	4
70	для всех	2	4
71	к этому	4	4
72	все же	3	4
73	в качестве	4	4
74	даже в	3	4
75	как в	5	4
76	как раз	3	4
77	того как	3	4
78	и его	8	4
79	только в	3	4
80	в которой	6	4
81	для этого	2	3
82	что у	2	3
83	во время	5	3
84	что они	4	3
85	и сам	3	3
86	при этом	5	3
87	из них	10	3
88	со стороны	2	3
89	этом отношении	3	3
90	ни малейшего	2	3
91	и по	6	3
92	в результате	4	3
93	и все	3	3
94	здесь и	2	3
95	и особенно	4	3
96	в следующем	2	3
97	о которых	5	3
98	об отношении	2	3
99	идет о	3	3
100	но не	2	3
101	того же	2	3
102	одной из	3	3
103	для себя	2	3
104	вернуться к	2	3
105	только что	2	3
106	в первые	2	3
107	должны были	8	3
108	из которых	2	3
109	или в	2	3
110	и ее	3	3
111	отличие от	2	3
112	ничего не	3	3
113	в противоположность	2	2
114	же как	3	2
115	столь же	2	2
116	на все	2	2
117	и можно	2	2
118	протяжении всего	2	2
119	ни в	6	2
120	которую можно	2	2
121	и как	3	2
122	и самого	2	2
123	в котором	4	2
124	и тем	2	2
125	с ее	2	2
126	в первой	2	2
127	могут быть	3	2
128	как по	2	2
129	в их	4	2
130	и других	7	2
131	в других	2	2
132	не следует	2	2
133	в более	3	2
134	же самое	2	2
135	а также	4	2
136	в одном	8	2
137	в известном	2	2
138	и теперь	2	2
139	у него	3	2
140	именно в	4	2
141	из всех	2	2
142	указывает на	2	2
143	и из	2	2
144	наряду с	2	2
145	за пределы	2	2
146	указывает что	2	2
147	к ней	2	2
148	в его	5	2
149	речь идет	3	2
150	которые он	2	2
151	что и	4	2
152	ее в	2	2
153	раз в	2	2
154	принадлежит к	2	2
155	или менее	2	2
156	находится в	2	2
157	в течение	3	2
158	в себя	2	2
159	в силу	2	2
160	нас в	2	2
161	тем что	4	2
162	в себе	2	2
163	в другом	4	2
164	на протяжении	4	2
165	ту же	2	2
166	в споре	2	2
