N	2gram	Vinokur_St_3	Problemy
1	и в	25	46
2	то есть	2	40
3	и не	10	27
4	может быть	19	23
5	как бы	6	19
6	не может	7	19
7	в этом	24	16
8	не только	12	14
9	но и	9	12
10	как и	4	12
11	как мы	2	12
12	и на	6	11
13	точки зрения	7	11
14	а не	5	11
15	не в	6	10
16	прежде всего	10	9
17	в том	20	9
18	в самом	2	9
19	вовсе не	2	9
20	и к	4	9
21	в его	12	9
22	с точки	4	9
23	до сих	2	8
24	сих пор	2	8
25	или в	2	8
26	и с	4	7
27	еще не	2	7
28	в сущности	2	7
29	как раз	3	7
30	никогда не	2	6
31	в каждом	4	6
32	ни в	5	6
33	но это	4	6
34	есть в	2	6
35	слово в	2	6
36	но в	5	6
37	что он	19	6
38	что я	3	6
39	то же	5	6
40	все это	8	6
41	и его	3	6
42	только в	6	6
43	это не	7	5
44	же время	3	5
45	в котором	5	5
46	к нему	4	5
47	мы находим	2	5
48	в то	7	5
49	так как	3	5
50	в жизни	4	5
51	с его	3	5
52	у него	9	5
53	это слово	3	5
54	о том	8	5
55	во всех	2	5
56	так сказать	2	5
57	уже в	3	4
58	что в	19	4
59	в этих	11	4
60	можно сказать	4	4
61	до конца	3	4
62	кроме того	3	4
63	например в	4	4
64	в виду	2	4
65	в словах	3	4
66	в их	3	4
67	таким образом	10	4
68	все эти	3	4
69	и других	2	4
70	и наконец	3	4
71	потому что	5	4
72	он и	2	4
73	и здесь	3	4
74	мы не	2	4
75	как в	6	4
76	этих двух	2	4
77	том что	15	4
78	но не	2	4
79	он не	5	4
80	все же	4	4
81	то что	12	4
82	своего рода	3	4
83	так и	5	4
84	уже не	3	4
85	самом деле	2	4
86	себя и	2	3
87	в отношении	2	3
88	с другой	5	3
89	из этих	6	3
90	на то	5	3
91	такой же	2	3
92	на этом	3	3
93	здесь нет	2	3
94	и для	4	3
95	отношение к	4	3
96	другой стороны	5	3
97	и только	2	3
98	но он	3	3
99	имеем в	2	3
100	в конце	6	3
101	мы имеем	5	3
102	если бы	4	3
103	не как	2	3
104	и во	2	3
105	с ее	2	3
106	так чтобы	2	3
107	а то	2	3
108	того же	2	3
109	и что	3	3
110	было бы	7	3
111	в своей	4	3
112	в центре	4	3
113	в речи	4	3
114	той же	2	3
115	отличается от	4	3
116	слова как	2	3
117	тем что	19	3
118	в этой	14	3
119	и это	5	3
120	не менее	2	2
121	для этого	2	2
122	в одной	2	2
123	его к	2	2
124	или иной	2	2
125	от них	2	2
126	к тому	2	2
127	все время	2	2
128	его как	3	2
129	без всякого	2	2
130	так что	11	2
131	но все	2	2
132	времени и	2	2
133	для него	3	2
134	в общем	4	2
135	если в	2	2
136	и тем	4	2
137	к слову	2	2
138	то и	2	2
139	не было	4	2
140	лишь в	4	2
141	в системе	3	2
142	и по	2	2
143	а в	6	2
144	в которых	2	2
145	в результате	2	2
146	сказать что	4	2
147	что мы	3	2
148	здесь только	2	2
149	между тем	6	2
150	а как	4	2
151	скупой рыцарь	2	2
152	с этим	7	2
153	у пушкина	22	2
154	в духе	2	2
155	этом смысле	4	2
156	о которых	3	2
157	у нас	4	2
158	одна из	2	2
159	в произведениях	2	2
160	которую он	2	2
161	об этом	5	2
162	к ней	4	2
163	этого слова	2	2
164	на почве	5	2
165	нет и	2	2
166	этих трех	2	2
167	и пр	13	2
168	вместе с	2	2
169	тему о	2	2
170	в языке	8	2
171	что такое	7	2
172	не была	2	2
173	ничего не	4	2
174	в рассказе	3	2
175	тем как	2	2
176	во всяком	4	2
177	могут быть	2	2
178	в другом	3	2
179	в поэзии	2	2
180	смертной казни	2	2
181	которые в	2	2
