N	2gram	Medvedev_F_2	Istorich
1	и в	38	25
2	что он	5	22
3	вместе с	6	22
4	и т	14	20
5	т д	5	18
6	представление о	2	17
7	может быть	23	17
8	т е	26	16
9	не только	9	13
10	но и	13	13
11	в его	10	12
12	и не	20	11
13	уже не	7	11
14	так как	4	11
15	все же	8	10
16	в этом	27	10
17	тем что	8	10
18	с другой	3	9
19	его в	3	9
20	и его	21	9
21	таким образом	20	9
22	с тем	11	8
23	связи с	13	8
24	что в	7	8
25	мы знаем	3	8
26	том что	2	8
27	другой стороны	4	8
28	все эти	6	8
29	и на	3	8
30	в качестве	2	7
31	мы видели	4	7
32	как и	9	7
33	но это	2	7
34	то что	6	7
35	в нем	13	7
36	при помощи	2	7
37	превращается в	2	7
38	потому что	2	7
39	и здесь	3	7
40	только в	6	7
41	в этих	2	6
42	это не	2	6
43	прежде всего	15	6
44	что и	8	6
45	как в	4	6
46	не может	14	6
47	не в	15	6
48	или в	3	6
49	могут быть	6	6
50	в том	11	6
51	там где	4	6
52	что это	3	5
53	с этим	5	5
54	как мы	7	5
55	но все	3	5
56	но не	2	5
57	например в	3	5
58	в ней	6	5
59	входит в	4	5
60	мы не	3	5
61	не как	4	4
62	и тем	2	4
63	с другими	10	4
64	в ее	2	4
65	в дальнейшем	4	4
66	в пределах	12	4
67	же как	3	4
68	в некоторых	4	4
69	а именно	2	4
70	все это	3	4
71	в связи	10	4
72	то же	6	4
73	в истории	6	4
74	от этого	3	4
75	он не	6	4
76	и это	2	4
77	в которой	2	4
78	с ним	2	4
79	никогда не	2	3
80	и как	3	3
81	и все	3	3
82	в целом	3	3
83	ее и	2	3
84	в целях	2	3
85	в этой	6	3
86	в то	5	3
87	того чтобы	3	3
88	и пр	21	3
89	в ином	3	3
90	если в	3	3
91	и др	3	3
92	то это	3	3
93	на этом	2	3
94	в особенности	4	3
95	для того	3	3
96	к нему	3	3
97	его не	2	3
98	а в	6	3
99	их в	2	3
100	и с	9	3
101	они не	4	3
102	или же	2	3
103	особенности в	2	2
104	перед нами	2	2
105	уже в	2	2
106	формы и	2	2
107	к этому	4	2
108	вовсе не	11	2
109	а как	3	2
110	по себе	7	2
111	по существу	7	2
112	такой же	3	2
113	очевидно что	2	2
114	она не	2	2
115	жизни и	3	2
116	если бы	5	2
117	как таковое	4	2
118	должно было	3	2
119	как бы	4	2
120	это время	2	2
121	даже в	2	2
122	один из	2	2
123	в своей	7	2
124	во всех	5	2
125	ее в	2	2
126	со стороны	2	2
127	совершенно не	4	2
128	язык и	7	2
129	и для	5	2
130	и других	2	2
131	находится в	2	2
132	самом деле	8	2
133	именно на	3	2
134	а не	6	2
135	того что	3	2
136	и по	2	2
137	в других	7	2
138	роль в	3	2
139	так в	3	2
140	то в	2	2
141	сказать что	2	2
142	центр тяжести	2	2
143	точки зрения	8	2
144	к его	2	2
145	из них	4	2
146	особенно в	3	2
147	и этим	2	2
148	ничего не	4	2
149	из него	2	2
150	это было	3	2
