N	2gram	Voloshinov_2	FransuaR
1	и в	19	65
2	то есть	2	45
3	как бы	19	22
4	и не	19	22
5	вовсе не	11	18
6	и т.п	10	17
7	в сущности	14	16
8	в том	7	16
9	в этом	15	15
10	но в	7	14
11	в нем	11	13
12	мы уже	6	12
13	прежде всего	7	11
14	и на	5	11
15	и его	16	10
16	и потому	2	10
17	не только	13	10
18	но и	10	10
19	так и	10	10
20	все эти	3	10
21	в его	5	9
22	во всех	6	9
23	в своем	2	8
24	в основе	9	8
25	здесь в	2	8
26	и даже	2	8
27	за пределы	3	8
28	формы и	2	7
29	его в	7	7
30	жизни и	2	7
31	влияние на	4	7
32	точки зрения	17	7
33	только в	8	7
34	никогда не	7	6
35	не знает	2	6
36	том что	10	6
37	все же	5	6
38	как мы	15	6
39	в значительной	2	6
40	еще не	3	6
41	при этом	9	6
42	может быть	28	6
43	в ней	3	6
44	в отношении	4	6
45	на самом	7	6
46	и у	2	6
47	сказать что	4	6
48	так как	3	6
49	нашей работы	3	6
50	связана с	2	5
51	с его	8	5
52	еще более	2	5
53	этих форм	2	5
54	отличие от	3	5
55	на протяжении	2	5
56	или иной	5	5
57	рядом с	2	5
58	для него	9	5
59	и пр	25	5
60	в своей	3	5
61	той или	4	5
62	связь с	4	5
63	как и	9	5
64	в той	5	5
65	между тем	6	5
66	xix века	2	5
67	и все	6	5
68	связи с	13	4
69	не в	10	4
70	в этой	3	4
71	в узком	2	4
72	совершенно не	5	4
73	в самом	6	4
74	и до	3	4
75	сих пор	3	4
76	до сих	3	4
77	мысли и	3	4
78	в их	5	4
79	в отличие	3	4
80	между ними	2	4
81	так сказать	14	4
82	в жизни	2	4
83	что в	2	3
84	не является	8	3
85	это не	4	3
86	в тех	2	3
87	что он	4	3
88	в ее	3	3
89	самом же	3	3
90	самом деле	9	3
91	понимания и	2	3
92	речевого общения	12	3
93	и эта	2	3
94	но для	2	3
95	к нему	5	3
96	с точки	13	3
97	то что	4	3
98	на этой	5	3
99	и их	4	3
100	и прежде	2	3
101	как раз	4	3
102	не может	18	3
103	в форме	5	3
104	в системе	2	3
105	менее всего	3	3
106	с другой	3	3
107	друг друга	2	3
108	же деле	3	3
109	конечно и	2	3
110	в более	2	3
111	даже и	2	3
112	он и	2	3
113	в себе	4	3
114	далеко не	2	3
115	но как	2	3
116	и здесь	5	3
117	ничего не	4	3
118	и с	2	3
119	выражения и	4	2
120	но не	2	2
121	к тому	6	2
122	именно эти	2	2
123	поэтому в	2	2
124	и от	3	2
125	на все	2	2
126	значение и	2	2
127	вполне понятно	4	2
128	конечно в	3	2
129	его к	2	2
130	он был	2	2
131	да и	3	2
132	узком смысле	2	2
133	более того	6	2
134	от него	2	2
135	от своего	2	2
136	до конца	2	2
137	одной стороны	3	2
138	и он	2	2
139	значительной степени	2	2
140	он не	3	2
141	в основном	4	2
142	и особенно	2	2
143	и для	7	2
144	не к	3	2
145	в большинстве	5	2
146	и именно	2	2
147	и выражения	3	2
148	в процессе	18	2
149	приводит к	2	2
150	только на	4	2
151	речевой жизни	2	2
152	отношения к	2	2
153	с одной	3	2
154	и xviii	2	2
155	мы здесь	2	2
156	того что	4	2
157	что не	2	2
158	одним из	2	2
159	всегда и	2	2
160	в таком	7	2
161	или в	2	2
162	а иногда	3	2
163	в этих	3	2
164	речи и	13	2
165	могут быть	3	2
166	и почти	2	2
167	они являются	3	2
168	о том	3	2
169	и это	3	2
170	в особенности	2	2
171	большинстве случаев	5	2
172	это было	2	2
173	его формы	4	2
