N	2gram	Bakhtin_Pr_1	KulturaY
1	и т	14	33
2	в том	8	30
3	и в	38	24
4	том что	3	21
5	т п	13	18
6	что в	7	17
7	того чтобы	2	17
8	для того	2	16
9	и пр	2	15
10	было бы	8	15
11	в этом	15	14
12	точки зрения	8	14
13	может быть	26	13
14	языка в	3	12
15	все же	6	12
16	таким образом	10	12
17	в его	43	12
18	и не	42	12
19	не в	7	11
20	только в	13	11
21	вовсе не	2	10
22	в самом	7	10
23	у нас	2	10
24	не только	9	10
25	хотя бы	4	10
26	если бы	3	9
27	то что	8	9
28	прежде всего	13	9
29	отношению к	19	9
30	самом деле	6	9
31	того что	2	9
32	с точки	6	9
33	о том	4	9
34	а только	2	8
35	по отношению	21	8
36	то же	5	8
37	а не	5	8
38	тем что	2	8
39	не менее	4	7
40	в них	5	7
41	с другой	7	7
42	связи с	2	7
43	как бы	22	7
44	не может	27	7
45	с помощью	7	7
46	это не	5	7
47	в области	11	7
48	так и	5	7
49	в какой	2	6
50	что он	2	6
51	при этом	5	6
52	в ней	4	6
53	но и	9	6
54	все это	3	6
55	другой стороны	4	6
56	можно было	4	6
57	все эти	5	6
58	мы имеем	2	6
59	что это	2	5
60	содержание и	2	5
61	языка как	2	5
62	но не	12	5
63	еще не	7	5
64	что не	4	5
65	например в	3	5
66	и что	2	5
67	этом отношении	2	5
68	в виду	4	5
69	язык в	2	5
70	а в	6	5
71	и его	16	5
72	рядом с	5	5
73	между тем	7	5
74	с ним	5	5
75	и с	17	5
76	с его	2	4
77	в частности	2	4
78	в этих	2	4
79	к себе	2	4
80	и потому	4	4
81	на то	2	4
82	в нем	15	4
83	в тех	3	4
84	по существу	2	4
85	в пределах	6	4
86	в таких	2	4
87	должен быть	2	4
88	что и	2	4
89	не есть	6	4
90	тем не	3	4
91	в целом	3	4
92	как в	4	4
93	не на	5	4
94	следует что	2	4
95	в самой	2	4
96	тем самым	4	4
97	с ними	4	4
98	и на	3	4
99	в данном	4	4
100	того или	2	4
101	слова и	3	4
102	там где	6	4
103	значение слова	4	3
104	ясно что	3	3
105	этом смысле	3	3
106	была бы	2	3
107	или иного	2	3
108	или иной	2	3
109	можно сказать	2	3
110	со словом	5	3
111	в свою	2	3
112	мы увидим	3	3
113	не имеют	2	3
114	в котором	2	3
115	в истории	2	3
116	оно не	3	3
117	не с	4	3
118	в своем	5	3
119	в связи	2	3
120	в особенности	2	3
121	не было	2	3
122	что оно	2	3
123	в их	10	3
124	есть лишь	3	3
125	и даже	3	3
126	и он	2	3
127	в таком	3	3
128	несмотря на	3	3
129	должно быть	5	3
130	должна быть	4	3
131	и здесь	2	3
132	хотя и	3	3
133	нуждается в	2	3
134	они не	3	3
135	в себе	4	3
136	здесь не	4	3
137	как это	2	3
138	к которому	4	3
139	том как	2	3
140	иных случаях	3	2
141	не все	2	2
142	я не	2	2
143	и более	2	2
144	и есть	2	2
145	никогда не	5	2
146	не является	3	2
147	и все	3	2
148	но с	3	2
149	что все	2	2
150	в каждом	2	2
151	на самом	4	2
152	не всегда	6	2
153	не могут	2	2
154	событие и	3	2
155	слова но	3	2
156	к своему	2	2
157	в то	4	2
158	отношения и	2	2
159	как и	7	2
160	и как	8	2
161	можно говорить	2	2
162	и при	2	2
163	лишь как	4	2
164	в большинстве	5	2
165	же время	3	2
166	конечно не	5	2
167	в своей	7	2
168	том же	2	2
169	именно поэтому	2	2
170	как таковой	2	2
171	относится к	4	2
172	и значение	2	2
173	и тем	3	2
174	ни в	11	2
175	в современной	2	2
176	и именно	2	2
177	себя самого	4	2
178	он не	3	2
179	и для	11	2
180	и становится	7	2
181	в слове	3	2
182	лишь в	2	2
183	должны быть	4	2
184	между ними	4	2
185	не имеет	9	2
186	или в	2	2
187	также и	3	2
188	в более	4	2
189	может иметь	5	2
190	о котором	2	2
191	в иных	3	2
192	и должно	3	2
193	ничего не	6	2
194	но в	4	2
