N	2gram	Potebnia_M_3	Psycholo
1	и в	30	38
2	то что	18	35
3	в том	32	25
4	в самом	8	25
5	самом деле	2	21
6	что в	17	20
7	может быть	28	19
8	и что	10	18
9	на то	2	16
10	что она	3	16
11	точки зрения	2	16
12	в ней	8	15
13	то есть	34	15
14	если бы	12	14
15	том что	18	14
16	как бы	3	14
17	и т	5	14
18	потому что	46	14
19	в этой	2	13
20	и мы	2	13
21	в этом	10	13
22	мы видим	2	12
23	было бы	9	12
24	не только	21	12
25	таким образом	14	12
26	не в	15	12
27	что он	6	11
28	что это	4	10
29	то же	23	10
30	и не	15	10
31	и все	3	10
32	того чтобы	3	9
33	все же	2	8
34	с тем	7	8
35	перед нами	2	8
36	с этим	6	8
37	в одном	2	8
38	вовсе не	7	8
39	для нас	20	8
40	как и	10	8
41	так что	7	8
42	и как	5	8
43	но только	2	8
44	для того	4	8
45	и то	8	8
46	и это	4	8
47	с другой	7	7
48	в ее	2	7
49	а не	15	7
50	мы можем	3	7
51	никак не	3	7
52	не может	6	7
53	как мы	7	7
54	а в	12	7
55	между тем	9	7
56	мы уже	2	7
57	из них	6	6
58	с и	3	6
59	к тому	7	6
60	мы видели	4	6
61	до сих	3	6
62	она не	2	6
63	один из	4	6
64	и если	2	6
65	в котором	4	6
66	не имеет	6	6
67	указывает на	6	6
68	тому что	3	6
69	он не	4	6
70	с одной	7	6
71	так как	13	6
72	он говорит	2	6
73	и его	4	6
74	и на	3	6
75	в которых	2	6
76	о том	2	6
77	там где	3	6
78	в своем	5	5
79	в какой	2	5
80	одной стороны	3	5
81	несмотря на	2	5
82	в своей	2	5
83	время в	3	5
84	вместе с	12	5
85	но и	19	5
86	сих пор	3	5
87	другой стороны	4	5
88	т п	2	5
89	или в	3	5
90	мы не	9	5
91	в его	4	5
92	так сказать	2	5
93	в которой	3	5
94	что эта	2	4
95	из него	2	4
96	что они	2	4
97	в свою	3	4
98	по своему	2	4
99	при этом	3	4
100	не можем	3	4
101	что с	2	4
102	в нем	9	4
103	что и	13	4
104	в целом	3	4
105	как в	10	4
106	т д	3	4
107	того что	18	4
108	когда в	2	4
109	и даже	2	4
110	сказать что	5	4
111	в нас	2	4
112	и между	4	4
113	у него	2	4
114	только в	21	4
115	в себе	16	4
116	на деле	5	4
117	не то	3	4
118	место в	3	3
119	как на	5	3
120	каждого из	2	3
121	в них	5	3
122	в речи	2	3
123	та же	2	3
124	из этих	9	3
125	что все	3	3
126	к этому	3	3
127	ни в	2	3
128	но это	6	3
129	такой степени	2	3
130	одно и	5	3
131	в один	4	3
132	и о	2	3
133	из двух	3	3
134	был бы	2	3
135	не к	4	3
136	все это	4	3
137	то и	6	3
138	бы не	4	3
139	такое же	3	3
140	что не	8	3
141	что как	2	3
142	в таком	3	3
143	и тем	5	3
144	того как	4	3
145	тем что	7	3
146	далеко не	4	3
147	в то	10	3
148	бы в	2	3
149	могла бы	2	3
150	на это	4	3
151	его в	3	3
152	которое мы	2	3
153	что по	2	3
154	к тем	2	3
155	не могут	5	2
156	человеке и	2	2
157	к своему	2	2
158	была бы	4	2
159	и та	2	2
160	смысле этого	7	2
161	с здесь	2	2
162	чувства и	3	2
163	столь же	4	2
164	так например	2	2
165	с этой	2	2
166	и вместе	3	2
167	показывает что	2	2
168	что оно	11	2
169	но что	2	2
170	что именно	4	2
171	только что	8	2
172	оно есть	3	2
173	же в	2	2
174	уже не	6	2
175	свою мысль	2	2
176	в силу	3	2
177	есть в	3	2
178	свою очередь	3	2
179	очевидно что	5	2
180	не могла	2	2
181	то время	4	2
182	для него	9	2
183	и может	3	2
184	том как	3	2
185	со своей	2	2
186	образом и	3	2
187	например в	6	2
188	и той	2	2
189	к ней	5	2
190	согласно с	2	2
191	вместе и	5	2
192	но мы	2	2
193	то это	6	2
194	не знаем	3	2
195	со стороны	3	2
196	что же	2	2
197	целый ряд	2	2
198	так же	3	2
199	том смысле	3	2
200	в виде	2	2
201	а с	2	2
202	что поэт	2	2
203	быть не	2	2
204	одной и	4	2
205	и наконец	2	2
206	и по	4	2
207	есть только	5	2
208	думать что	5	2
209	той же	2	2
210	с но	3	2
211	их в	2	2
212	что только	6	2
213	и следовательно	3	2
214	одно из	5	2
215	эти слова	2	2
216	заставляет нас	2	2
217	но как	2	2
218	что даже	4	2
219	его к	2	2
220	одним словом	2	2
221	этого слова	11	2
222	когда мы	2	2
223	заметить что	3	2
224	с ним	6	2
