N	3gram	Voloshinov_1	Stilisti
1	в то же	3	9
2	то же время	3	7
3	для того чтобы	3	7
4	с точки зрения	20	5
5	с самого начала	4	4
6	в свою очередь	2	4
7	то же самое	3	4
8	в конце концов	3	3
9	в этом случае	3	3
10	социального общения и	3	3
11	но все же	3	3
12	не становится знаком	2	2
13	смысле этого слова	2	2
14	или хотя бы	2	2
15	в этом отношении	3	2
16	может быть понято	2	2
17	связи с этим	3	2
18	можно сказать что	3	2
19	каждом идеологическом знаке	2	2
20	речевого общения в	2	2
21	в связи с	7	2
22	но в то	2	2
23	одни и те	5	2
24	в каждом идеологическом	2	2
25	и той же	2	2
26	внутренней речи и	2	2
27	и те же	5	2
28	но при этом	2	2
29	при этом конечно	2	2
30	не может быть	13	2
31	одной и той	2	2
32	всякий идеологический знак	2	2
