N	2gram	Voloshinov_1	Literetu
1	а не	2	20
2	и в	15	19
3	может быть	13	17
4	то же	7	12
5	и не	16	11
6	и т.п	2	10
7	в том	4	10
8	как и	6	10
9	но и	4	10
10	же время	5	9
11	не может	13	9
12	в этом	13	9
13	в то	6	9
14	не только	5	8
15	хх века	2	8
16	и даже	2	8
17	том что	5	7
18	то что	10	7
19	так и	10	7
20	слова и	2	7
21	не менее	3	6
22	в себе	4	6
23	при этом	7	6
24	себя в	2	6
25	и на	3	6
26	для всех	2	5
27	я не	3	5
28	у нас	3	5
29	одна из	3	5
30	но не	5	5
31	в качестве	2	5
32	он не	4	5
33	вместе с	4	5
34	того что	2	5
35	что в	6	4
36	жизни в	3	4
37	прежде всего	11	4
38	не в	4	4
39	отнюдь не	2	4
40	для него	5	4
41	в ней	5	4
42	в его	9	4
43	один из	4	4
44	жизни и	5	4
45	человека в	3	4
46	мы не	4	4
47	по отношению	11	4
48	точки зрения	13	4
49	в искусстве	3	4
50	в области	3	4
51	я и	6	4
52	никогда не	7	3
53	о себе	2	3
54	в себя	5	3
55	что он	8	3
56	в нем	4	3
57	одним из	3	3
58	но это	2	3
59	в этой	5	3
60	во всех	8	3
61	и др	8	3
62	отношению к	9	3
63	данном случае	3	3
64	со стороны	2	3
65	и для	2	3
66	этом отношении	2	3
67	так как	9	3
68	с точки	10	3
69	как на	3	3
70	а в	6	3
71	и его	15	3
72	и то	2	3
73	и с	7	3
74	в данном	3	3
75	ничего не	2	3
76	на этом	5	2
77	не было	4	2
78	у него	3	2
79	себя и	3	2
80	в нашем	3	2
81	не является	3	2
82	для этого	4	2
83	в одном	3	2
84	в жизни	5	2
85	вовсе не	2	2
86	из того	2	2
87	и к	7	2
88	о которой	2	2
89	в ее	4	2
90	тем не	2	2
91	ведь мы	2	2
92	ко всему	2	2
93	все что	9	2
94	до конца	5	2
95	тот же	5	2
96	еще не	7	2
97	было бы	6	2
98	к объекту	2	2
99	как бы	11	2
100	что и	2	2
101	все же	5	2
102	с ее	3	2
103	в целом	2	2
104	могут быть	6	2
105	и за	2	2
106	в истории	3	2
107	и до	3	2
108	мысли и	4	2
109	как раз	2	2
110	и только	4	2
111	той же	2	2
112	а потому	2	2
113	это как	3	2
114	уже не	5	2
115	и что	3	2
116	и наконец	10	2
117	хотя бы	7	2
118	не знает	3	2
119	в своих	4	2
120	потому что	4	2
121	в основе	3	2
122	одно из	3	2
123	на себя	2	2
124	он и	2	2
125	в первый	4	2
126	с ним	12	2
127	в него	2	2
128	но в	9	2
