N	2gram	Bakhtin_Fr_8	Analitik
1	не только	8	22
2	и в	56	18
3	как и	5	14
4	так и	13	14
5	в этом	14	14
6	но и	9	13
7	и его	12	13
8	в частности	7	12
9	том что	8	12
10	в качестве	4	12
11	и не	9	12
12	при этом	4	11
13	а в	2	10
14	как бы	11	10
15	то есть	24	10
16	может быть	3	9
17	что в	5	9
18	а не	2	9
19	в том	13	9
20	с его	5	8
21	в первой	3	8
22	своего рода	5	8
23	и даже	8	8
24	с другой	2	7
25	но не	5	7
26	в его	18	7
27	как раз	2	7
28	не в	3	6
29	для него	2	6
30	еще не	10	6
31	в этой	6	6
32	он не	5	6
33	в их	3	6
34	о том	4	6
35	никогда не	5	5
36	прежде всего	6	5
37	в самом	9	5
38	что и	3	5
39	в мире	2	5
40	и т.п	11	5
41	другой стороны	2	5
42	в сущности	8	5
43	уже не	3	5
44	той же	6	5
45	в слове	2	5
46	в результате	5	5
47	между тем	3	5
48	перед нами	3	4
49	в своем	3	4
50	в одном	2	4
51	что он	2	4
52	можно сказать	2	4
53	и к	4	4
54	и как	2	4
55	в пределах	5	4
56	и сам	2	4
57	картина мира	2	4
58	все же	2	4
59	картины мира	2	4
60	таким образом	17	4
61	и на	7	4
62	в данном	2	4
63	далеко не	2	4
64	уже в	2	3
65	к этому	2	3
66	его как	2	3
67	в ее	6	3
68	в тарасе	4	3
69	что они	2	3
70	было бы	2	3
71	же время	10	3
72	только не	2	3
73	с их	2	3
74	той или	2	3
75	с ее	5	3
76	дело не	2	3
77	данном случае	2	3
78	все это	8	3
79	тарасе бульбе	4	3
80	то же	11	3
81	не было	5	3
82	еще и	3	3
83	на языке	2	3
84	в году	3	3
85	роль в	5	3
86	мы не	2	3
87	точки зрения	6	3
88	он и	2	3
89	во всем	4	3
90	в то	12	3
91	его в	2	3
92	в особенности	4	3
93	бы и	2	2
94	все эти	15	2
95	все они	6	2
96	в них	11	2
97	это не	2	2
98	не как	2	2
99	о себе	2	2
100	в нем	8	2
101	и ее	4	2
102	несмотря на	2	2
103	говорит о	2	2
104	в романе	21	2
105	одна из	4	2
106	с тем	2	2
107	мира и	2	2
108	по своему	8	2
109	в большинстве	7	2
110	одной стороны	2	2
111	например в	4	2
112	на его	6	2
113	по преимуществу	2	2
114	хотя и	2	2
115	в ней	4	2
116	и потому	4	2
117	а также	3	2
118	по своей	4	2
119	даже в	4	2
120	один из	5	2
121	в точке	2	2
122	то что	3	2
123	когда он	2	2
124	во всех	8	2
125	вместе с	2	2
126	что она	2	2
127	связь с	3	2
128	в форме	3	2
129	не может	2	2
130	как к	2	2
131	с одной	4	2
132	но с	2	2
133	в той	6	2
134	самом деле	2	2
135	в значительной	2	2
136	не мог	3	2
137	с точки	2	2
138	и для	2	2
139	сказать что	3	2
140	в себе	4	2
141	и здесь	3	2
142	только в	9	2
143	на эту	3	2
144	и т.д	3	2
145	и все	6	2
146	дело в	2	2
147	так сказать	5	2
148	там где	3	2
149	в борьбе	2	2
150	но в	6	2
