N	2gram	Voloshinov_1	Myshleni
1	точки зрения	8	26
2	таким образом	9	26
3	в том	3	24
4	и в	16	23
5	том что	3	21
6	с точки	6	18
7	то что	3	17
8	в этом	9	17
9	так же	2	16
10	не только	7	16
11	что в	3	14
12	может быть	17	14
13	но и	4	14
14	как и	2	14
15	в его	4	14
16	с помощью	2	13
17	не может	8	12
18	в развитии	2	12
19	как бы	5	11
20	сказать что	7	11
21	прежде всего	9	10
22	и не	4	9
23	и с	8	9
24	вместе с	3	9
25	самого начала	4	8
26	с самого	4	8
27	и на	4	8
28	в основе	3	8
29	то же	2	8
30	в этой	4	7
31	в самом	2	7
32	так как	4	7
33	что он	2	7
34	мы не	2	7
35	и ее	4	7
36	с этой	2	6
37	же как	2	6
38	все это	4	6
39	с этим	2	6
40	о том	2	6
41	по сравнению	3	6
42	мысли и	4	6
43	и его	8	6
44	мы можем	9	6
45	только в	4	6
46	можно сказать	4	5
47	и как	3	5
48	ребенка и	3	5
49	для этого	2	5
50	что мы	2	5
51	и все	4	5
52	но в	4	5
53	между собой	2	5
54	сравнению с	3	5
55	он не	2	5
56	так и	4	5
57	как мы	4	5
58	при этом	6	4
59	все эти	5	4
60	все остальные	2	4
61	их в	3	4
62	с его	7	4
63	для всех	4	4
64	в одном	3	4
65	к этому	2	4
66	и к	6	4
67	в чем	5	4
68	было бы	2	4
69	в своей	2	4
70	сих пор	3	4
71	во всей	2	4
72	хотя бы	4	4
73	мы видим	2	4
74	ни в	5	4
75	до сих	3	4
76	только для	5	3
77	что это	2	3
78	из этих	2	3
79	в общем	3	3
80	и мы	2	3
81	отношения к	3	3
82	и других	2	3
83	всяком случае	3	3
84	сознания и	2	3
85	что оно	2	3
86	учение о	3	3
87	во всех	3	3
88	на две	3	3
89	самом деле	6	3
90	во всяком	3	3
91	могут быть	3	3
92	в каком	2	3
93	и это	6	3
94	в области	3	3
95	в частности	2	2
96	никогда не	2	2
97	на этом	3	2
98	для него	6	2
99	один из	2	2
100	жизни и	3	2
101	и таким	2	2
102	и вот	3	2
103	и наконец	4	2
104	и даже	4	2
105	а в	3	2
106	нуждается в	5	2
107	говорить о	2	2
108	в этих	3	2
109	потому и	2	2
110	тех же	3	2
111	как это	3	2
112	в них	2	2
113	эти понятия	2	2
114	на первый	2	2
115	со всеми	2	2
116	в один	4	2
117	за пределы	2	2
118	и потому	3	2
119	нашу работу	2	2
120	ее в	2	2
121	если мы	2	2
122	и пр	12	2
123	между ними	3	2
124	с другими	3	2
125	можно назвать	2	2
126	в детской	2	2
127	едва ли	3	2
