N	2gram	Losev_Prob_4	Komedia
1	и в	20	22
2	и не	28	21
3	том что	12	13
4	в том	20	12
5	таким образом	8	12
6	так как	5	11
7	ни в	17	10
8	потому что	15	10
9	в самом	2	9
10	вместе с	5	9
11	если бы	8	8
12	в своем	3	8
13	что он	8	8
14	к ней	2	8
15	в его	3	8
16	что и	3	8
17	в этом	9	8
18	о том	5	8
19	его в	2	8
20	об этом	6	7
21	при этом	6	7
22	то же	7	7
23	только что	2	7
24	едва ли	10	7
25	а в	4	7
26	в конце	2	7
27	ясно что	7	6
28	тому же	2	6
29	того же	2	6
30	еще не	7	6
31	для того	3	6
32	к тому	3	6
33	может быть	9	6
34	как раз	4	6
35	самом деле	3	6
36	и что	2	6
37	того чтобы	2	6
38	так что	6	6
39	и его	10	6
40	в то	4	6
41	не менее	10	5
42	связи с	3	5
43	что в	3	5
44	прежде всего	11	5
45	то это	3	5
46	что его	4	5
47	как это	3	5
48	хотя и	5	5
49	не только	24	5
50	в своей	4	5
51	из них	3	5
52	все это	9	5
53	он не	2	5
54	тем что	3	5
55	к нему	3	5
56	с ним	4	5
57	но в	8	5
58	с тем	4	4
59	но все	3	4
60	отнюдь не	10	4
61	однако в	2	4
62	между собой	2	4
63	с другой	7	4
64	вовсе не	21	4
65	нет и	2	4
66	он был	3	4
67	все же	2	4
68	не в	13	4
69	несмотря на	4	4
70	в ней	7	4
71	тем более	4	4
72	здесь нет	3	4
73	и т	4	4
74	то что	15	4
75	но и	14	4
76	что она	4	4
77	что к	2	4
78	в отношении	4	4
79	меньше всего	3	4
80	то ли	2	4
81	а не	7	4
82	и для	4	4
83	друг друга	2	4
84	так же	5	4
85	либо в	2	4
86	тут же	3	4
87	точки зрения	14	4
88	само собой	3	4
89	в себе	12	4
90	в связи	3	4
91	так и	10	4
92	не является	10	4
93	хотя бы	7	4
94	и с	7	4
95	с его	2	3
96	в частности	2	3
97	в них	5	3
98	в какой	4	3
99	с этим	4	3
100	себе в	3	3
101	если не	3	3
102	в нем	5	3
103	далеко не	2	3
104	и к	3	3
105	тем не	10	3
106	в ее	5	3
107	как и	6	3
108	в начале	3	3
109	в этой	4	3
110	по своему	6	3
111	было бы	14	3
112	конечно не	3	3
113	как бы	4	3
114	из себя	2	3
115	дело с	2	3
116	не может	5	3
117	все равно	3	3
118	что не	4	3
119	с точки	11	3
120	столь же	2	3
121	и даже	9	3
122	не имеет	4	3
123	не так	3	3
124	в других	2	3
125	одной из	4	3
126	мы можем	3	3
127	во всяком	8	3
128	но если	6	3
129	говорить о	2	3
130	же самое	6	3
131	в которой	2	3
132	всяком случае	4	3
133	том как	2	3
134	только для	3	2
135	уже в	4	2
136	все время	2	2
137	ни было	2	2
138	до того	2	2
139	не мешает	3	2
140	в качестве	10	2
141	и без	6	2
142	как в	5	2
143	не будет	2	2
144	это не	7	2
145	и все	8	2
146	в одном	4	2
147	если он	2	2
148	стороны и	2	2
149	если мы	5	2
150	к своему	2	2
151	без всякого	4	2
152	за ним	2	2
153	что они	2	2
154	то время	2	2
155	в пределах	2	2
156	тот же	2	2
157	и если	5	2
158	совершенно не	3	2
159	на его	2	2
160	за пределы	2	2
161	и о	5	2
162	а также	6	2
163	и он	2	2
164	в котором	2	2
165	только один	2	2
166	во всех	4	2
167	дело не	3	2
168	как мы	3	2
169	другой стороны	6	2
170	вплоть до	3	2
171	лет назад	2	2
172	даже если	3	2
173	не было	3	2
174	человека в	3	2
175	время как	2	2
176	мы не	7	2
177	из которых	3	2
178	какой мере	4	2
179	с другими	3	2
180	в таком	6	2
181	можно было	4	2
182	и на	3	2
183	в результате	8	2
184	и во	4	2
185	и ее	4	2
186	нет ни	4	2
187	в другом	3	2
188	что мы	3	2
189	и это	2	2
190	нет ничего	3	2
191	из этого	3	2
192	здесь не	7	2
193	в области	3	2
194	в виду	6	2
