N	2gram	Bakhtin_Pr_5	RusskieA
1	и в	35	36
2	не только	10	22
3	что в	6	19
4	том что	3	19
5	в том	5	17
6	но и	14	16
7	так как	4	15
8	во время	5	14
9	в этом	14	12
10	в этот	2	10
11	это не	3	10
12	как мы	8	10
13	как и	18	10
14	вместе с	2	10
15	и на	6	10
16	потому что	8	10
17	а в	7	9
18	с тем	3	8
19	мы увидим	2	8
20	из них	3	8
21	может быть	14	8
22	и по	2	8
23	о том	2	8
24	что они	6	7
25	что и	3	7
26	так и	8	7
27	между тем	4	7
28	и не	27	6
29	при этом	2	6
30	в них	4	6
31	уже не	3	6
32	таким образом	7	6
33	все это	14	6
34	в виде	7	6
35	то что	10	6
36	будто бы	2	6
37	все же	8	5
38	как будто	4	5
39	как бы	31	5
40	и у	4	5
41	с ними	5	5
42	в которых	2	5
43	как в	5	5
44	в эти	2	4
45	тому что	2	4
46	с собой	2	4
47	к тому	6	4
48	что на	2	4
49	еще не	7	4
50	еще в	4	4
51	его с	5	4
52	во всех	3	4
53	так в	2	4
54	не может	18	4
55	а с	3	4
56	и что	6	4
57	того что	3	4
58	но это	6	4
59	тем что	4	4
60	только в	6	4
61	слова в	6	3
62	не менее	2	3
63	что это	4	3
64	в этих	2	3
65	в своем	2	3
66	но все	4	3
67	в одном	6	3
68	и к	12	3
69	на этом	2	3
70	только на	4	3
71	своего рода	2	3
72	но эти	2	3
73	приводит к	2	3
74	то же	15	3
75	она в	2	3
76	с точки	2	3
77	на этот	2	3
78	так же	7	3
79	ничего не	3	3
80	их в	2	3
81	точки зрения	7	3
82	то есть	16	3
83	этого слова	5	3
84	всех этих	2	2
85	его и	3	2
86	что у	6	2
87	к другому	16	2
88	та же	4	2
89	с этим	3	2
90	в каждом	6	2
91	не просто	2	2
92	его к	3	2
93	в нем	16	2
94	у него	4	2
95	в жизни	2	2
96	но ни	2	2
97	такое же	2	2
98	так что	5	2
99	и как	2	2
100	в дальнейшем	2	2
101	такой же	3	2
102	но не	6	2
103	быть и	2	2
104	в большинстве	2	2
105	но что	2	2
106	до конца	4	2
107	когда он	3	2
108	например в	2	2
109	к слову	2	2
110	в ней	2	2
111	в его	21	2
112	друг к	3	2
113	как можно	2	2
114	и с	12	2
115	в целом	3	2
116	к другу	3	2
117	как символ	3	2
118	для этого	2	2
119	все эти	3	2
120	на самом	9	2
121	а не	4	2
122	и для	8	2
123	с ним	7	2
124	или в	2	2
125	не случайно	2	2
126	он так	2	2
127	мы можем	2	2
128	хотя и	2	2
129	между двумя	2	2
130	должна была	2	2
131	себя и	8	2
132	к ней	2	2
133	но в	19	2
134	мы должны	3	2
135	как он	2	2
136	там где	7	2
137	большинстве случаев	2	2
138	еще до	2	2
139	же не	4	2
