N	2gram	Losev_Prob_3	Psycholo
1	то что	23	37
2	и в	44	30
3	в том	21	27
4	что в	8	24
5	и что	7	23
6	потому что	25	23
7	том что	12	21
8	таким образом	9	20
9	как бы	9	19
10	что он	9	17
11	на то	3	17
12	если мы	16	16
13	не только	14	16
14	в самом	3	14
15	в этом	17	14
16	так же	5	13
17	как раз	8	13
18	то есть	34	13
19	вместе с	2	12
20	с одной	2	12
21	если бы	3	11
22	может быть	28	11
23	как на	2	11
24	что мы	8	11
25	о том	6	10
26	никогда не	6	9
27	с другой	7	9
28	для этого	6	9
29	не может	7	9
30	и то	14	9
31	сказать что	16	9
32	так как	9	9
33	с тем	5	8
34	что это	3	8
35	тому что	4	8
36	мы имеем	2	8
37	к тому	3	8
38	не в	13	8
39	а не	18	8
40	при этом	4	8
41	того что	8	8
42	заключается в	4	8
43	самом деле	3	8
44	могут быть	2	8
45	и это	9	8
46	по себе	25	7
47	в нем	9	7
48	и как	3	7
49	но не	3	7
50	мы можем	6	7
51	все же	6	7
52	и т	13	7
53	то же	13	7
54	точки зрения	5	7
55	как это	2	7
56	в основе	2	7
57	уже в	3	6
58	ясно что	6	6
59	в своем	5	6
60	именно в	2	6
61	как и	10	6
62	и если	6	6
63	совершенно не	4	6
64	в искусстве	4	6
65	и тем	9	6
66	и для	2	6
67	но и	10	6
68	по мнению	2	6
69	что все	2	6
70	что оно	2	6
71	и не	35	6
72	жизни и	6	6
73	и его	5	6
74	или в	4	6
75	и здесь	5	6
76	никак не	9	6
77	тем что	4	6
78	мы уже	4	6
79	как будто	3	6
80	когда мы	15	6
81	и есть	5	5
82	в целом	6	5
83	как мы	8	5
84	и потому	7	5
85	в этой	3	5
86	что они	5	5
87	еще не	5	5
88	до сих	2	5
89	было бы	8	5
90	искусства и	2	5
91	когда он	2	5
92	сих пор	2	5
93	художественное произведение	8	5
94	другой стороны	5	5
95	а с	2	5
96	во внимание	2	5
97	в себе	8	5
98	но в	12	5
99	только в	19	5
100	же самое	9	5
101	бы в	2	5
102	как только	3	4
103	в результате	2	4
104	в частности	2	4
105	от него	2	4
106	сравнению с	2	4
107	и все	3	4
108	этот вопрос	3	4
109	прежде всего	3	4
110	мы могли	4	4
111	то это	10	4
112	у нас	10	4
113	есть не	5	4
114	указывает на	7	4
115	и к	6	4
116	в своей	5	4
117	от того	2	4
118	в ней	5	4
119	в его	9	4
120	не есть	35	4
121	по сравнению	2	4
122	и именно	2	4
123	только на	5	4
124	только что	2	4
125	а в	5	4
126	из которых	2	4
127	мы говорили	2	4
128	как она	2	4
129	могли бы	4	4
130	в конце	5	4
131	о чем	2	4
132	в виду	10	4
133	и другие	3	3
134	первый план	2	3
135	бы мы	2	3
136	при таком	2	3
137	что у	3	3
138	хотя бы	3	3
139	это не	9	3
140	формы и	3	3
141	заставляет нас	2	3
142	именно потому	3	3
143	это в	2	3
144	для ее	2	3
145	вовсе не	37	3
146	художественного произведения	14	3
147	одно и	3	3
148	для нас	16	3
149	об этом	3	3
150	так что	12	3
151	находятся в	3	3
152	это есть	3	3
153	что здесь	5	3
154	для него	3	3
155	когда она	2	3
156	с теми	2	3
157	он не	8	3
158	в ее	4	3
159	что и	9	3
160	он только	2	3
161	ни в	8	3
162	данном случае	7	3
163	так и	10	3
164	что при	2	3
165	как в	5	3
166	в их	2	3
167	есть нечто	8	3
168	и только	6	3
169	идет речь	3	3
170	т д	13	3
171	которое мы	5	3
172	по поводу	2	3
173	из того	3	3
174	но только	6	3
175	в той	3	3
176	героя в	2	3
177	и о	5	3
178	на этот	4	3
179	тем же	2	3
180	в таком	5	3
181	мы не	7	3
182	можно было	4	3
183	сам по	6	3
184	в каком	4	3
185	в данном	9	3
186	в другом	2	3
187	мы должны	7	3
188	в этих	2	3
189	мы сейчас	2	3
190	в которой	2	3
191	он является	3	2
192	с этой	3	2
193	перед нами	8	2
194	в отношении	2	2
195	с которой	2	2
196	же как	3	2
197	связи с	8	2
198	он в	2	2
199	не является	11	2
200	чем не	3	2
201	этого необходимо	2	2
202	с этим	2	2
203	а как	2	2
204	есть то	3	2
205	или иной	8	2
206	не что	4	2
207	можно сказать	6	2
208	на первый	4	2
209	художественном произведении	3	2
210	и можно	2	2
211	же в	3	2
212	этом случае	5	2
213	нас не	5	2
214	по существу	2	2
215	когда в	3	2
216	но все	3	2
217	и при	2	2
218	того же	2	2
219	это значит	4	2
220	в нашей	2	2
221	что их	2	2
222	деле если	2	2
