N	2gram	Tiupa_Lite_1	Problema
1	и не	12	28
2	то есть	6	27
3	не только	24	24
4	только в	8	23
5	в том	16	20
6	и в	8	20
7	все эти	2	16
8	то что	10	15
9	потому что	3	15
10	было бы	2	14
11	но и	17	14
12	точки зрения	6	14
13	или иной	2	13
14	не в	8	13
15	также и	3	13
16	не есть	2	12
17	в себе	7	12
18	том что	14	12
19	прежде всего	11	11
20	с точки	2	11
21	как будто	2	11
22	не менее	7	10
23	тем не	2	10
24	отнюдь не	2	10
25	в качестве	17	10
26	не является	2	10
27	так и	4	10
28	и его	4	10
29	может быть	13	9
30	и даже	3	9
31	в этом	12	9
32	что он	5	8
33	таким образом	3	8
34	во всяком	3	8
35	но в	3	8
36	с другой	3	7
37	это не	4	7
38	еще не	4	7
39	такого рода	10	7
40	и тем	4	7
41	то же	5	7
42	а не	16	7
43	хотя бы	2	7
44	а только	2	6
45	а также	5	6
46	как и	6	6
47	при этом	19	6
48	в виду	3	6
49	в данном	5	6
50	но не	4	5
51	в нем	2	5
52	да и	3	5
53	жизни и	3	5
54	данном случае	4	5
55	как в	5	5
56	то и	2	5
57	не может	5	5
58	уже не	7	5
59	и вполне	2	5
60	о том	2	5
61	уже в	5	4
62	и есть	3	4
63	у достоевского	2	4
64	что его	3	4
65	в этой	4	4
66	тем самым	5	4
67	несмотря на	3	4
68	в своей	4	4
69	как бы	7	4
70	всяком случае	2	4
71	тем более	2	4
72	же в	5	4
73	и только	2	4
74	а в	3	4
75	что не	2	4
76	можно было	2	4
77	как раз	4	4
78	в то	5	4
79	в художественном	4	4
80	здесь как	2	4
81	в связи	4	3
82	к тому	2	3
83	казалось бы	5	3
84	это уже	2	3
85	все они	2	3
86	о себе	4	3
87	в жизни	6	3
88	с собой	4	3
89	для него	2	3
90	связи с	6	3
91	себе в	2	3
92	вплоть до	2	3
93	же и	3	3
94	и является	2	3
95	в его	7	3
96	то это	2	3
97	что в	3	3
98	не говоря	2	3
99	дело не	2	3
100	в своем	11	3
101	не было	3	3
102	еще и	3	3
103	самом деле	2	3
104	которая не	2	3
105	тем что	2	3
106	из них	4	3
107	в сознании	2	3
108	в другом	2	3
109	нет ничего	2	3
110	как это	8	3
111	в области	3	3
112	этого не	2	2
113	в частности	15	2
114	по этому	2	2
115	однако в	2	2
116	для этого	4	2
117	столь же	4	2
118	то он	2	2
119	в конце	4	2
120	для себя	5	2
121	с его	5	2
122	от всякой	2	2
123	тому же	2	2
124	в стихотворении	4	2
125	для них	2	2
126	в пределах	3	2
127	в самом	3	2
128	общего с	2	2
129	за пределы	2	2
130	по преимуществу	4	2
131	перестает быть	4	2
132	относится к	2	2
133	говоря уже	2	2
134	все же	4	2
135	себя в	6	2
136	если оно	2	2
137	не к	2	2
138	только на	2	2
139	и прежде	3	2
140	не сам	2	2
141	чтобы не	2	2
142	друг друга	4	2
143	xix века	6	2
144	и то	2	2
145	далеко не	3	2
146	его в	3	2
147	произведения искусства	3	2
148	дело в	3	2
149	и весьма	2	2
150	того же	2	2
