N	2gram	Propp_Isto_4	Problema
1	в его	5	43
2	и не	9	42
3	и в	26	38
4	не может	6	27
5	может быть	14	26
6	как бы	3	22
7	и с	5	17
8	и его	10	16
9	в нем	2	15
10	в этом	7	15
11	и т	27	14
12	только в	3	13
13	но не	5	12
14	ни в	2	11
15	в области	2	11
16	к нему	6	10
17	отношение к	2	10
18	таким образом	10	10
19	но и	12	9
20	не имеет	3	9
21	его в	9	9
22	не только	15	9
23	в том	3	8
24	и как	5	8
25	и др	5	8
26	было бы	2	8
27	то что	16	8
28	что в	14	7
29	с другой	4	7
30	с помощью	2	7
31	не в	5	7
32	как и	7	7
33	еще не	6	7
34	в своей	4	7
35	как мы	5	7
36	не всегда	6	6
37	не к	2	6
38	а в	8	6
39	не есть	2	6
40	все же	9	6
41	мы можем	6	6
42	и этим	2	6
43	там где	3	6
44	ничего не	5	6
45	то же	8	5
46	в своем	2	5
47	это не	5	5
48	формы и	2	5
49	при этом	3	5
50	никогда не	2	5
51	все эти	3	5
52	конечно не	2	5
53	так и	10	5
54	не на	3	5
55	а не	6	5
56	могут быть	6	5
57	должна быть	2	4
58	не менее	2	4
59	другой стороны	4	4
60	данном случае	3	4
61	в форме	2	4
62	и только	5	4
63	в других	2	4
64	с ними	5	4
65	сказать что	2	4
66	о том	4	4
67	но в	5	4
68	относится к	3	4
69	как в	7	4
70	мы здесь	2	4
71	между ними	3	4
72	хотя бы	2	4
73	в данном	3	4
74	в себе	2	4
75	здесь не	4	4
76	с миром	3	4
77	в тех	4	3
78	тем не	2	3
79	его как	2	3
80	в дальнейшем	6	3
81	но это	3	3
82	например в	3	3
83	хотя и	2	3
84	и тем	2	3
85	в целом	2	3
86	все это	2	3
87	и даже	4	3
88	и на	2	3
89	а как	2	3
90	если бы	2	3
91	и все	2	3
92	иногда и	2	3
93	том что	3	3
94	от него	2	3
95	все что	4	3
96	мы увидим	3	3
97	он не	7	3
98	на него	3	3
99	связь с	12	3
100	как нечто	3	3
101	на этом	2	2
102	не могут	2	2
103	том как	2	2
104	и другие	3	2
105	и есть	2	2
106	в частности	2	2
107	в этих	7	2
108	на то	3	2
109	от них	2	2
110	не дает	2	2
111	и пр	11	2
112	что это	2	2
113	и у	5	2
114	он может	2	2
115	другими словами	2	2
116	в связи	2	2
117	в особенности	2	2
118	и других	3	2
119	здесь мы	2	2
120	лишь в	2	2
121	и что	5	2
122	того что	2	2
123	дает нам	4	2
124	есть только	3	2
125	и здесь	5	2
126	к себе	3	2
127	во всем	3	2
128	в истории	2	2
129	мы должны	5	2
130	же самое	2	2
131	как это	3	2
132	мы имеем	7	2
133	и более	3	2
134	он должен	3	2
135	и во	2	2
136	к этому	5	2
137	вовсе не	4	2
138	что он	10	2
139	у нас	2	2
140	по существу	3	2
141	этот момент	2	2
142	и при	3	2
143	связи с	3	2
144	одна из	2	2
145	она не	3	2
146	в некоторых	5	2
147	что и	9	2
148	себя в	2	2
149	в современной	2	2
150	к своему	3	2
151	из которых	5	2
152	случае мы	2	2
153	и он	3	2
154	или в	3	2
155	тем что	5	2
156	в виде	2	2
157	в другом	5	2
158	в таких	2	2
159	что эта	3	2
