N	2gram	Tiupa_Disk_2	Istorich
1	и в	16	26
2	то что	5	16
3	не только	10	15
4	что в	5	14
5	может быть	16	14
6	же как	2	13
7	но и	11	12
8	что он	2	10
9	так и	9	10
10	и его	3	10
11	что и	2	9
12	все же	6	9
13	и не	15	9
14	его в	3	9
15	то же	6	8
16	а в	2	8
17	в этих	3	7
18	как и	16	7
19	в качестве	16	7
20	героя в	5	7
21	он не	3	7
22	как в	8	7
23	их в	2	7
24	в этом	16	7
25	мы имеем	2	7
26	еще не	6	6
27	вместе с	2	6
28	не может	9	6
29	а не	14	6
30	и то	4	6
31	потому что	4	6
32	могут быть	3	6
33	и как	3	5
34	это не	3	5
35	в одном	4	5
36	к этому	4	5
37	но не	7	5
38	в его	3	5
39	уже не	3	5
40	не в	3	5
41	и с	2	5
42	в другом	3	5
43	но в	11	5
44	с другой	5	4
45	в своей	6	4
46	другой стороны	2	4
47	здесь не	2	4
48	тогда как	11	4
49	о том	4	4
50	перед нами	3	3
51	что ни	2	3
52	из этих	3	3
53	указать на	2	3
54	к своему	2	3
55	этом случае	2	3
56	в том	8	3
57	том что	10	3
58	но это	3	3
59	при этом	17	3
60	например в	3	3
61	как бы	4	3
62	все эти	3	3
63	а также	8	3
64	данном случае	6	3
65	не на	2	3
66	в данном	7	3
67	только в	3	3
68	в русской	3	3
69	о чем	2	3
70	содержит в	2	2
71	должна быть	2	2
72	не менее	7	2
73	никогда не	2	2
74	в своем	5	2
75	а сам	2	2
76	и все	3	2
77	ни в	7	2
78	живет в	2	2
79	представляет собой	11	2
80	в исторической	3	2
81	есть в	2	2
82	такого рода	9	2
83	в частности	12	2
84	общих чертах	2	2
85	что на	2	2
86	по своей	6	2
87	в нем	7	2
88	с той	2	2
89	себя в	6	2
90	в целом	2	2
91	не к	2	2
92	отношение к	2	2
93	из них	3	2
94	в тексте	3	2
95	все это	2	2
96	в языке	2	2
97	на языке	2	2
98	по свидетельству	2	2
99	тут же	2	2
100	и на	5	2
101	в себе	19	2
102	в этой	4	2
103	в области	2	2
104	говорит об	2	2
