N	2gram	Vygotskiy__6	Literetu
1	и не	11	22
2	и в	28	16
3	при этом	3	15
4	не только	16	14
5	но и	10	14
6	в этом	27	14
7	а не	3	12
8	то что	28	12
9	может быть	13	12
10	в том	28	12
11	в частности	4	11
12	не в	4	10
13	то же	7	9
14	так и	6	9
15	того что	24	9
16	в то	6	9
17	том что	19	8
18	не может	19	8
19	в этой	5	8
20	как бы	11	8
21	в своей	2	7
22	тем самым	8	7
23	точки зрения	13	7
24	только в	18	7
25	с его	3	6
26	состоит в	2	6
27	с другой	2	6
28	к тому	10	6
29	еще не	8	6
30	в его	3	6
31	и его	3	6
32	в себе	4	6
33	в другом	2	6
34	в качестве	4	5
35	это не	5	5
36	что он	18	5
37	как и	6	5
38	в целом	3	5
39	вместе с	7	5
40	как в	3	5
41	а в	2	5
42	этом отношении	3	5
43	именно в	4	5
44	в основе	3	5
45	что я	2	5
46	но не	10	4
47	никогда не	8	4
48	по существу	2	4
49	до конца	3	4
50	одним из	2	4
51	хотя и	3	4
52	отношению к	10	4
53	из них	2	4
54	по отношению	10	4
55	в данном	2	4
56	в одном	2	4
57	все время	3	3
58	прежде всего	2	3
59	более того	2	3
60	и как	6	3
61	то в	5	3
62	например в	4	3
63	и к	6	3
64	на его	3	3
65	в самом	8	3
66	еще в	2	3
67	и тем	5	3
68	самом деле	2	3
69	и наконец	2	3
70	с точки	10	3
71	как на	3	3
72	той же	4	3
73	потому что	22	3
74	по своей	3	3
75	там где	7	3
76	как это	3	3
77	отношения к	3	3
78	в области	6	3
79	но в	5	3
80	к предмету	6	2
81	что в	17	2
82	не менее	2	2
83	если бы	7	2
84	все более	2	2
85	в случае	3	2
86	что у	2	2
87	оно не	4	2
88	с этой	2	2
89	в конце	2	2
90	я не	4	2
91	вопрос о	5	2
92	по себе	3	2
93	на то	4	2
94	в нем	7	2
95	а по	3	2
96	раз в	3	2
97	у нас	2	2
98	всякий раз	3	2
99	связи с	3	2
100	того же	7	2
101	во втором	3	2
102	для него	6	2
103	можно сказать	6	2
104	было бы	9	2
105	этот путь	2	2
106	несмотря на	2	2
107	во всех	4	2
108	как таковое	2	2
109	нас к	4	2
110	к жизни	4	2
111	один из	3	2
112	не с	2	2
113	что и	4	2
114	все же	2	2
115	отношение к	7	2
116	во второй	2	2
117	когда он	2	2
118	с ней	3	2
119	как мы	10	2
120	внимание на	2	2
121	так же	15	2
122	как раз	6	2
123	а и	2	2
124	и только	3	2
125	в совершенно	2	2
126	о природе	2	2
127	но с	2	2
128	из того	5	2
129	того чтобы	10	2
130	для того	8	2
131	другой стороны	2	2
132	с ними	2	2
133	в своих	3	2
134	и на	5	2
135	мы и	4	2
136	оказывается не	2	2
137	тем что	8	2
138	представляет собой	3	2
139	за ним	2	2
140	не знает	3	2
141	же самое	6	2
142	могли бы	9	2
143	его в	6	2
144	в первом	4	2
145	в каждой	4	2
146	ее в	2	2
