N	3gram	Bakhtin_Pr_5	Marksizm
1	с точки зрения	2	20
2	не может быть	3	13
3	и не может	2	9
4	то ни было	3	8
5	бы то ни	3	8
6	в отличие от	2	5
7	с другой стороны	3	5
8	как мы знаем	2	5
9	с самого начала	8	4
10	в отношении к	7	4
11	в большинстве случаев	2	3
12	в то же	10	3
13	то же время	10	3
14	в конце концов	3	3
15	вполне понятно что	2	3
16	внутреннего и внешнего	2	3
17	в высшей степени	3	3
18	в том что	2	3
19	но все же	2	3
20	смысле этого слова	2	2
21	слова и его	2	2
22	в пределах одного	5	2
23	можно было бы	2	2
24	но в то	4	2
25	во всяком случае	4	2
26	сводится к тому	2	2
27	и прежде всего	4	2
28	в этом смысле	3	2
29	к одному знаменателю	2	2
30	по отношению к	6	2
31	как и все	2	2
