N	3gram	Bakhtin_Pr_1	Problema
1	в данном случае	2	8
2	для того чтобы	2	8
3	в этом смысле	9	6
4	о том что	2	5
5	в том что	7	5
6	в то же	7	4
7	в конце концов	4	4
8	только то что	2	4
9	то есть в	3	4
10	на самом деле	3	4
11	сами по себе	3	3
12	с точки зрения	15	3
13	до сих пор	2	3
14	можно сказать что	2	3
15	с другой стороны	2	3
16	во всяком случае	3	3
17	не потому что	2	2
18	можно было бы	3	2
19	по крайней мере	2	2
20	в самом деле	2	2
21	и в этом	3	2
22	что может быть	2	2
23	подобно тому как	3	2
24	не может быть	3	2
