N	2gram	Propp_Isto_2	formyVre
1	и в	15	50
2	в этом	11	25
3	в нем	7	24
4	человека в	2	17
5	и его	3	16
6	прежде всего	5	15
7	и не	11	14
8	в его	6	13
9	по существу	2	12
10	так и	5	12
11	может быть	17	11
12	таким образом	7	11
13	мы уже	6	11
14	то же	10	11
15	но в	6	10
16	в том	6	9
17	и др	4	9
18	в особенности	2	9
19	все эти	4	9
20	в других	3	9
21	не только	18	9
22	роль в	3	9
23	ничего не	7	9
24	и т	19	8
25	и их	2	8
26	но и	14	8
27	и на	4	8
28	как и	2	8
29	ни в	2	8
30	не было	2	7
31	так сказать	2	7
32	все же	9	6
33	это не	2	6
34	например в	2	6
35	с ее	2	6
36	в их	3	6
37	не может	5	6
38	так же	13	6
39	так как	14	6
40	у него	4	6
41	с этим	5	6
42	в жизни	2	6
43	связи с	8	6
44	во всех	2	6
45	то что	12	6
46	как в	5	6
47	что в	12	5
48	и другие	4	5
49	не в	7	5
50	в связи	5	5
51	в разных	2	5
52	превращения в	2	5
53	всех этих	3	5
54	но все	5	5
55	но не	2	5
56	еще не	9	5
57	наряду с	6	5
58	он не	8	5
59	в основном	2	5
60	отношению к	3	5
61	того чтобы	2	5
62	могут быть	2	5
63	кроме того	2	4
64	здесь на	2	4
65	в котором	5	4
66	на этой	2	4
67	все это	3	4
68	потому что	9	4
69	и с	4	4
70	в ней	4	4
71	к себе	2	4
72	нет ничего	2	4
73	том что	7	4
74	и для	2	4
75	и то	2	4
76	только в	6	4
77	и это	3	4
78	здесь не	2	4
79	себя и	2	3
80	в этих	11	3
81	к тому	5	3
82	да и	2	3
83	с тем	9	3
84	при этом	4	3
85	и дает	2	3
86	в виду	2	3
87	здесь нет	2	3
88	один из	8	3
89	по отношению	3	3
90	с одной	4	3
91	именно в	2	3
92	они не	4	3
93	а в	12	3
94	их в	2	3
95	сказать что	2	3
96	одно из	2	3
97	его в	10	3
98	в одном	5	3
99	но они	4	3
100	был бы	2	3
101	не знает	2	3
102	с мотивом	3	3
103	в качестве	3	3
104	одной из	4	3
105	в сущности	2	3
106	эта черта	2	3
107	что и	6	3
108	вместе с	7	3
109	сих пор	7	3
110	а не	5	3
111	мы не	3	3
112	мы видим	8	3
113	или в	2	3
114	с другими	2	3
115	и ее	2	3
116	в себе	4	3
117	до сих	6	3
118	уже в	2	2
119	самого начала	2	2
120	же как	5	2
121	никогда не	15	2
122	о своей	2	2
123	его и	4	2
124	с другой	2	2
125	вопрос о	4	2
126	для нас	4	2
127	тому же	2	2
128	происходит в	2	2
129	с самого	2	2
130	они были	2	2
131	в глаза	2	2
132	одной стороны	3	2
133	уже на	3	2
134	в некоторых	2	2
135	того что	3	2
136	и по	2	2
137	в которых	2	2
138	же и	3	2
139	но он	4	2
140	что мы	3	2
141	мы должны	4	2
142	как он	3	2
143	в дом	3	2
144	они приобретают	2	2
145	никаких следов	2	2
146	он должен	2	2
147	об этом	11	2
148	одна из	2	2
149	на другой	2	2
150	здесь в	2	2
151	и может	2	2
152	было бы	5	2
153	на один	2	2
154	превращение в	2	2
155	так называемый	2	2
156	к ней	2	2
157	а также	2	2
158	принадлежит к	2	2
159	как бы	6	2
160	ее в	2	2
161	но очень	2	2
162	оказывается что	2	2
163	хотя бы	2	2
164	в которой	2	2
165	той же	2	2
166	как она	4	2
167	тем что	4	2
168	вера в	2	2
169	его на	2	2
170	попадает в	5	2
171	но по	3	2
