N	2gram	Losev_Prob_3	slovoVRo
1	и в	44	39
2	может быть	28	37
3	и т	13	35
4	и его	5	33
5	то есть	34	26
6	не только	14	24
7	и не	35	22
8	но и	10	21
9	не может	7	20
10	в нем	9	19
11	все это	5	16
12	в этом	17	16
13	так и	10	15
14	а не	18	14
15	как в	5	13
16	отличие от	3	13
17	в процессе	2	13
18	во всех	2	12
19	в отличие	2	12
20	вовсе не	37	10
21	не в	13	9
22	со своим	2	9
23	языка и	4	9
24	и с	9	9
25	прежде всего	3	8
26	себя в	2	8
27	слова и	3	8
28	таким образом	9	8
29	точки зрения	5	8
30	при этом	4	7
31	для него	3	7
32	еще не	5	7
33	в его	9	7
34	как бы	9	7
35	никогда не	6	7
36	в этих	2	7
37	и потому	7	7
38	и даже	14	7
39	как мы	8	7
40	могут быть	2	7
41	с ним	7	7
42	и к	6	6
43	этом случае	5	6
44	все же	6	6
45	как и	10	6
46	в своем	5	6
47	но не	3	6
48	она не	3	6
49	жизни и	6	6
50	все эти	7	6
51	в слове	2	6
52	но в	12	6
53	с другой	7	5
54	это не	9	5
55	и для	2	5
56	и все	3	5
57	по себе	25	5
58	для нас	16	5
59	том что	12	5
60	но все	3	5
61	или иной	8	5
62	только в	19	5
63	в том	21	5
64	той или	12	5
65	с одной	2	5
66	уже не	7	5
67	от него	2	5
68	не менее	10	4
69	поэтому и	2	4
70	всех этих	2	4
71	ни в	8	4
72	художественный образ	9	4
73	в отношении	2	4
74	его не	2	4
75	для этого	6	4
76	отношения к	3	4
77	то же	13	4
78	что оно	2	4
79	в той	3	4
80	в таком	5	4
81	а в	5	4
82	с другими	3	4
83	в основе	2	4
84	даже и	16	4
85	в то	9	4
86	его в	3	4
87	здесь не	8	4
88	так как	9	4
89	или как	3	4
90	перед нами	8	3
91	и там	2	3
92	что в	8	3
93	хотя бы	3	3
94	не столько	2	3
95	и от	9	3
96	быть очень	5	3
97	здесь в	3	3
98	сама по	8	3
99	что и	9	3
100	из себя	3	3
101	но это	8	3
102	связи с	8	3
103	к проблеме	2	3
104	и как	3	3
105	с их	2	3
106	в ней	5	3
107	быть и	3	3
108	в контексте	2	3
109	героя в	2	3
110	а также	4	3
111	с точки	2	3
112	или даже	5	3
113	сказать что	16	3
114	может иметь	3	3
115	говорить о	3	3
116	в чем	4	3
117	как это	2	3
118	во всяком	9	3
119	в данном	9	2
120	уже в	3	2
121	не был	2	2
122	не было	5	2
123	и более	2	2
124	ни к	3	2
125	и другие	3	2
126	возможно и	2	2
127	хотя и	5	2
128	однако в	2	2
129	в нашем	5	2
130	и общества	2	2
131	на котором	2	2
132	а вовсе	2	2
133	и образ	2	2
134	только о	3	2
135	в себе	8	2
136	и здесь	5	2
137	своим предметом	2	2
138	что он	9	2
139	без всякого	3	2
140	она может	2	2
141	с ее	2	2
142	как о	5	2
143	и нет	2	2
144	себе как	3	2
145	только и	8	2
146	есть от	2	2
147	мы уже	4	2
148	за пределы	5	2
149	но оно	3	2
150	же и	4	2
151	значение в	3	2
152	слова как	2	2
153	всяком случае	6	2
154	и особенно	2	2
155	сих пор	2	2
156	мы видели	2	2
157	то что	23	2
158	дело в	4	2
159	его как	3	2
160	вместе с	2	2
161	все они	2	2
162	а именно	8	2
163	в их	2	2
164	самого же	2	2
165	кроме того	3	2
166	отличается от	4	2
167	в связи	7	2
168	и ни	3	2
169	с этим	2	2
170	т д	13	2
171	в виде	6	2
172	от нас	2	2
173	именно в	2	2
174	чем не	3	2
175	это и	7	2
176	но эта	3	2
177	мы не	7	2
178	или в	4	2
179	также и	16	2
180	в результате	2	2
181	и при	2	2
182	он не	8	2
183	эти слова	2	2
184	но как	4	2
185	в другом	2	2
186	о том	6	2
187	зрения на	2	2
188	бы только	2	2
189	только с	4	2
190	художественном образе	2	2
191	из него	2	2
192	до сих	2	2
