N	2gram	Potebnia_M_3	Problema
1	то что	18	42
2	вовсе не	7	35
3	то есть	34	33
4	и в	30	32
5	и не	15	31
6	не есть	17	29
7	не менее	5	19
8	в этом	10	19
9	тем не	3	18
10	не только	21	17
11	потому что	46	16
12	по себе	16	15
13	а не	15	15
14	в виде	2	15
15	в себе	16	15
16	как бы	3	14
17	может быть	28	14
18	указывает на	6	14
19	и тем	5	13
20	в нем	9	13
21	сказать что	5	13
22	что мы	8	13
23	что в	17	12
24	том что	18	12
25	так и	11	12
26	и т	5	11
27	есть нечто	4	11
28	и даже	2	11
29	о том	2	11
30	так как	13	11
31	ничего общего	2	11
32	то же	23	10
33	прежде всего	3	10
34	в этой	2	10
35	т д	3	10
36	об этом	2	10
37	но не	7	9
38	в том	32	9
39	но и	19	9
40	и что	10	9
41	так же	3	9
42	художественный образ	2	9
43	по своему	2	9
44	еще не	5	9
45	что же	2	9
46	того чтобы	3	9
47	в таком	3	9
48	и это	4	9
49	на то	2	8
50	есть только	5	8
51	не может	6	8
52	и о	2	8
53	и на	3	8
54	когда мы	2	8
55	было бы	9	8
56	в своей	2	8
57	для того	4	8
58	но это	6	8
59	ни в	2	7
60	между собою	6	7
61	все это	4	7
62	того что	18	7
63	в них	5	7
64	и все	3	7
65	что он	6	7
66	как мы	7	7
67	сам по	5	7
68	тем что	7	7
69	только в	21	7
70	и есть	3	6
71	так что	7	6
72	и как	5	6
73	при этом	3	6
74	в самом	8	6
75	и если	2	6
76	то и	6	6
77	таким образом	14	6
78	но как	2	6
79	говорить о	3	6
80	и то	8	6
81	его в	3	6
82	таком случае	2	6
83	не существует	3	6
84	есть не	7	6
85	в то	10	6
86	за пределы	2	6
87	в его	4	6
88	самом деле	2	6
89	что такое	2	6
90	перед нами	2	5
91	в своем	5	5
92	можно сказать	3	5
93	а только	3	5
94	для нас	20	5
95	есть в	3	5
96	мы уже	2	5
97	в котором	4	5
98	что она	3	5
99	мы должны	4	5
100	в сознании	15	5
101	с тем	7	5
102	тем более	4	5
103	связи с	2	5
104	есть ни	4	5
105	действительности и	3	5
106	ни о	3	5
107	все равно	4	5
108	далеко не	4	5
109	в других	2	5
110	именно в	3	4
111	тому что	3	4
112	точно так	12	4
113	сама по	2	4
114	не в	15	4
115	по поводу	4	4
116	один из	4	4
117	не говоря	3	4
118	в их	2	4
119	не было	4	4
120	в одно	3	4
121	или в	3	4
122	а в	12	4
123	их в	2	4
124	иметь в	2	4
125	если бы	12	4
126	же в	2	4
127	сознании и	2	4
128	никак не	3	4
129	как в	10	4
130	только на	3	4
131	входит в	2	4
132	если не	4	4
133	тем самым	7	4
134	и притом	2	4
135	мы можем	3	4
136	и вообще	3	4
137	указание на	2	4
138	уже в	5	3
139	прежде чем	2	3
140	что это	4	3
141	что не	8	3
142	с другой	7	3
143	что все	3	3
144	именно то	2	3
145	но все	2	3
146	что они	2	3
147	более или	3	3
148	в действительности	5	3
149	несмотря на	2	3
150	искусства и	3	3
151	из них	6	3
152	другой стороны	4	3
153	и его	4	3
154	что оно	11	3
155	в буквальном	2	3
156	в которых	2	3
157	же и	3	3
158	с этим	6	3
159	точки зрения	2	3
160	в искусстве	3	3
161	и следовательно	3	3
162	с ним	6	3
163	есть еще	3	3
164	только не	2	3
165	бы мы	2	3
166	для себя	3	3
167	в ее	2	3
168	как и	10	3
169	только потому	3	3
170	до сих	3	3
171	к тому	7	3
172	он не	4	3
173	этот предмет	2	3
174	себе не	4	3
175	оно не	4	3
176	от всего	3	3
177	сих пор	3	3
178	или менее	3	3
179	от нас	3	3
180	того как	4	3
181	уже не	6	3
182	к нему	3	3
183	буквальном смысле	2	3
184	в каком	5	3
185	в чем	3	3
186	или на	2	3
187	не могут	5	2
188	есть выражение	2	2
189	бы мало	2	2
190	но только	2	2
191	крайней мере	5	2
192	лучше сказать	2	2
193	но что	2	2
194	для него	9	2
195	например в	6	2
196	на его	2	2
197	так или	2	2
198	себе что	2	2
199	уже на	2	2
200	то или	2	2
201	и до	2	2
202	образом и	3	2
203	в нас	2	2
204	значение не	3	2
205	а потому	6	2
206	не имеет	6	2
207	должно быть	5	2
208	что для	4	2
209	указывать на	2	2
210	и с	2	2
211	не как	2	2
212	эти последние	2	2
213	одно из	5	2
214	из этих	9	2
215	о предмете	2	2
216	в первом	3	2
217	здесь только	3	2
218	я и	3	2
219	между тем	9	2
220	том как	3	2
221	от другого	3	2
222	что ни	2	2
223	могут быть	3	2
224	то он	2	2
225	по крайней	5	2
226	в понятии	2	2
227	нельзя сказать	3	2
228	мы видим	2	2
229	и при	4	2
230	она не	2	2
231	и может	3	2
232	о любви	2	2
233	и потому	4	2
234	не будет	3	2
235	есть такая	2	2
236	вместе с	12	2
237	разница между	3	2
238	только что	8	2
239	собственно говоря	2	2
240	мы не	9	2
241	с другими	5	2
242	тому как	5	2
243	понятия и	2	2
244	как знак	2	2
245	заставляет нас	2	2
246	подобно тому	2	2
247	тем и	3	2
248	что а	2	2
249	в которой	3	2
250	в области	2	2
251	не то	3	2
252	не можем	3	2
253	это было	3	2
