N	2gram	Propp_Isto_7	Mirosoze
1	может быть	14	30
2	не только	21	29
3	и в	24	28
4	не может	14	28
5	но и	11	25
6	а не	8	25
7	он не	6	24
8	в этом	12	20
9	у него	10	17
10	не в	9	16
11	потому что	9	16
12	никогда не	4	14
13	в нем	6	13
14	и он	3	12
15	и это	2	12
16	в самом	2	11
17	и не	4	11
18	что в	13	10
19	прежде всего	2	10
20	и все	6	10
21	что он	21	10
22	было бы	2	10
23	но он	2	9
24	и его	3	9
25	из самых	2	8
26	но не	6	8
27	в котором	2	8
28	того что	6	7
29	в конце	3	7
30	но в	5	7
31	к нему	7	7
32	в том	7	6
33	все это	8	6
34	и на	2	6
35	все в	2	6
36	вместе с	7	6
37	только в	6	6
38	в которой	2	6
39	не могут	2	5
40	это не	10	5
41	если он	3	5
42	как и	6	5
43	то что	7	5
44	уже в	3	4
45	в этих	13	4
46	с этой	6	4
47	не знал	2	4
48	иной мир	2	4
49	небо и	2	4
50	отношение к	5	4
51	ни с	2	4
52	был в	2	4
53	в их	4	4
54	и по	3	4
55	а в	10	4
56	увидим что	2	4
57	точки зрения	4	4
58	и там	2	4
59	должен был	2	4
60	в них	3	4
61	один из	7	4
62	от него	3	4
63	она не	2	4
64	к ней	2	4
65	что и	8	4
66	уже не	2	4
67	тем что	6	4
68	для нас	6	3
69	это значит	2	3
70	в свете	3	3
71	не имеет	4	3
72	не так	2	3
73	его не	2	3
74	с этим	2	3
75	его в	3	3
76	так как	8	3
77	с его	3	3
78	с собой	7	3
79	в ее	2	3
80	том что	10	3
81	есть и	4	3
82	ничего не	5	3
83	мы увидим	6	3
84	конечно не	2	3
85	на том	2	3
86	в иной	2	3
87	когда он	3	3
88	все его	2	3
89	вообще не	2	2
90	и от	2	2
91	этот случай	9	2
92	вопрос о	3	2
93	в ином	12	2
94	был ли	2	2
95	и нет	2	2
96	на этот	2	2
97	себе и	3	2
98	отличается от	2	2
99	все эти	2	2
100	и что	10	2
101	показывает как	3	2
102	время как	2	2
103	сказать что	2	2
104	как бы	4	2
105	о том	9	2
106	как он	6	2
107	с ним	5	2
108	в основе	2	2
109	него и	3	2
110	к этому	2	2
111	мы видим	10	2
112	в то	2	2
113	то время	2	2
114	связано с	3	2
115	до сих	2	2
116	и когда	2	2
117	все же	9	2
118	с ней	3	2
119	сих пор	3	2
120	как в	12	2
121	оказывается что	2	2
122	на земле	2	2
123	т е	16	2
124	и она	3	2
125	и у	2	2
126	он в	2	2
127	много в	2	2
128	с того	4	2
129	не все	3	2
