N	3gram	Voloshinov_2	Myshleni
1	в том что	6	17
2	для того чтобы	6	7
3	с самого начала	5	6
4	в отличие от	3	6
5	в собственном смысле	2	6
6	в высшей степени	3	6
7	с одной стороны	3	5
8	в зависимости от	2	5
9	в связи с	7	5
10	и того же	4	4
11	смысле этого слова	4	4
12	во всяком случае	2	4
13	ни в какой	2	4
14	одного и того	4	4
15	о том что	3	3
16	на то что	2	3
17	как мы видели	3	3
18	той или иной	4	2
19	собственном смысле слова	2	2
20	в свою очередь	5	2
21	того или иного	2	2
22	мы никогда не	2	2
23	как мы уже	3	2
24	не может быть	10	2
25	внутренней речи и	3	2
26	по отношению к	8	2
