N	2gram	Bakhtin_sl_2	StatiiOP
1	и в	39	29
2	том что	5	27
3	в том	5	27
4	в этом	16	21
5	но и	21	19
6	что в	3	19
7	не только	24	19
8	о том	2	17
9	что он	2	13
10	в его	7	13
11	то что	2	11
12	все это	16	11
13	таким образом	8	10
14	в своем	6	9
15	и т	35	9
16	так и	15	9
17	этом отношении	3	9
18	и не	22	9
19	он не	2	9
20	но в	6	8
21	но все	5	7
22	в ней	3	7
23	вместе с	2	7
24	того как	2	7
25	для того	2	7
26	не столько	3	7
27	в одном	2	6
28	вовсе не	10	6
29	до сих	2	6
30	одним из	2	6
31	все же	6	6
32	т д	2	6
33	факт что	2	6
34	того чтобы	2	6
35	и его	33	6
36	и на	4	6
37	прежде всего	8	5
38	в той	4	5
39	как бы	7	5
40	сих пор	2	5
41	в языке	2	5
42	а не	14	5
43	между тем	3	5
44	точки зрения	8	5
45	именно в	2	4
46	с другой	5	4
47	тот факт	2	4
48	в романе	46	4
49	не в	9	4
50	для него	7	4
51	кроме того	2	4
52	и к	6	4
53	хотя и	2	4
54	в нем	19	4
55	дело в	2	4
56	еще более	2	4
57	не приходится	3	4
58	действующих лиц	2	4
59	в другом	2	4
60	связи с	3	4
61	и с	9	4
62	не менее	4	3
63	борьбы с	3	3
64	не был	2	3
65	в этих	7	3
66	но он	2	3
67	оно не	8	3
68	с этим	2	3
69	по себе	5	3
70	ни в	4	3
71	но это	3	3
72	но не	6	3
73	до конца	17	3
74	например в	5	3
75	материал для	2	3
76	наконец в	4	3
77	никогда не	7	3
78	и даже	7	3
79	всяком случае	2	3
80	подчеркнуть что	2	3
81	как в	13	3
82	в их	2	3
83	т п	33	3
84	не было	2	3
85	хотя бы	3	3
86	его не	4	3
87	связан с	3	3
88	во всяком	3	3
89	и здесь	2	3
90	отношении к	4	3
91	xix века	4	3
92	в отношении	4	2
93	с его	7	2
94	и более	2	2
95	в роман	3	2
96	и другие	2	2
97	борьба с	4	2
98	и др	4	2
99	борьбу с	2	2
100	в них	6	2
101	в чисто	3	2
102	роман на	2	2
103	как например	2	2
104	конечно в	2	2
105	что и	3	2
106	к своему	9	2
107	его как	2	2
108	как и	6	2
109	и как	3	2
110	только о	2	2
111	в истории	11	2
112	в то	4	2
113	художественного изображения	11	2
114	на его	2	2
115	может быть	37	2
116	значительной степени	6	2
117	далее в	2	2
118	и потому	7	2
119	а также	3	2
120	на почве	4	2
121	даже в	2	2
122	только в	5	2
123	из романа	2	2
124	литературного языка	12	2
125	также и	2	2
126	в некоторых	3	2
127	в процессе	13	2
128	или менее	2	2
129	и речи	2	2
130	не может	20	2
131	в особенности	3	2
132	то же	4	2
133	все эти	6	2
134	при этом	7	2
135	там где	6	2
136	в отличие	12	2
137	они не	2	2
138	более или	2	2
139	в значительной	6	2
140	с точки	3	2
141	особенно в	2	2
142	исторического романа	2	2
143	в данном	2	2
144	конечно и	2	2
145	в результате	2	2
146	сказать что	3	2
147	эти слова	2	2
148	языка в	6	2
149	в себе	2	2
150	его в	4	2
151	как он	2	2
152	почти все	2	2
153	так как	4	2
154	только с	2	2
155	как это	3	2
156	отличие от	13	2
157	отметить что	3	2
158	в области	2	2
159	это очень	2	2
