N	2gram	Bakhtin_Pr_5	VLabPisa
1	таким образом	7	27
2	в этом	14	26
3	и в	35	25
4	не только	10	22
5	может быть	14	21
6	хотя бы	2	20
7	и не	27	19
8	не может	18	17
9	в его	21	15
10	прежде всего	12	13
11	в том	5	13
12	все это	14	12
13	с другой	4	11
14	из них	3	11
15	о том	2	10
16	что в	6	9
17	для него	14	9
18	но и	14	9
19	то же	15	9
20	все эти	3	8
21	в своем	2	8
22	другой стороны	3	8
23	как и	18	7
24	том что	3	7
25	было бы	3	7
26	говорит о	2	7
27	отношению к	7	7
28	во всех	3	7
29	вместе с	2	7
30	по отношению	6	7
31	а не	4	7
32	у него	4	6
33	это не	3	6
34	в себе	5	6
35	это и	3	6
36	то что	10	6
37	в нем	16	6
38	так и	8	6
39	бы и	2	6
40	и его	14	6
41	их в	2	6
42	между тем	4	6
43	в то	11	6
44	тому что	2	5
45	же время	10	5
46	все же	8	5
47	в пределах	11	5
48	как бы	31	5
49	приводит к	2	5
50	сказать что	3	5
51	только в	6	5
52	не в	10	5
53	в плане	6	5
54	к тому	6	4
55	для его	2	4
56	никогда не	4	4
57	в одном	6	4
58	в целом	3	4
59	что все	2	4
60	что он	24	4
61	с его	7	4
62	в ее	3	4
63	в своей	4	4
64	в самом	6	4
65	даже в	5	4
66	когда он	3	4
67	вот как	4	4
68	как раз	4	4
69	в них	4	4
70	с ними	5	4
71	и к	12	3
72	во время	5	3
73	всех этих	2	3
74	с тем	3	3
75	и как	2	3
76	даже и	3	3
77	и мир	2	3
78	и от	3	3
79	в конце	5	3
80	только что	3	3
81	мы знаем	2	3
82	мы видели	2	3
83	из его	2	3
84	что они	6	3
85	в творчестве	4	3
86	но как	4	3
87	или в	2	3
88	с этим	3	3
89	что не	4	3
90	со своим	2	3
91	например в	2	3
92	и он	2	3
93	в виду	3	3
94	в котором	3	3
95	нет и	4	3
96	его в	4	3
97	что и	3	3
98	сводится к	3	3
99	того что	3	3
100	и по	2	3
101	так же	7	3
102	в слове	6	3
103	в которых	2	3
104	точки зрения	7	3
105	бы в	4	3
106	не менее	2	2
107	на вопрос	2	2
108	он сам	6	2
109	в каждом	6	2
110	я бы	4	2
111	из рассказа	3	2
112	в жизни	2	2
113	вовсе не	7	2
114	а как	2	2
115	по себе	4	2
116	было в	2	2
117	или иной	4	2
118	что его	2	2
119	а затем	2	2
120	ли это	2	2
121	но не	6	2
122	но для	2	2
123	и слова	2	2
124	еще не	7	2
125	он и	5	2
126	в общем	3	2
127	одной из	2	2
128	в ней	2	2
129	конце концов	3	2
130	и даже	5	2
131	всяком случае	4	2
132	и этот	2	2
133	ни одного	9	2
134	слова не	2	2
135	этот процесс	2	2
136	ее как	3	2
137	бы не	2	2
138	а в	7	2
139	что оно	2	2
140	достоевского и	2	2
141	чтобы не	2	2
142	и для	8	2
143	чего бы	2	2
144	можно было	2	2
145	с другими	2	2
146	тому как	2	2
147	пока еще	2	2
148	во всяком	4	2
149	хотя и	2	2
150	лишь в	7	2
151	не о	4	2
152	он в	4	2
153	он не	13	2
154	подобно тому	2	2
155	говорить о	3	2
156	в другом	12	2
157	что даже	2	2
158	будто бы	2	2
159	как он	2	2
160	в чем	4	2
161	в которой	2	2
162	нет ни	2	2
163	но в	19	2
164	братьев карамазовых	2	2
