N	2gram	Losev_Vesc_1	slovoVRo
1	и в	21	39
2	может быть	16	37
3	и т	19	35
4	и его	2	33
5	не только	36	24
6	и не	29	22
7	но и	18	21
8	не может	17	20
9	в нем	2	19
10	все это	5	16
11	в этом	4	16
12	так и	3	15
13	а не	19	14
14	слова в	2	13
15	во всех	2	12
16	слово в	2	11
17	вовсе не	10	10
18	не в	5	9
19	со своим	7	9
20	и с	8	9
21	прежде всего	9	8
22	себя в	10	8
23	оно не	3	8
24	слова и	5	8
25	таким образом	8	8
26	точки зрения	5	8
27	языка как	2	7
28	для него	4	7
29	еще не	8	7
30	в его	2	7
31	как бы	12	7
32	никогда не	2	7
33	и потому	5	7
34	и даже	6	7
35	как мы	4	7
36	с ним	8	7
37	все же	4	6
38	как и	8	6
39	в своем	6	6
40	но не	5	6
41	она не	4	6
42	в сущности	4	6
43	жизни и	2	6
44	все эти	3	6
45	в слове	2	6
46	но в	5	6
47	с другой	6	5
48	это не	5	5
49	и для	9	5
50	и все	5	5
51	по себе	13	5
52	для нас	2	5
53	том что	8	5
54	одной стороны	3	5
55	только в	14	5
56	в том	8	5
57	и их	7	5
58	той или	2	5
59	один из	3	5
60	слово и	4	5
61	с одной	3	5
62	уже не	9	5
63	с ними	3	5
64	не менее	3	4
65	себя и	4	4
66	одна из	5	4
67	в смысле	12	4
68	в отношении	4	4
69	для этого	4	4
70	то же	6	4
71	что оно	8	4
72	в той	3	4
73	а в	4	4
74	с другими	8	4
75	в основе	3	4
76	даже и	4	4
77	в то	3	4
78	его в	2	4
79	так как	7	4
80	или как	2	4
81	смысла и	5	3
82	перед нами	2	3
83	что в	9	3
84	хотя бы	6	3
85	и от	3	3
86	должна быть	4	3
87	в собственном	2	3
88	стороны и	2	3
89	не с	7	3
90	в свою	4	3
91	сама по	3	3
92	что и	3	3
93	из себя	3	3
94	но это	10	3
95	на этом	2	3
96	у него	2	3
97	и как	8	3
98	как к	4	3
99	в ней	12	3
100	собственном смысле	3	3
101	бы и	5	3
102	в свете	7	3
103	с точки	3	3
104	той же	2	3
105	сказать что	17	3
106	говорить о	6	3
107	ту же	2	3
108	в чем	6	3
109	как это	2	3
110	во всяком	3	3
111	может не	2	2
112	в данном	5	2
113	в сфере	4	2
114	независимо от	5	2
115	хотя и	4	2
116	но она	3	2
117	его и	2	2
118	но он	2	2
119	и образ	3	2
120	тогда когда	5	2
121	в себе	14	2
122	и здесь	4	2
123	без всякого	4	2
124	она может	4	2
125	с ее	6	2
126	если оно	4	2
127	и оно	3	2
128	свою очередь	4	2
129	и само	2	2
130	себе как	2	2
131	только и	2	2
132	мы уже	3	2
133	как вещь	9	2
134	к ней	2	2
135	всяком случае	2	2
136	должен быть	2	2
137	то что	27	2
138	дело в	4	2
139	зрения и	2	2
140	не знаем	2	2
141	в свой	2	2
142	кроме того	4	2
143	отличается от	7	2
144	смысл и	9	2
145	с этим	3	2
146	т д	19	2
147	еще более	2	2
148	чем не	2	2
149	это и	6	2
150	в себя	13	2
151	мы не	6	2
152	этого предмета	2	2
153	того чтобы	3	2
154	для того	2	2
155	или в	2	2
156	также и	6	2
157	в результате	3	2
158	как с	4	2
159	ведь и	5	2
160	в другом	2	2
161	и вне	2	2
162	о том	6	2
163	почти все	2	2
164	можно говорить	2	2
165	только с	3	2
166	оно может	2	2
167	в одном	2	2
168	степени и	2	2
169	вне себя	2	2
