N	2gram	Propp_Isto_5	Vladivir
1	и в	25	31
2	не только	13	24
3	но и	13	19
4	то что	7	18
5	и не	11	17
6	у него	2	15
7	том что	8	14
8	что в	8	14
9	в этом	10	14
10	и с	3	14
11	что он	22	12
12	в его	12	12
13	в том	6	11
14	потому что	7	11
15	о том	7	11
16	так что	2	10
17	он не	4	10
18	никогда не	3	9
19	как мы	5	9
20	а в	3	9
21	в течение	2	9
22	только в	7	9
23	в дальнейшем	4	8
24	и по	2	8
25	в то	3	8
26	так как	11	8
27	уже в	2	7
28	об этом	2	7
29	о нем	3	7
30	и его	9	7
31	сказать что	2	7
32	мы уже	4	7
33	е в	3	7
34	к этому	2	6
35	можно сказать	2	6
36	в качестве	7	6
37	того же	2	6
38	и потому	2	6
39	и сам	2	6
40	может быть	17	6
41	не может	6	6
42	то же	4	6
43	и что	8	6
44	это было	2	6
45	все это	4	5
46	вовсе не	2	5
47	на то	2	5
48	не в	6	5
49	которой он	2	5
50	в свое	2	5
51	что и	6	5
52	жизни и	2	5
53	когда он	2	5
54	но он	2	5
55	с ним	4	5
56	после смерти	3	4
57	что у	4	4
58	и все	3	4
59	в нем	7	4
60	для нас	5	4
61	что его	3	4
62	и вообще	3	4
63	как и	7	4
64	и как	3	4
65	мы и	2	4
66	в этой	3	4
67	еще в	2	4
68	один из	2	4
69	себя в	6	4
70	в своей	2	4
71	в истории	4	4
72	в особенности	3	4
73	несмотря на	2	4
74	во всем	2	4
75	к нему	3	4
76	в которой	4	4
77	мы увидим	5	3
78	под влиянием	2	3
79	в виде	9	3
80	с другой	9	3
81	со своими	2	3
82	как в	6	3
83	увидим ниже	3	3
84	но не	5	3
85	но это	7	3
86	ничего не	2	3
87	и из	3	3
88	все же	10	3
89	в целом	3	3
90	вместе с	22	3
91	на него	8	3
92	другой стороны	8	3
93	и стал	2	3
94	в связи	4	3
95	таким образом	9	3
96	все эти	8	3
97	если не	4	3
98	здесь мы	5	3
99	уже не	11	3
100	и он	6	3
101	что этот	2	3
102	и на	8	3
103	на себя	3	3
104	это время	2	3
105	к его	2	3
106	и здесь	7	3
107	во время	7	3
108	и действительно	5	3
109	в египте	9	3
110	тем что	10	2
111	с тем	8	2
112	уже и	2	2
113	не менее	4	2
114	в частности	7	2
115	по существу	2	2
116	и затем	2	2
117	что все	4	2
118	образом в	2	2
119	ясно что	5	2
120	его к	3	2
121	тем не	4	2
122	мы знаем	8	2
123	на этом	3	2
124	еще не	8	2
125	того что	2	2
126	в это	2	2
127	и мы	2	2
128	некоторое время	2	2
129	совершенно не	2	2
130	ему в	3	2
131	том чтобы	2	2
132	одним из	2	2
133	с которым	2	2
134	даже в	2	2
135	мы приведем	2	2
136	и т	20	2
137	из них	2	2
138	выше мы	2	2
139	не будем	5	2
140	со стороны	2	2
141	а именно	4	2
142	так например	2	2
143	но мы	3	2
144	т д	18	2
145	и для	2	2
146	и других	2	2
147	того чтобы	3	2
148	для того	3	2
149	что мы	2	2
150	и начал	2	2
151	знаем что	6	2
152	точки зрения	2	2
153	чтобы он	2	2
154	мы должны	4	2
155	его на	4	2
156	в которую	2	2
157	и это	4	2
158	тех же	2	2
159	своих детей	2	2
