N	2gram	Propp_Russ_1	formyVre
1	и в	36	46
2	в этом	12	22
3	и т	10	14
4	только в	4	11
5	не только	22	11
6	во всех	4	11
7	во время	14	10
8	в том	17	10
9	как бы	5	10
10	точки зрения	3	10
11	то есть	3	10
12	но в	2	10
13	у него	2	9
14	вместе с	10	9
15	но и	16	9
16	и не	6	9
17	и для	2	9
18	в связи	4	8
19	связи с	4	8
20	как и	10	8
21	в его	2	8
22	то же	3	8
23	с точки	3	8
24	потому что	10	8
25	из них	8	8
26	в основном	3	8
27	всех этих	2	7
28	в них	6	7
29	в одном	3	7
30	может быть	8	7
31	то что	6	7
32	так и	7	7
33	и на	10	7
34	при этом	6	6
35	как мы	10	6
36	еще не	4	6
37	все же	5	6
38	все это	6	6
39	в особенности	2	6
40	так как	15	6
41	и с	2	6
42	в частности	2	5
43	в своем	3	5
44	с этим	2	5
45	связанные с	3	5
46	по существу	4	5
47	в дальнейшем	2	5
48	но не	2	5
49	и др	4	5
50	в нем	2	5
51	что в	19	5
52	все эти	2	5
53	и у	5	5
54	отнюдь не	2	4
55	из этих	4	4
56	в образе	2	4
57	с ним	2	4
58	значение и	2	4
59	том что	19	4
60	так что	2	4
61	что они	7	4
62	том же	2	4
63	и их	4	4
64	как в	5	4
65	а не	2	4
66	их в	3	4
67	о том	8	4
68	не было	2	3
69	о чем	3	3
70	себя и	2	3
71	та же	2	3
72	к этому	4	3
73	как уже	4	3
74	к тому	4	3
75	и как	2	3
76	к вопросу	2	3
77	в качестве	3	3
78	в большинстве	2	3
79	в прошлом	2	3
80	в это	3	3
81	имеет место	2	3
82	хотя и	2	3
83	а также	3	3
84	что на	4	3
85	в этот	10	3
86	как можно	2	3
87	что и	7	3
88	но эти	3	3
89	т д	9	3
90	за счет	2	3
91	не на	2	3
92	и другие	13	3
93	таким образом	6	3
94	в их	4	3
95	уже не	6	3
96	того что	4	3
97	и по	8	3
98	мы наблюдаем	2	3
99	а в	9	3
100	в которых	5	3
101	тем что	4	3
102	в этих	3	3
103	большинстве случаев	2	3
104	на этом	3	2
105	только для	2	2
106	и более	2	2
107	до того	2	2
108	не были	2	2
109	в фольклоре	2	2
110	и других	7	2
111	это не	10	2
112	они были	2	2
113	представление о	3	2
114	их не	2	2
115	он был	2	2
116	у нас	8	2
117	мы видим	2	2
118	с тем	8	2
119	в день	6	2
120	до конца	2	2
121	и пр	2	2
122	она не	2	2
123	и к	3	2
124	далее в	2	2
125	вплоть до	4	2
126	к ним	3	2
127	и потому	2	2
128	если в	3	2
129	один из	8	2
130	после этого	4	2
131	этом случае	5	2
132	в некоторых	4	2
133	быть и	2	2
134	и до	2	2
135	находится в	2	2
136	не может	4	2
137	так же	3	2
138	но это	4	2
139	он так	2	2
140	мы имеем	4	2
141	могут быть	2	2
142	под землей	3	2
143	далеко не	3	2
144	как он	2	2
145	там где	2	2
146	как это	8	2
147	значит что	2	2
