N	2gram	Tiupa_Anal_3	Narrotol
1	не только	22	32
2	может быть	9	25
3	но и	13	23
4	в качестве	12	21
5	и не	12	20
6	и в	18	19
7	то есть	10	19
8	в том	9	18
9	в этом	14	17
10	в тексте	9	16
11	в частности	12	14
12	том что	12	14
13	не в	6	14
14	состоит в	4	13
15	в рамках	3	12
16	а не	9	12
17	своего рода	8	12
18	тогда как	20	12
19	коммуникативного события	11	12
20	представляет собой	5	12
21	то что	2	11
22	а в	10	11
23	не может	2	10
24	точки зрения	3	10
25	при этом	11	9
26	со стороны	9	9
27	так и	14	9
28	в его	7	9
29	в мире	5	9
30	с другой	7	8
31	не является	5	8
32	и т.п	5	8
33	в себе	2	8
34	и т.д	2	7
35	в случае	5	7
36	как и	14	7
37	еще не	6	7
38	к тому	6	7
39	такого рода	5	7
40	ни для	2	7
41	а также	2	7
42	все же	4	7
43	как в	3	7
44	по отношению	7	7
45	с одной	2	7
46	одной стороны	2	7
47	с его	8	6
48	что он	4	6
49	отношению к	7	6
50	то в	2	6
51	но не	7	6
52	креативная компетенция	5	6
53	именно в	3	6
54	в себя	2	6
55	в той	2	6
56	тем самым	4	6
57	как это	3	6
58	иначе говоря	2	6
59	о том	6	6
60	но в	2	6
61	и как	4	5
62	отнюдь не	4	5
63	нуждается в	2	5
64	по себе	4	5
65	или иной	5	5
66	можно сказать	4	5
67	картина мира	4	5
68	тому же	3	5
69	себя в	4	5
70	не предполагает	2	5
71	картины мира	4	5
72	в форме	2	5
73	уже не	5	5
74	и его	13	5
75	в данном	4	5
76	в отличие	2	5
77	отличие от	2	5
78	в этой	6	5
79	далеко не	4	5
80	перед нами	4	4
81	во втором	4	4
82	прежде всего	5	4
83	в нем	2	4
84	что не	3	4
85	то же	3	4
86	же в	2	4
87	да и	2	4
88	сказания или	3	4
89	жизненной позиции	2	4
90	в противовес	2	4
91	же время	3	4
92	было бы	3	4
93	той или	3	4
94	как бы	10	4
95	данном случае	3	4
96	другой стороны	5	4
97	в особенности	3	4
98	те же	2	4
99	не мог	2	4
100	в принципе	2	4
101	не столько	3	4
102	сказать что	2	4
103	только в	2	4
104	как правило	5	4
105	героя и	4	4
106	здесь не	3	4
107	пока еще	3	4
108	не менее	4	3
109	или анекдота	2	3
110	что в	9	3
111	могут быть	2	3
112	никогда не	5	3
113	восходит к	3	3
114	уже в	3	3
115	из этих	3	3
116	в свою	5	3
117	тем не	2	3
118	это и	2	3
119	что они	3	3
120	одна из	2	3
121	свою очередь	4	3
122	к содержанию	3	3
123	в сущности	5	3
124	хотя и	2	3
125	в ней	2	3
126	он не	6	3
127	и самого	6	3
128	и даже	8	3
129	если в	3	3
130	один из	2	3
131	не с	2	3
132	не есть	4	3
133	с ее	3	3
134	не будет	3	3
135	как говорит	3	3
136	в первом	2	3
137	когда он	2	3
138	в ее	3	3
139	в притче	4	3
140	или притчи	2	3
141	коммуникативной стратегии	4	3
142	этом отношении	3	3
143	сводится к	2	3
144	столь же	4	3
145	и он	2	3
146	и на	4	3
147	и рецептивная	2	3
148	между тем	5	3
149	тем что	2	3
150	на себя	2	3
151	в конечном	2	3
152	по своей	2	3
153	в то	3	3
154	в произведении	3	3
155	художественной литературы	2	3
156	дело с	3	2
157	стороны адресата	2	2
158	этом ряду	2	2
159	художественного высказывания	2	2
160	компетенция анекдота	3	2
161	к сообщаемому	2	2
162	например как	2	2
163	как формы	2	2
164	ни столь	2	2
165	очевидным образом	2	2
166	говорит и	3	2
167	риторический предел	2	2
168	анекдотического дискурса	2	2
169	конечном счете	2	2
170	в анекдоте	2	2
171	в своем	4	2
172	в противоположность	2	2
173	текста в	6	2
174	здесь и	3	2
175	не как	2	2
176	до которой	2	2
177	личности в	3	2
178	совершенно очевидно	2	2
179	не всегда	3	2
180	форма авторства	3	2
181	кто говорит	2	2
182	его как	3	2
183	дискурса в	2	2
184	говорит о	2	2
185	субъекта и	2	2
186	анекдота и	2	2
187	речевого замысла	2	2
188	сознания к	2	2
189	мифологического предания	2	2
190	компетенция жанра	2	2
191	подход к	2	2
192	о своей	2	2
193	в значительной	2	2
194	имеем дело	4	2
195	для него	6	2
196	в пределах	4	2
197	сказания это	2	2
198	писал он	2	2
199	несмотря на	2	2
200	не от	2	2
201	например в	2	2
202	значительной степени	2	2
203	коммуникативной ситуации	2	2
204	вплоть до	2	2
