N	2gram	Medvedev_F_2	Narrotol
1	не только	9	31
2	но и	13	27
3	и не	20	23
4	при этом	9	19
5	может быть	23	15
6	в качестве	2	14
7	как и	9	13
8	а не	6	13
9	а в	6	13
10	только в	6	12
11	в этом	27	12
12	и в	38	11
13	состоит в	2	10
14	и его	21	10
15	времени и	2	9
16	то что	6	9
17	то же	6	8
18	в том	11	8
19	со стороны	2	8
20	не может	14	8
21	уже не	7	8
22	если бы	5	7
23	том что	2	7
24	но в	4	7
25	одного из	3	6
26	к тому	4	6
27	не в	15	6
28	в самом	16	6
29	как бы	4	6
30	один из	2	6
31	жизни и	3	6
32	как раз	6	6
33	во втором	7	6
34	или в	3	6
35	в его	10	6
36	в этой	6	6
37	перед нами	2	5
38	в своей	7	5
39	так и	8	5
40	тем самым	2	5
41	столь же	2	5
42	и на	3	5
43	потому что	2	5
44	между двумя	2	5
45	точки зрения	8	5
46	слова в	3	4
47	с его	11	4
48	никогда не	2	4
49	из этих	3	4
50	что на	2	4
51	все же	8	4
52	для него	7	4
53	то в	2	4
54	но не	2	4
55	же время	5	4
56	прежде всего	15	4
57	к нему	3	4
58	в ней	6	4
59	и тем	2	4
60	в нем	13	4
61	в первом	7	4
62	из них	4	4
63	не по	2	4
64	по себе	7	4
65	как в	4	4
66	так в	3	4
67	того что	3	4
68	того чтобы	3	4
69	хотя и	3	4
70	однако и	3	4
71	в то	5	4
72	что в	7	3
73	это не	2	3
74	что он	5	3
75	идет о	2	3
76	сводится к	5	3
77	и как	3	3
78	в целом	3	3
79	самом деле	8	3
80	но как	2	3
81	но именно	3	3
82	для того	3	3
83	и о	2	3
84	он не	6	3
85	не является	3	3
86	не было	6	3
87	этом отношении	7	3
88	именно в	5	3
89	лишь в	7	3
90	едва ли	2	3
91	в слове	5	3
92	мы не	3	3
93	и то	2	3
94	их в	2	3
95	и с	9	3
96	и ее	6	3
97	и все	3	3
98	как это	2	3
99	между тем	2	3
100	для них	3	2
101	а о	3	2
102	отнюдь не	8	2
103	в зависимости	3	2
104	в этих	2	2
105	установкой на	2	2
106	в конце	2	2
107	этих двух	2	2
108	язык как	8	2
109	в сущности	4	2
110	к его	2	2
111	как мы	7	2
112	было и	2	2
113	зависимости от	3	2
114	чем он	4	2
115	между ними	2	2
116	до конца	2	2
117	в пределах	12	2
118	она не	2	2
119	ни о	5	2
120	всяком случае	5	2
121	если в	3	2
122	не имеет	2	2
123	оно не	4	2
124	хотя бы	6	2
125	не будет	2	2
126	вместе с	6	2
127	быть и	3	2
128	значения и	2	2
129	только на	3	2
130	другой стороны	4	2
131	в отличие	2	2
132	в связи	10	2
133	входит в	4	2
134	и только	5	2
135	в особенности	4	2
136	в той	2	2
137	что не	4	2
138	тем же	3	2
139	и даже	4	2
140	с другой	3	2
141	и для	5	2
142	и иных	2	2
143	особенно в	3	2
144	отличие от	2	2
145	роль в	3	2
146	в таком	2	2
147	ничего не	4	2
148	с ними	2	2
149	каждый из	3	2
150	сами по	2	2
151	в результате	6	2
152	сказать что	2	2
153	во всяком	5	2
154	не о	4	2
155	и от	2	2
156	он и	3	2
157	связи с	13	2
158	от этих	2	2
159	здесь не	4	2
160	так сказать	3	2
161	в чем	2	2
162	с ним	2	2
163	в области	3	2
164	та же	2	2
165	как она	2	2
166	это было	3	2
