N	2gram	Bakhtin_Fr_4	RusskieA
1	и в	29	36
2	не только	10	22
3	том что	3	19
4	в том	7	17
5	но и	9	16
6	так как	7	15
7	во время	10	14
8	и другие	2	13
9	в этом	11	12
10	в других	2	11
11	это не	5	10
12	как мы	10	10
13	как и	12	10
14	и на	11	10
15	мы увидим	2	8
16	из них	6	8
17	может быть	2	8
18	один из	4	8
19	и по	5	8
20	о том	2	8
21	что они	2	7
22	так и	11	7
23	и других	3	7
24	и не	16	6
25	при этом	3	6
26	в них	7	6
27	уже не	2	6
28	таким образом	20	6
29	все это	4	6
30	то что	4	6
31	все же	3	5
32	как будто	2	5
33	как бы	8	5
34	и у	2	5
35	с ними	3	5
36	как в	2	5
37	там же	3	5
38	по улицам	2	4
39	к этому	2	4
40	к тому	2	4
41	после этого	2	4
42	животных и	3	4
43	еще не	4	4
44	связи с	2	4
45	и др	4	4
46	и их	3	4
47	в их	2	4
48	не может	2	4
49	того что	3	4
50	но это	4	4
51	тем что	4	4
52	только в	2	4
53	о чем	2	3
54	что это	5	3
55	связанные с	4	3
56	в этих	2	3
57	в качестве	3	3
58	в своем	3	3
59	но они	4	3
60	и к	2	3
61	на этом	2	3
62	этого праздника	3	3
63	а также	2	3
64	если в	2	3
65	своего рода	6	3
66	но эти	2	3
67	также в	2	3
68	в разных	3	3
69	то же	10	3
70	всякого рода	2	3
71	с точки	2	3
72	так же	7	3
73	в праздник	6	3
74	их в	2	3
75	точки зрения	4	3
76	то есть	21	3
77	далеко не	5	3
78	связаны с	2	3
79	всех этих	3	2
80	они были	3	2
81	в частности	3	2
82	в фольклоре	2	2
83	в нашем	4	2
84	его и	2	2
85	что у	3	2
86	только для	4	2
87	в образе	4	2
88	его к	2	2
89	в различных	2	2
90	в нем	5	2
91	у него	5	2
92	в жизни	2	2
93	он был	2	2
94	и как	3	2
95	в дальнейшем	3	2
96	мы видим	3	2
97	такой же	3	2
98	но не	2	2
99	в большинстве	6	2
100	как известно	2	2
101	до конца	5	2
102	характер этого	4	2
103	на весь	5	2
104	том же	2	2
105	в ней	3	2
106	в его	8	2
107	в доме	3	2
108	и с	9	2
109	на этой	2	2
110	и до	5	2
111	но она	2	2
112	за счет	3	2
113	не на	2	2
114	в особенности	2	2
115	между прочим	2	2
116	все эти	9	2
117	на самом	4	2
118	в году	3	2
119	и для	2	2
120	с ним	2	2
121	или в	2	2
122	в своих	2	2
123	не случайно	3	2
124	мы можем	3	2
125	хотя и	2	2
126	и здесь	3	2
127	но в	12	2
128	в один	2	2
129	как он	2	2
130	там где	3	2
131	большинстве случаев	5	2
132	в числе	2	2
133	же не	2	2
