N	2gram	Vinokur_St_3	slovoVRo
1	и в	25	41
2	и т	8	28
3	то есть	2	26
4	т п	6	23
5	могут быть	2	19
6	во всех	2	17
7	но и	9	16
8	и не	10	16
9	точки зрения	7	16
10	не только	12	16
11	а не	5	15
12	то же	5	14
13	может быть	19	14
14	и др	4	14
15	не может	7	14
16	и его	3	14
17	и на	6	14
18	в то	7	14
19	в сущности	2	13
20	в его	12	13
21	же время	3	12
22	до конца	3	12
23	как бы	6	12
24	в этом	24	12
25	так и	5	11
26	слово в	2	10
27	или иной	2	9
28	таким образом	10	9
29	все эти	3	9
30	поэтического слова	2	9
31	прежде всего	10	8
32	на его	4	8
33	точка зрения	4	8
34	в особенности	4	8
35	но в	5	8
36	как в	6	8
37	как мы	2	8
38	с точки	4	8
39	или в	2	8
40	все они	3	7
41	не в	6	7
42	отношение к	4	7
43	вовсе не	2	7
44	в своей	4	7
45	все же	4	7
46	во всяком	4	7
47	в отношении	2	6
48	того же	2	6
49	это не	7	6
50	а в	6	6
51	в плане	2	6
52	в них	5	6
53	слова как	2	6
54	только в	6	6
55	с другой	5	5
56	в самом	2	5
57	всяком случае	4	5
58	все это	8	5
59	т д	2	5
60	и к	4	5
61	не на	2	5
62	к нему	4	5
63	в языке	8	5
64	так сказать	2	5
65	в каждом	4	4
66	кроме того	3	4
67	одной стороны	3	4
68	в ней	4	4
69	один из	2	4
70	с ее	2	4
71	в их	3	4
72	с одной	2	4
73	лишь в	4	4
74	и наконец	3	4
75	и с	4	4
76	в которой	4	4
77	с его	3	4
78	всех этих	3	4
79	не как	2	4
80	как и	4	4
81	в смысле	4	4
82	еще не	2	4
83	на почве	5	4
84	другой стороны	5	4
85	и для	4	4
86	ничего не	4	4
87	все время	2	3
88	никогда не	2	3
89	точку зрения	2	3
90	из этих	6	3
91	к тому	2	3
92	в том	20	3
93	в свою	2	3
94	для него	3	3
95	и других	2	3
96	того что	5	3
97	в результате	2	3
98	и здесь	3	3
99	не было	4	3
100	о том	8	3
101	так как	3	3
102	произведения как	2	3
103	у него	9	3
104	и во	2	3
105	с этим	7	3
106	с этой	3	3
107	в качестве	4	3
108	и может	2	3
109	было бы	7	3
110	одной из	2	3
111	он не	5	3
112	из этого	4	3
113	и ее	2	3
114	в поэзии	2	3
115	которые в	2	3
116	связана с	4	2
117	к своей	2	2
118	тому что	3	2
119	одного из	2	2
120	что все	3	2
121	можно сказать	4	2
122	его как	3	2
123	так что	11	2
124	что они	2	2
125	на этом	3	2
126	например в	4	2
127	такого рода	5	2
128	на язык	3	2
129	для того	2	2
130	и по	2	2
131	и тем	4	2
132	в целом	4	2
133	в этих	11	2
134	уже не	3	2
135	произведения и	2	2
136	этот язык	2	2
137	время как	4	2
138	сказать что	4	2
139	потому что	5	2
140	в речах	5	2
141	но он	3	2
142	г г	2	2
143	с которыми	2	2
144	между тем	6	2
145	в чисто	2	2
146	не является	3	2
147	а как	4	2
148	в котором	5	2
149	он может	2	2
150	дело не	2	2
151	в духе	2	2
152	к этому	3	2
153	связь с	4	2
154	у нас	4	2
155	том что	15	2
156	мы видим	4	2
157	то в	4	2
158	одна из	2	2
159	но не	2	2
160	то время	4	2
161	до сих	2	2
162	языка это	2	2
163	с которым	3	2
164	а также	4	2
165	сих пор	2	2
166	как раз	3	2
167	а с	2	2
168	и у	2	2
169	той же	2	2
170	мы не	2	2
171	в виде	3	2
172	в другом	3	2
173	на протяжении	4	2
174	связи с	3	2
175	жизни но	2	2
176	в эту	4	2
