N	2gram	Tiupa_Anal_2	StatiiOP
1	и в	16	25
2	в этом	18	24
3	в том	12	20
4	что в	2	19
5	может быть	6	19
6	тем что	3	19
7	том что	12	15
8	в этой	9	14
9	в его	2	12
10	то что	7	12
11	не только	16	12
12	в этих	2	11
13	так что	3	11
14	прежде всего	3	10
15	таким образом	2	10
16	и не	12	10
17	у него	4	9
18	но и	12	9
19	все это	4	8
20	т е	2	8
21	о том	7	8
22	это было	2	8
23	что касается	3	7
24	было бы	3	7
25	не может	4	7
26	точки зрения	4	7
27	из его	2	7
28	в то	2	7
29	место в	3	6
30	в конце	4	6
31	не в	4	6
32	только в	4	6
33	как бы	10	6
34	как в	4	6
35	а в	3	6
36	и на	6	6
37	между тем	2	6
38	то же	4	5
39	с другой	6	5
40	на то	2	5
41	такого рода	2	5
42	в котором	2	5
43	ответ на	3	5
44	а не	10	5
45	того что	2	5
46	другой стороны	2	5
47	он не	2	5
48	так и	15	5
49	мы имеем	3	5
50	но в	6	5
51	в устах	2	4
52	этом отношении	3	4
53	состоит в	8	4
54	по крайней	3	4
55	этом смысле	2	4
56	была бы	2	4
57	а как	2	4
58	крайней мере	3	4
59	как и	14	4
60	на протяжении	2	4
61	должна была	2	4
62	в качестве	11	4
63	можно сказать	4	4
64	в общем	2	4
65	если бы	3	4
66	и к	5	4
67	на его	3	4
68	а также	7	4
69	и тем	4	4
70	в своей	2	4
71	в целом	8	4
72	в речи	3	4
73	всего в	2	4
74	в центре	3	4
75	лишь в	9	4
76	с точки	2	4
77	и для	2	4
78	сказать что	2	4
79	ничего не	9	4
80	в эту	3	4
81	что все	2	3
82	к этому	2	3
83	же время	2	3
84	его как	2	3
85	он был	2	3
86	для него	4	3
87	на этом	4	3
88	одной стороны	4	3
89	и если	3	3
90	несмотря на	3	3
91	своего рода	12	3
92	со стороны	3	3
93	в словах	3	3
94	в их	3	3
95	как раз	4	3
96	уже не	4	3
97	не так	4	3
98	и его	4	3
99	попадает в	3	3
100	этого рода	2	3
101	говорить о	6	3
102	я и	3	3
103	не был	3	2
104	не менее	4	2
105	случае в	3	2
106	борьба с	3	2
107	никогда не	3	2
108	как о	3	2
109	не столько	3	2
110	и во	2	2
111	в поэзии	2	2
112	в рамках	3	2
113	одного из	3	2
114	вовсе не	2	2
115	в реплике	2	2
116	или иной	3	2
117	к тому	7	2
118	как мы	3	2
119	на котором	2	2
120	есть в	3	2
121	но не	4	2
122	а то	2	2
123	того же	4	2
124	еще не	2	2
125	одной из	3	2
126	в самом	6	2
127	в сущности	4	2
128	во всех	4	2
129	при всей	3	2
130	нас к	2	2
131	на себе	3	2
132	речь идет	2	2
133	один из	2	2
134	тем не	3	2
135	и за	3	2
136	вместе с	2	2
137	дело не	2	2
138	внимание на	2	2
139	с ее	2	2
140	с одной	5	2
141	не мог	3	2
142	той же	2	2
143	на основе	2	2
144	или в	3	2
145	в результате	3	2
146	одно из	2	2
147	могут быть	10	2
148	он и	2	2
149	этого слова	3	2
150	жизни но	2	2
151	не имеет	2	2
152	то есть	9	2
153	произведения как	2	2
