N	2gram	Tiupa_Teor_1	Istorich
1	и в	18	24
2	не только	16	21
3	может быть	17	14
4	не может	4	14
5	в этих	3	13
6	что в	9	13
7	мы имеем	7	12
8	как в	5	12
9	в этом	8	12
10	и здесь	2	12
11	но и	9	11
12	это не	2	10
13	том что	9	10
14	а в	13	10
15	и что	3	10
16	и другие	2	9
17	с другой	7	9
18	не в	7	9
19	потому что	3	9
20	еще не	4	8
21	что и	2	8
22	все это	2	8
23	другой стороны	5	8
24	то же	7	8
25	а не	9	8
26	или в	3	8
27	один из	2	7
28	в том	16	7
29	то что	3	7
30	вместе с	2	7
31	таким образом	3	7
32	об этом	2	6
33	как и	4	6
34	так же	2	6
35	но не	9	6
36	в нем	4	6
37	а именно	2	6
38	он не	3	6
39	того что	4	6
40	только в	6	6
41	не менее	4	5
42	тот кто	2	5
43	одной стороны	2	5
44	отношение к	5	5
45	дело не	2	5
46	так и	10	5
47	с одной	2	5
48	что она	2	5
49	имеем в	3	5
50	в русской	6	5
51	героя и	5	5
52	но в	9	5
53	никогда не	4	4
54	вовсе не	3	4
55	тем не	3	4
56	представляет собой	9	4
57	при этом	12	4
58	одной из	2	4
59	своего рода	7	4
60	как бы	5	4
61	в их	2	4
62	и не	13	4
63	так в	4	4
64	точки зрения	9	4
65	в данном	8	4
66	с его	5	3
67	обращается к	2	3
68	в качестве	24	3
69	в них	2	3
70	превращается в	2	3
71	не вполне	2	3
72	его в	2	3
73	не все	3	3
74	ее в	2	3
75	данном случае	5	3
76	и даже	2	3
77	и по	2	3
78	и его	8	3
79	не случайно	5	3
80	хотя и	3	3
81	из этих	3	3
82	в конце	2	3
83	герой не	3	3
84	тогда как	15	3
85	перед нами	2	2
86	не будет	2	2
87	способность к	2	2
88	тому что	2	2
89	того же	3	2
90	или даже	4	2
91	прежде всего	2	2
92	не могут	2	2
93	в литературе	2	2
94	и ее	3	2
95	в то	6	2
96	ни в	2	2
97	в ее	5	2
98	в форме	2	2
99	со своей	3	2
100	в самом	4	2
101	и о	4	2
102	если в	2	2
103	на себя	2	2
104	и тем	3	2
105	со стороны	2	2
106	отличается от	2	2
107	уже не	4	2
108	в которой	2	2
109	как это	8	2
110	сказать что	3	2
111	рассказ о	2	2
112	в основе	3	2
113	но он	3	2
114	все эти	2	2
115	и это	2	2
