N	2gram	Propp_Isto_1	Problemy
1	и в	28	43
2	и не	9	29
3	т е	10	26
4	может быть	25	23
5	как бы	2	22
6	не может	15	18
7	в пределах	4	16
8	но и	10	14
9	как и	4	14
10	и т	25	13
11	в этом	8	13
12	что он	10	13
13	в нем	2	12
14	в одном	5	12
15	не в	9	11
16	по себе	3	11
17	не только	12	11
18	прежде всего	10	10
19	и на	4	10
20	но в	8	10
21	в его	5	10
22	как мы	3	10
23	никогда не	14	9
24	в большинстве	4	9
25	еще не	7	9
26	он не	2	9
27	для него	2	8
28	большинстве случаев	4	8
29	то же	12	8
30	и его	3	8
31	или в	5	8
32	перед нами	3	7
33	до сих	5	7
34	в то	3	7
35	то что	9	7
36	сих пор	5	7
37	что же	3	7
38	а не	15	7
39	в другом	3	7
40	в этих	7	6
41	в том	9	6
42	при этом	3	6
43	в котором	3	6
44	не как	3	6
45	о нем	2	6
46	приводит к	2	6
47	здесь не	4	6
48	на то	4	5
49	так что	4	5
50	у меня	3	5
51	все это	4	5
52	по отношению	3	5
53	таким образом	8	5
54	все эти	4	5
55	а в	7	5
56	и с	4	5
57	бы в	2	5
58	вовсе не	2	5
59	о том	9	5
60	но не	5	5
61	было бы	7	5
62	мы увидим	10	5
63	и что	10	5
64	отношению к	3	5
65	и он	3	5
66	в себе	2	5
67	я не	3	4
68	не могут	2	4
69	что в	12	4
70	в своем	5	4
71	с другой	6	4
72	к тому	6	4
73	но это	4	4
74	друг с	4	4
75	по мере	2	4
76	т д	22	4
77	должно быть	2	4
78	их в	5	4
79	во время	3	4
80	так как	6	4
81	так чтобы	2	4
82	во всех	2	4
83	не на	2	4
84	в отличие	2	4
85	там где	4	4
86	на этот	2	4
87	между ними	2	4
88	мы не	10	4
89	как раз	2	4
90	этот вопрос	7	4
91	с другом	3	4
92	только в	11	4
93	отличие от	2	4
94	же не	3	4
95	не менее	6	3
96	мы будем	5	3
97	что если	2	3
98	должна быть	5	3
99	это не	7	3
100	более или	5	3
101	и их	3	3
102	в их	3	3
103	и только	2	3
104	и даже	4	3
105	героя в	5	3
106	и здесь	7	3
107	во всем	3	3
108	его в	6	3
109	еще один	2	3
110	с ним	2	3
111	между тем	2	3
112	если бы	8	3
113	отчего же	2	3
114	не знает	5	3
115	по существу	5	3
116	здесь в	2	3
117	тот же	2	3
118	когда он	6	3
119	даже в	4	3
120	что и	6	3
121	все же	10	3
122	себя в	2	3
123	на него	4	3
124	так и	9	3
125	или менее	5	3
126	уже не	3	3
127	другой стороны	5	3
128	также и	3	3
129	и для	4	3
130	можно было	5	3
131	ничего не	2	3
132	тем что	3	3
133	в виде	2	3
134	могут быть	4	3
135	и этим	2	3
136	его и	2	2
137	но так	2	2
138	в образе	3	2
139	была бы	2	2
140	вопрос о	5	2
141	тем не	6	2
142	для нас	13	2
143	и как	2	2
144	но все	4	2
145	мы здесь	3	2
146	что это	8	2
147	например в	5	2
148	что такое	2	2
149	время как	3	2
150	и др	7	2
151	то это	3	2
152	в целом	2	2
153	в форме	3	2
154	то и	2	2
155	для этого	3	2
156	отношения к	2	2
157	здесь мы	7	2
158	того что	4	2
159	этих случаях	2	2
160	так же	7	2
161	чтобы не	3	2
162	сказать что	5	2
163	из них	3	2
164	как он	2	2
165	почти не	3	2
166	ни было	2	2
167	между собой	4	2
168	превращается в	4	2
169	в стороне	3	2
170	с этим	4	2
171	в такой	2	2
172	раз и	3	2
173	об этом	4	2
174	а затем	2	2
175	одна из	2	2
176	то время	3	2
177	указывает на	2	2
178	конечно не	2	2
179	не есть	2	2
180	и пр	4	2
181	дело в	3	2
182	ее в	5	2
183	как в	2	2
184	а с	2	2
185	если мы	3	2
186	том что	7	2
187	что не	2	2
188	должны быть	4	2
189	хотя бы	4	2
190	что этот	2	2
191	того как	3	2
