N	2gram	Ircho_Kome_1	Analitik
1	не только	10	22
2	и в	22	18
3	как и	9	14
4	так и	5	14
5	в этом	3	14
6	но и	11	13
7	и его	8	13
8	в частности	3	12
9	том что	12	12
10	в качестве	4	12
11	и не	8	12
12	при этом	5	11
13	а в	6	10
14	может быть	9	9
15	со стороны	2	9
16	что в	6	9
17	в том	11	9
18	со своей	2	8
19	в первой	2	8
20	и даже	5	8
21	с другой	5	7
22	но не	2	7
23	в его	5	7
24	отношению к	3	7
25	во второй	3	7
26	как раз	3	7
27	по отношению	3	7
28	к тому	6	6
29	не в	6	6
30	в начале	3	6
31	еще не	2	6
32	в этой	7	6
33	он не	3	6
34	и самого	2	6
35	в их	4	6
36	о том	8	6
37	однако в	3	5
38	в конце	6	5
39	прежде всего	5	5
40	в свою	2	5
41	того же	2	5
42	такого рода	6	5
43	в самом	2	5
44	как правило	3	5
45	что и	4	5
46	другой стороны	5	5
47	в сущности	2	5
48	в результате	4	5
49	между тем	5	5
50	не менее	3	4
51	столь же	2	4
52	в одном	8	4
53	что он	6	4
54	и как	3	4
55	и сам	3	4
56	все же	3	4
57	принадлежит к	2	4
58	ли не	4	4
59	таким образом	8	4
60	и на	3	4
61	что по	2	4
62	уже в	5	3
63	в рамках	2	3
64	и без	2	3
65	к этому	4	3
66	тому же	6	3
67	что они	4	3
68	было бы	2	3
69	же время	4	3
70	указывает на	2	3
71	по поводу	4	3
72	с ее	2	3
73	в целом	3	3
74	как в	5	3
75	все это	5	3
76	который в	2	3
77	так в	4	3
78	то же	6	3
79	этом отношении	3	3
80	еще и	2	3
81	именно в	4	3
82	в году	3	3
83	путь к	2	3
84	мы не	3	3
85	ничего не	3	3
86	здесь и	2	3
87	точки зрения	4	3
88	что касается	2	3
89	в финале	2	3
90	в то	10	3
91	его в	3	3
92	едва ли	7	3
93	как это	3	3
94	в противоположность	2	2
95	могут быть	3	2
96	для всех	2	2
97	в них	3	2
98	в нем	4	2
99	и ее	3	2
100	в тех	3	2
101	несмотря на	4	2
102	о которых	5	2
103	тем не	2	2
104	же в	4	2
105	да и	3	2
106	одна из	2	2
107	по своему	3	2
108	одной стороны	3	2
109	на его	5	2
110	видеть в	2	2
111	в стихе	2	2
112	хотя и	3	2
113	а также	4	2
114	всяком случае	2	2
115	по своей	2	2
116	даже в	3	2
117	к числу	2	2
118	один из	5	2
119	то что	2	2
120	вместе с	2	2
121	судя по	2	2
122	в форме	2	2
123	не может	2	2
124	с одной	3	2
125	в себя	2	2
126	и вот	4	2
127	не мог	3	2
128	в принципе	2	2
129	и по	6	2
130	во всяком	2	2
131	мы можем	4	2
132	тем что	4	2
133	одну из	2	2
134	на себя	2	2
135	в себе	2	2
136	и здесь	2	2
137	только в	3	2
138	и все	3	2
139	отличие от	2	2
140	но в	4	2
