N	2gram	Bakhtin_Fr_4	formyVre
1	и в	29	50
2	то есть	21	33
3	в романе	10	32
4	в этом	11	25
5	в нем	5	24
6	и его	8	16
7	в литературе	4	16
8	прежде всего	8	15
9	и не	16	14
10	как мы	10	14
11	вовсе не	9	13
12	как раз	2	13
13	в его	8	13
14	так и	11	12
15	может быть	2	11
16	таким образом	20	11
17	мы уже	10	11
18	то же	10	11
19	и как	3	10
20	времени и	2	10
21	но в	12	10
22	в конце	9	9
23	в том	7	9
24	же время	8	9
25	и др	4	9
26	в особенности	2	9
27	все эти	9	9
28	в других	2	9
29	в то	10	9
30	не только	10	9
31	с его	4	9
32	роль в	3	9
33	и их	3	8
34	но и	9	8
35	и на	11	8
36	жизни в	2	8
37	как и	12	8
38	того же	5	8
39	жизни и	4	8
40	ни в	2	8
41	так сказать	2	7
42	все же	3	6
43	в частности	3	6
44	это не	5	6
45	в дальнейшем	3	6
46	с ее	3	6
47	в их	2	6
48	не может	2	6
49	так же	7	6
50	в результате	4	6
51	так как	7	6
52	у него	5	6
53	и все	13	6
54	в жизни	2	6
55	связи с	2	6
56	то что	4	6
57	в ее	3	6
58	как в	2	6
59	и другие	2	5
60	в образе	4	5
61	и до	5	5
62	этот процесс	6	5
63	до нас	2	5
64	в разных	3	5
65	в основе	2	5
66	точки зрения	4	5
67	всех этих	3	5
68	но не	2	5
69	еще не	4	5
70	он не	3	5
71	того чтобы	3	5
72	для того	3	5
73	и у	2	5
74	том числе	3	4
75	время и	2	4
76	в своем	3	4
77	кроме того	2	4
78	до конца	5	4
79	в котором	2	4
80	на этой	2	4
81	все это	4	4
82	конечно и	3	4
83	и с	9	4
84	в ней	3	4
85	нет ничего	2	4
86	в них	7	4
87	то время	2	4
88	на площади	2	4
89	конечно не	4	4
90	раз в	2	4
91	и т.п	12	4
92	жизнь и	4	4
93	в той	2	4
94	том что	3	4
95	и для	2	4
96	и то	2	4
97	только в	2	4
98	и это	2	4
99	здесь не	3	4
100	в основу	2	3
101	в этих	2	3
102	большую роль	2	3
103	формы и	2	3
104	к тому	2	3
105	да и	2	3
106	связаны с	2	3
107	романе не	2	3
108	при этом	3	3
109	и дает	2	3
110	хотя и	2	3
111	в виду	2	3
112	один из	4	3
113	с одной	2	3
114	именно в	2	3
115	и других	3	3
116	они не	2	3
117	друг друга	2	3
118	их в	2	3
119	сказать что	5	3
120	его в	9	3
121	поэтому и	5	3
122	но они	4	3
123	а как	2	3
124	к этому	2	3
125	уже говорили	5	3
126	здесь дается	2	3
127	в качестве	3	3
128	одной из	2	3
129	в сущности	6	3
130	по преимуществу	3	3
131	между ними	2	3
132	мы видим	3	3
133	или в	2	3
134	в себе	3	3
135	место в	2	2
136	уже в	2	2
137	самого начала	3	2
138	новое и	2	2
139	никогда не	2	2
140	о своей	2	2
141	в нашем	4	2
142	до наших	2	2
143	его и	2	2
144	с другой	4	2
145	мир и	2	2
146	и были	2	2
147	с самого	3	2
148	они были	3	2
149	есть в	2	2
150	числе и	2	2
151	одной стороны	2	2
152	ни с	2	2
153	существенную роль	2	2
154	еще и	7	2
155	на них	2	2
156	с помощью	4	2
157	всякого рода	2	2
158	он становится	2	2
159	того что	3	2
160	и даже	3	2
161	и по	5	2
162	рядом с	5	2
163	также и	4	2
164	же и	3	2
165	но он	6	2
166	как он	2	2
167	здесь только	2	2
168	мир в	2	2
169	с ним	2	2
170	здесь и	3	2
171	исторического процесса	2	2
172	в различных	2	2
173	и к	2	2
174	но конечно	3	2
175	в чем	3	2
176	здесь в	6	2
177	этот образ	4	2
178	но оно	2	2
179	том же	2	2
180	а также	2	2
181	но она	2	2
182	в своей	5	2
183	как бы	8	2
184	были в	4	2
185	уже не	2	2
186	и эта	2	2
187	с точки	2	2
188	в которой	4	2
189	той же	3	2
190	у них	3	2
191	тем что	4	2
192	соответствии с	2	2
193	далеко не	5	2
194	дело в	2	2
195	там где	3	2
