N	2gram	Losev_Prob_3	slovoVRo
1	и в	44	41
2	в нем	9	30
3	и т	13	28
4	то есть	34	26
5	могут быть	2	19
6	во всех	2	17
7	но и	10	16
8	и не	35	16
9	точки зрения	5	16
10	не только	14	16
11	а не	18	15
12	то же	13	14
13	может быть	28	14
14	не может	7	14
15	и его	5	14
16	в то	9	14
17	в его	9	13
18	слова и	3	13
19	как бы	9	12
20	языка и	4	12
21	в этом	17	12
22	так и	10	11
23	в той	3	10
24	или иной	8	9
25	той или	12	9
26	таким образом	9	9
27	все эти	7	9
28	себя в	2	9
29	прежде всего	3	8
30	но в	12	8
31	как в	5	8
32	как мы	8	8
33	с точки	2	8
34	или в	4	8
35	все они	2	7
36	не в	13	7
37	у тургенева	2	7
38	и следовательно	2	7
39	зрения на	2	7
40	с ним	7	7
41	вовсе не	37	7
42	в своей	5	7
43	все же	6	7
44	в слове	2	7
45	во всяком	9	7
46	в отношении	2	6
47	того же	2	6
48	это не	9	6
49	при этом	4	6
50	и даже	14	6
51	а в	5	6
52	слова как	2	6
53	только в	19	6
54	с другой	7	5
55	со своим	2	5
56	в самом	3	5
57	всяком случае	6	5
58	все это	5	5
59	т д	13	5
60	в основе	2	5
61	и к	6	5
62	с другими	3	5
63	он в	2	5
64	перед нами	8	4
65	и от	9	4
66	кроме того	3	4
67	в ней	5	4
68	с ее	2	4
69	в их	2	4
70	за пределы	5	4
71	с одной	2	4
72	и с	9	4
73	в которой	2	4
74	и все	3	4
75	всех этих	2	4
76	как и	10	4
77	здесь в	3	4
78	еще не	5	4
79	но именно	2	4
80	и потому	7	4
81	в процессе	2	4
82	быть и	3	4
83	другой стороны	5	4
84	и для	2	4
85	ничего не	3	4
86	как только	3	3
87	никогда не	6	3
88	хотя бы	3	3
89	формы и	3	3
90	переходит в	2	3
91	к тому	3	3
92	в том	21	3
93	и сам	5	3
94	для него	3	3
95	из них	2	3
96	данном случае	7	3
97	в своем	5	3
98	именно в	2	3
99	того что	8	3
100	друг друга	2	3
101	также и	16	3
102	в результате	2	3
103	и здесь	5	3
104	не было	5	3
105	от его	2	3
106	о том	6	3
107	его в	3	3
108	так как	9	3
109	поэтому и	2	3
110	и там	2	3
111	и во	2	3
112	с этим	2	3
113	в себе	8	3
114	с этой	3	3
115	по существу	2	3
116	в качестве	3	3
117	она не	3	3
118	и может	2	3
119	было бы	8	3
120	но оно	3	3
121	он не	8	3
122	из этого	3	3
123	почти всегда	2	3
124	в данном	9	3
125	и ее	3	3
126	как оно	3	3
127	же как	3	2
128	время и	2	2
129	в частности	2	2
130	тому что	4	2
131	или даже	5	2
132	что все	2	2
133	этом случае	5	2
134	можно сказать	6	2
135	ни было	3	2
136	для нас	16	2
137	его как	3	2
138	в известной	2	2
139	так что	12	2
140	мы и	2	2
141	что они	5	2
142	смысле слова	8	2
143	такого рода	6	2
144	хотя и	5	2
145	в контексте	2	2
146	и по	2	2
147	и тем	9	2
148	в целом	6	2
149	в этих	2	2
150	уже не	7	2
151	а вовсе	2	2
152	жизнь в	3	2
153	у них	2	2
154	произведения и	2	2
155	так же	5	2
156	время как	4	2
157	широком смысле	2	2
158	сказать что	16	2
159	потому что	25	2
160	же и	4	2
161	от всякого	2	2
162	того или	6	2
163	с которыми	2	2
164	не является	11	2
165	свое произведение	2	2
166	в известном	2	2
167	а как	2	2
168	нисколько не	2	2
169	в котором	2	2
170	для них	2	2
171	дело не	2	2
172	или иного	3	2
173	в условиях	3	2
174	у нас	10	2
175	том что	12	2
176	то в	3	2
177	но не	3	2
178	по своему	2	2
179	чем он	2	2
180	то время	4	2
181	одно и	3	2
182	до сих	2	2
183	мы уже	4	2
184	совершенно не	4	2
185	ни о	3	2
186	и о	5	2
187	а также	4	2
188	сих пор	2	2
189	с ней	5	2
190	в ее	4	2
191	как раз	8	2
192	нами в	2	2
193	а с	2	2
194	на самом	7	2
195	если мы	16	2
196	только на	5	2
197	и у	2	2
198	не есть	35	2
199	мы не	7	2
200	можно было	4	2
201	нас в	4	2
202	и то	14	2
203	в виде	6	2
204	эти слова	2	2
205	в другом	2	2
206	связи с	8	2
207	и вообще	8	2
208	жизни но	2	2
209	здесь не	8	2
210	из него	2	2
