N	2gram	Losev_Prob_3	Istorich
1	и в	44	25
2	что он	9	22
3	вместе с	2	22
4	и т	13	20
5	т д	13	18
6	может быть	28	17
7	мы имеем	2	14
8	не только	14	13
9	но и	10	13
10	в его	9	12
11	и не	35	11
12	уже не	7	11
13	так как	9	11
14	все же	6	10
15	в этом	17	10
16	тем что	4	10
17	с другой	7	9
18	его в	3	9
19	и его	5	9
20	таким образом	9	9
21	героя в	2	9
22	в виде	6	9
23	с тем	5	8
24	связи с	8	8
25	что в	8	8
26	том что	12	8
27	еще не	5	8
28	другой стороны	5	8
29	все эти	7	8
30	и что	7	8
31	в частности	2	7
32	в качестве	3	7
33	мы видели	2	7
34	как и	10	7
35	но это	8	7
36	то что	23	7
37	этом случае	5	7
38	в мифе	3	7
39	в нем	9	7
40	при помощи	8	7
41	с одной	2	7
42	потому что	25	7
43	и здесь	5	7
44	только в	19	7
45	о том	6	7
46	в этих	2	6
47	это не	9	6
48	прежде всего	3	6
49	что и	9	6
50	себя в	2	6
51	как в	5	6
52	не может	7	6
53	не в	13	6
54	или в	4	6
55	могут быть	2	6
56	в том	21	6
57	что это	3	5
58	ясно что	6	5
59	с этим	2	5
60	как мы	8	5
61	для нас	16	5
62	но все	3	5
63	но не	3	5
64	в ней	5	5
65	не будем	2	5
66	так же	5	5
67	мы не	7	5
68	не менее	10	4
69	если не	3	4
70	что у	3	4
71	что все	2	4
72	и тем	9	4
73	с другими	3	4
74	тем не	10	4
75	в ее	4	4
76	мы уже	4	4
77	же как	3	4
78	из себя	3	4
79	а именно	8	4
80	все это	5	4
81	в связи	7	4
82	то же	13	4
83	он не	8	4
84	мы должны	7	4
85	и это	9	4
86	в которой	2	4
87	с ним	7	4
88	никогда не	6	3
89	и как	3	3
90	но когда	2	3
91	и все	3	3
92	состоит из	5	3
93	в целом	6	3
94	ее и	2	3
95	в этой	3	3
96	в то	9	3
97	но оно	3	3
98	то это	10	3
99	но уже	3	3
100	что при	2	3
101	друг друга	2	3
102	его не	2	3
103	а в	5	3
104	в которых	3	3
105	в данном	9	3
106	и с	9	3
107	это же	3	3
108	никто не	2	3
109	и вообще	8	3
110	что здесь	5	3
111	в таких	3	3
112	перед нами	8	2
113	уже в	3	2
114	это уже	3	2
115	бы мы	2	2
116	в некотором	2	2
117	формы и	3	2
118	только тогда	2	2
119	вовсе не	37	2
120	а как	2	2
121	по себе	25	2
122	на то	3	2
123	таких случаях	2	2
124	можно сказать	6	2
125	так что	12	2
126	об этом	3	2
127	о которых	3	2
128	же в	3	2
129	с этой	3	2
130	по существу	2	2
131	мы и	2	2
132	и при	2	2
133	а еще	2	2
134	того же	2	2
135	это значит	4	2
136	до сих	2	2
137	она не	3	2
138	и сам	5	2
139	жизни и	6	2
140	если бы	3	2
141	из которых	2	2
142	от себя	2	2
143	как бы	9	2
144	и потому	7	2
145	сих пор	2	2
146	в своей	5	2
147	когда он	2	2
148	не считать	4	2
149	во всех	2	2
150	с ней	5	2
151	данном случае	7	2
152	совершенно не	4	2
153	на ступени	2	2
154	и для	2	2
155	самом деле	3	2
156	а не	18	2
157	того что	8	2
158	и по	2	2
159	в горах	2	2
160	то в	3	2
161	сказать что	16	2
162	точки зрения	5	2
163	что мы	8	2
164	из них	2	2
165	ничего не	3	2
166	о чем	2	2
167	или как	3	2
168	значит что	7	2
169	из него	2	2
170	это было	2	2
171	том как	2	2
172	мы можем	6	2
