N	2gram	Vinokur_Ku_1	Narrotol
1	не только	10	26
2	а не	8	17
3	но и	6	15
4	тогда как	2	15
5	в том	30	14
6	при этом	6	14
7	в качестве	7	14
8	и не	12	14
9	том что	21	13
10	и в	24	13
11	в этом	14	13
12	состоит в	3	12
13	в частности	4	11
14	только в	11	11
15	может быть	13	10
16	в данном	4	10
17	к тому	5	9
18	так и	7	9
19	сводится к	3	9
20	а в	5	9
21	то что	9	8
22	в себе	3	8
23	не может	7	8
24	не в	11	8
25	иначе говоря	2	7
26	к себе	4	7
27	в рамках	4	6
28	никогда не	2	6
29	в своем	3	6
30	прежде всего	9	6
31	можно сказать	3	6
32	того что	9	6
33	в его	12	6
34	со стороны	4	6
35	все же	12	6
36	как бы	7	6
37	ничего не	2	6
38	но в	2	6
39	точки зрения	14	5
40	не столько	2	5
41	тем не	4	5
42	что он	6	5
43	хотя и	3	5
44	он не	2	5
45	в котором	3	5
46	я не	2	5
47	и тем	2	5
48	в нем	4	5
49	отношению к	9	5
50	как в	4	5
51	по отношению	8	5
52	таким образом	12	5
53	в той	5	5
54	тем самым	4	5
55	с другой	7	5
56	в то	2	5
57	о том	9	5
58	что это	5	4
59	не менее	7	4
60	если бы	9	4
61	же в	4	4
62	как и	2	4
63	что в	17	4
64	не является	2	4
65	в своей	2	4
66	то же	8	4
67	в какой	6	4
68	уже не	8	4
69	свидетельствует о	2	4
70	в силу	10	4
71	в этой	3	4
72	и все	2	4
73	как это	3	4
74	с ним	5	4
75	с его	4	3
76	по большей	2	3
77	тому что	3	3
78	мы имеем	6	3
79	это не	7	3
80	или иного	3	3
81	большей части	2	3
82	или иной	3	3
83	и того	2	3
84	в соответствии	3	3
85	в слове	2	3
86	соответствии с	3	3
87	что я	2	3
88	что они	4	3
89	о котором	2	3
90	но не	5	3
91	же время	2	3
92	того или	4	3
93	как раз	8	3
94	о нем	2	3
95	только к	2	3
96	один из	4	3
97	в целом	4	3
98	на том	3	3
99	внимание на	4	3
100	то и	2	3
101	все эти	6	3
102	самом деле	9	3
103	того чтобы	17	3
104	и даже	3	3
105	и для	2	3
106	и его	5	3
107	в таком	3	3
108	с ними	4	3
109	с этой	2	3
110	этом отношении	5	3
111	никак не	2	3
112	между тем	5	3
113	так сказать	5	3
114	о чем	2	2
115	одно из	2	2
116	а то	2	2
117	превращается в	2	2
118	хотя бы	10	2
119	из этих	4	2
120	но также	2	2
121	вовсе не	10	2
122	и здесь	3	2
123	в свою	3	2
124	на то	4	2
125	той мере	5	2
126	к своему	2	2
127	для нас	2	2
128	и т	33	2
129	тем более	2	2
130	и более	2	2
131	как о	2	2
132	должна быть	3	2
133	что с	2	2
134	еще не	5	2
135	было бы	15	2
136	и он	3	2
137	себе и	2	2
138	в самом	10	2
139	несмотря на	3	2
140	может служить	2	2
141	что она	3	2
142	все те	2	2
143	однако не	6	2
144	оно не	3	2
145	не все	2	2
146	что и	4	2
147	в современной	2	2
148	а с	3	2
149	если не	3	2
150	именно в	6	2
151	у нас	10	2
152	на самом	2	2
153	они не	3	2
154	и что	5	2
155	с точки	9	2
156	не имеет	2	2
157	бы на	2	2
158	так же	4	2
159	как на	3	2
160	той же	3	2
161	роль в	4	2
162	можно было	6	2
163	или иначе	2	2
164	не случайно	6	2
165	в результате	5	2
166	в ней	6	2
167	мере в	6	2
168	т п	18	2
169	видно что	2	2
170	могли бы	2	2
171	здесь не	3	2
172	чтобы в	2	2
173	бы в	7	2
174	потому что	23	2
175	в области	7	2
176	к которому	3	2
177	том как	3	2
