N	2gram	Bakhtin_Pr_1	Myshleni
1	в этом	15	29
2	точки зрения	8	28
3	и в	38	26
4	не только	9	24
5	то что	8	24
6	таким образом	10	23
7	с точки	6	21
8	того чтобы	2	19
9	в том	8	18
10	и не	42	18
11	для того	2	18
12	том что	3	17
13	как и	7	15
14	того что	2	14
15	как мы	7	14
16	с помощью	7	13
17	значение слова	4	13
18	что в	7	12
19	и его	16	12
20	но и	9	11
21	в слове	3	11
22	не может	27	11
23	слова и	3	10
24	в самом	7	9
25	слово и	2	9
26	тем что	2	9
27	в себе	4	9
28	то же	5	8
29	сказать что	4	8
30	что он	2	8
31	тем самым	4	8
32	только в	13	8
33	прежде всего	13	7
34	может быть	26	7
35	и к	3	7
36	в какой	2	6
37	и тем	3	6
38	по отношению	21	6
39	мы должны	2	6
40	как бы	22	6
41	в ее	4	6
42	все что	3	6
43	и что	2	6
44	было бы	8	6
45	во всех	11	6
46	все эти	5	6
47	все же	6	6
48	самом деле	6	6
49	а не	5	6
50	что это	2	6
51	что эта	2	6
52	слова в	7	5
53	можно сказать	2	5
54	одной стороны	3	5
55	если бы	3	5
56	в виду	4	5
57	и значение	2	5
58	в целом	3	5
59	данном случае	4	5
60	с одной	3	5
61	и с	17	5
62	в начале	2	5
63	же самое	2	5
64	как это	2	5
65	она не	2	5
66	отношению к	19	5
67	и для	11	5
68	в данном	4	5
69	не менее	4	4
70	не могут	2	4
71	никогда не	5	4
72	в нашем	4	4
73	с другой	7	4
74	и от	3	4
75	не можем	2	4
76	на то	2	4
77	имеет место	5	4
78	в котором	2	4
79	и наконец	6	4
80	слова с	2	4
81	и во	2	4
82	в его	43	4
83	о том	4	4
84	но в	4	4
85	связи с	2	4
86	чем в	2	4
87	еще не	7	4
88	одной из	3	4
89	не есть	6	4
90	как в	4	4
91	приводит к	3	4
92	нами в	2	4
93	что оно	2	4
94	должны быть	4	4
95	не в	7	4
96	и только	4	4
97	показать что	2	4
98	едва ли	3	4
99	в области	11	4
100	для лингвистики	2	3
101	я не	2	3
102	представляется нам	2	3
103	все это	3	3
104	это не	5	3
105	тенденцию к	2	3
106	слова но	3	3
107	тем не	3	3
108	только по	4	3
109	но это	3	3
110	из важнейших	3	3
111	совпадает с	2	3
112	в ней	4	3
113	в основе	5	3
114	между ними	4	3
115	не является	3	3
116	как к	2	3
117	этом отношении	2	3
118	в самой	2	3
119	он не	3	3
120	нуждается в	2	3
121	с ним	5	3
122	находит свое	2	3
123	есть не	2	3
124	во всем	2	3
125	в то	4	3
126	но не	12	3
127	мы в	3	3
128	и о	5	3
129	для нее	8	3
130	и потому	4	3
131	нет и	3	3
132	что и	2	3
133	не совпадает	2	3
134	в своей	7	3
135	так и	5	3
136	на самом	4	3
137	менее всего	3	3
138	к нему	10	3
139	отличается от	2	3
140	с другими	3	3
141	мы можем	6	3
142	в чем	2	3
143	и весь	2	2
144	к действительности	3	2
145	от ее	2	2
146	себя и	3	2
147	в этих	2	2
148	столь же	2	2
149	что все	2	2
150	следовательно не	2	2
151	входит в	8	2
152	ни в	11	2
153	в большинстве	5	2
154	в свою	2	2
155	в работах	2	2
156	случае не	2	2
157	несмотря на	3	2
158	или в	2	2
159	в конечном	4	2
160	именно поэтому	2	2
161	в нем	15	2
162	есть только	2	2
163	отношение к	10	2
164	это отношение	2	2
165	в их	10	2
166	отношения к	6	2
167	которых мы	4	2
168	и других	2	2
169	форм и	2	2
170	лишь в	2	2
171	действительности в	2	2
172	не имеет	9	2
173	как такового	3	2
174	должно быть	5	2
175	а в	6	2
176	в своих	2	2
177	также и	3	2
178	в м	6	2
179	к его	2	2
180	и есть	2	2
181	рабочая гипотеза	2	2
182	его в	9	2
183	большинстве случаев	5	2
184	и которые	2	2
185	конечном счете	4	2
186	к этому	2	2
187	вовсе не	2	2
188	и здесь	2	2
189	она может	3	2
190	у нас	2	2
191	и при	2	2
192	с предметом	2	2
193	лучшем случае	2	2
194	со всеми	3	2
195	совершенно не	7	2
196	том же	2	2
197	относится к	4	2
198	зрения самого	2	2
199	о которых	2	2
200	в современной	2	2
201	в отличие	5	2
202	но с	3	2
203	можно говорить	2	2
204	что не	4	2
205	из которых	2	2
206	и он	2	2
207	в лучшем	2	2
208	какой мере	2	2
209	можно было	4	2
210	отнесенности и	2	2
211	могут быть	5	2
212	и ее	2	2
213	вопроса о	3	2
214	на ее	3	2
215	отличие от	5	2
216	ничего не	6	2
217	понятий и	2	2
218	может и	4	2
