N	2gram	Tiupa_Vved_1	Literetu
1	а не	15	20
2	и в	13	19
3	может быть	18	17
4	своего рода	10	13
5	то же	5	12
6	и не	12	11
7	и т.п	9	10
8	в том	10	10
9	как и	11	10
10	но и	19	10
11	состоит в	10	9
12	же время	3	9
13	такого рода	16	9
14	не может	7	9
15	тогда как	10	9
16	в мире	8	9
17	в этом	21	9
18	в то	4	9
19	с другой	5	8
20	не только	20	8
21	том что	7	7
22	то что	6	7
23	так и	8	7
24	с одной	5	7
25	и т.д	5	7
26	не менее	4	6
27	однако в	4	6
28	в себе	5	6
29	одной стороны	5	6
30	при этом	26	6
31	и на	3	6
32	одна из	4	5
33	но не	5	5
34	в качестве	8	5
35	он не	3	5
36	на фоне	2	5
37	так в	4	5
38	того что	6	5
39	то есть	8	5
40	в рамках	4	4
41	что в	3	4
42	в частности	13	4
43	жизни в	4	4
44	прежде всего	7	4
45	не в	6	4
46	отнюдь не	7	4
47	для него	3	4
48	в ней	4	4
49	в его	4	4
50	еще в	2	4
51	один из	3	4
52	жизни и	7	4
53	ли не	2	4
54	другой стороны	2	4
55	мы не	4	4
56	по отношению	7	4
57	тем что	2	4
58	едва ли	3	4
59	в области	3	4
60	никогда не	4	3
61	в нем	5	3
62	одним из	5	3
63	но это	3	3
64	в начале	3	3
65	в противовес	3	3
66	во всех	2	3
67	том чтобы	2	3
68	не с	3	3
69	отношению к	7	3
70	коммуникативное событие	6	3
71	данном случае	6	3
72	со стороны	5	3
73	то и	2	3
74	и для	3	3
75	этом отношении	4	3
76	всего лишь	5	3
77	сознания в	3	3
78	тем самым	5	3
79	а в	6	3
80	и его	5	3
81	не столько	4	3
82	и с	2	3
83	следует признать	4	3
84	всей своей	2	3
85	в данном	13	3
86	как правило	6	3
87	не было	2	2
88	при которой	3	2
89	восходит к	2	2
90	в нашем	6	2
91	не является	3	2
92	в них	2	2
93	в какой	4	2
94	в жизни	4	2
95	художественного письма	7	2
96	и к	2	2
97	а также	8	2
98	о которой	2	2
99	для нас	2	2
100	тем не	3	2
101	присутствия в	7	2
102	все что	3	2
103	до конца	3	2
104	еще не	7	2
105	было бы	4	2
106	при всей	2	2
107	свидетельствует о	4	2
108	где в	3	2
109	как бы	4	2
110	картина мира	12	2
111	не вполне	3	2
112	если в	2	2
113	что и	2	2
114	как он	2	2
115	все же	6	2
116	в целом	3	2
117	не к	4	2
118	могут быть	4	2
119	в е	2	2
120	как раз	2	2
121	быть не	4	2
122	все равно	2	2
123	уже не	5	2
124	коммуникативного события	5	2
125	и наконец	2	2
126	а к	3	2
127	являет собой	2	2
128	в своих	2	2
129	в результате	3	2
130	потому что	5	2
131	в основе	3	2
132	подобно тому	2	2
133	он и	2	2
134	соответствии с	6	2
135	и вновь	3	2
136	о том	5	2
137	представляет собой	15	2
138	тому как	2	2
139	с ним	3	2
140	могло бы	3	2
141	но в	6	2
142	мира в	8	2
