N	2gram	Bakhtin_Pr_3	Narrotol
1	не только	4	31
2	но и	7	27
3	и не	15	23
4	при этом	3	19
5	может быть	12	15
6	как и	11	13
7	а не	11	13
8	а в	2	13
9	только в	4	12
10	в этом	8	12
11	и в	53	11
12	своего рода	3	10
13	и его	10	10
14	времени и	2	9
15	то что	9	9
16	то есть	48	9
17	то же	6	8
18	в том	14	8
19	и т.п	31	8
20	не может	2	8
21	в рассказе	2	8
22	том что	5	7
23	на протяжении	5	7
24	но в	5	7
25	и т.д	2	6
26	а также	4	6
27	не в	2	6
28	в самом	2	6
29	как бы	14	6
30	один из	6	6
31	жизни и	9	6
32	тому же	2	6
33	в себе	5	6
34	в его	8	6
35	перед нами	5	5
36	можно сказать	8	5
37	в соответствии	2	5
38	в своей	3	5
39	так и	6	5
40	и на	18	5
41	потому что	5	5
42	точки зрения	4	5
43	с его	2	4
44	никогда не	2	4
45	к себе	6	4
46	в литературе	5	4
47	соответствии с	2	4
48	но не	5	4
49	же время	5	4
50	прежде всего	15	4
51	еще не	5	4
52	вплоть до	4	4
53	в ней	7	4
54	и тем	2	4
55	в нем	10	4
56	в мире	5	4
57	из них	4	4
58	как в	7	4
59	хотя и	4	4
60	в то	5	4
61	о том	2	4
62	одна из	7	4
63	в сознании	2	4
64	не менее	3	3
65	он сам	4	3
66	но они	4	3
67	что в	2	3
68	это не	6	3
69	в жизни	8	3
70	что он	4	3
71	еще раз	5	3
72	тем не	2	3
73	в начале	2	3
74	при всей	2	3
75	он не	3	3
76	по отношению	2	3
77	начиная с	3	3
78	не было	4	3
79	именно в	2	3
80	мы не	4	3
81	также и	4	3
82	их в	2	3
83	и с	6	3
84	и ее	6	3
85	как будто	2	3
86	и все	10	3
87	как это	2	3
88	между тем	2	3
89	а для	2	3
90	казалось бы	3	2
91	в зависимости	2	2
92	в этих	5	2
93	большей или	3	2
94	в конце	3	2
95	этих двух	2	2
96	в сущности	10	2
97	так называемая	2	2
98	как мы	5	2
99	да и	2	2
100	зависимости от	2	2
101	по своему	6	2
102	они и	2	2
103	между ними	2	2
104	до сих	5	2
105	как у	5	2
106	во сне	5	2
107	меньшей степени	2	2
108	где в	2	2
109	хотя бы	2	2
110	вместе с	2	2
111	быть и	2	2
112	сих пор	5	2
113	в форме	6	2
114	человеческой жизни	3	2
115	жизни в	3	2
116	в связи	2	2
117	в особенности	2	2
118	и через	3	2
119	все равно	4	2
120	человека в	3	2
121	в той	2	2
122	и даже	2	2
123	жизни как	4	2
124	с другой	2	2
125	и для	4	2
126	особенно в	4	2
127	в таком	2	2
128	ничего не	6	2
129	это была	2	2
130	сказать что	10	2
131	мы можем	5	2
132	не о	2	2
133	и от	3	2
134	что касается	2	2
135	на ее	2	2
136	здесь не	4	2
137	так сказать	5	2
138	с ним	2	2
139	в области	3	2
140	это было	3	2
