N	2gram	Vygotskiy__1	Psycholo
1	и в	23	38
2	то что	17	35
3	все время	6	30
4	в том	24	25
5	в самом	7	25
6	самом деле	3	21
7	что в	14	20
8	может быть	14	19
9	и что	5	18
10	на то	5	16
11	что она	4	16
12	точки зрения	26	16
13	если бы	5	14
14	том что	21	14
15	как бы	11	14
16	потому что	6	14
17	в этой	7	13
18	и мы	3	13
19	в этом	17	13
20	мы видим	4	12
21	было бы	4	12
22	не только	16	12
23	таким образом	26	12
24	не в	4	12
25	что он	7	11
26	что это	3	10
27	в сущности	6	10
28	то же	8	10
29	же самое	3	10
30	и не	9	10
31	и все	5	10
32	с точки	18	9
33	в двух	2	9
34	того чтобы	17	9
35	все же	3	8
36	с тем	7	8
37	перед нами	5	8
38	с этим	6	8
39	в одном	4	8
40	вовсе не	3	8
41	как и	14	8
42	и как	5	8
43	говорит что	4	8
44	как раз	4	8
45	из этого	5	8
46	для того	15	8
47	и то	3	8
48	и это	3	8
49	с другой	10	7
50	в ее	2	7
51	а не	3	7
52	мы можем	6	7
53	не может	12	7
54	показать что	2	7
55	что у	2	7
56	сущности говоря	2	7
57	как мы	5	7
58	а в	2	7
59	заключается в	8	7
60	между тем	9	7
61	к тому	4	6
62	мы видели	2	6
63	с самого	8	6
64	до сих	4	6
65	она не	3	6
66	один из	2	6
67	и если	3	6
68	в котором	4	6
69	не имеет	2	6
70	указывает на	2	6
71	тому что	5	6
72	он не	5	6
73	которых мы	2	6
74	с одной	8	6
75	так как	7	6
76	если мы	2	6
77	как это	2	6
78	и его	6	6
79	и на	8	6
80	в которых	3	6
81	самого начала	8	6
82	о том	6	6
83	ясно что	2	6
84	там где	2	6
85	я не	3	5
86	в своем	3	5
87	в какой	5	5
88	на этом	2	5
89	с такой	2	5
90	одной стороны	9	5
91	несмотря на	2	5
92	иначе говоря	2	5
93	в своей	4	5
94	вместе с	9	5
95	но и	14	5
96	сих пор	4	5
97	другой стороны	9	5
98	мы не	7	5
99	в другом	7	5
100	о котором	2	5
101	в его	14	5
102	могли бы	6	5
103	в которой	3	5
104	которую мы	4	4
105	что если	2	4
106	никогда не	2	4
107	что эта	2	4
108	идет о	2	4
109	мы могли	7	4
110	обратиться к	3	4
111	что они	3	4
112	в свою	4	4
113	при этом	4	4
114	что с	2	4
115	когда он	2	4
116	во всех	3	4
117	речь идет	2	4
118	не могли	2	4
119	ее в	2	4
120	с той	2	4
121	в целом	20	4
122	как в	4	4
123	в течение	2	4
124	все эти	4	4
125	того что	15	4
126	из которых	3	4
127	и даже	2	4
128	время как	4	4
129	что этот	2	4
130	в своих	5	4
131	сказать что	11	4
132	только в	6	4
133	что эти	2	4
134	в себе	6	4
135	как на	4	3
136	действительность и	2	3
137	каждого из	2	3
138	она должна	4	3
139	в них	2	3
140	оба эти	3	3
141	в речи	2	3
142	только для	3	3
143	из этих	3	3
144	что все	4	3
145	со всей	4	3
146	главным образом	2	3
147	к этому	4	3
148	в такой	3	3
149	и к	4	3
150	ни в	4	3
151	одно и	2	3
152	стоит только	4	3
153	в один	2	3
154	мы говорили	3	3
155	в основе	8	3
156	был бы	2	3
157	должен быть	4	3
158	как если	2	3
159	не к	2	3
160	все это	6	3
161	то и	3	3
162	мы хотим	2	3
163	сам автор	2	3
164	который мы	2	3
165	что как	2	3
166	и тем	6	3
167	из всех	2	3
168	того как	2	3
169	тем что	6	3
170	в то	7	3
171	бы в	5	3
172	которое мы	3	3
173	полагает что	3	3
174	едва ли	2	3
175	но в	5	3
176	в общем	3	2
177	одного из	3	2
178	более и	2	2
179	в данном	2	2
180	прибегать к	2	2
181	всех этих	2	2
182	и более	5	2
183	можно назвать	2	2
184	раньше всего	3	2
185	все более	3	2
186	в этих	2	2
187	смысле этого	3	2
188	и которая	2	2
189	между собой	5	2
190	хотя бы	4	2
191	столь же	6	2
192	с этой	6	2
193	тенденцию к	2	2
194	лежит в	2	2
195	и я	2	2
196	во всяком	3	2
197	друг другу	3	2
198	же мере	3	2
199	показывает что	3	2
200	что оно	3	2
201	что именно	3	2
202	и ее	7	2
203	только что	4	2
204	оно есть	2	2
205	и эти	2	2
206	в море	2	2
207	уже не	2	2
208	по существу	4	2
209	в силу	6	2
210	такой же	3	2
211	свою очередь	3	2
212	то время	5	2
213	для него	2	2
214	со всеми	2	2
215	же точно	9	2
216	образом и	3	2
217	и который	3	2
218	и той	2	2
219	на их	2	2
220	всяком случае	3	2
221	которые она	2	2
222	для этого	5	2
223	он может	2	2
224	все другие	2	2
225	всех остальных	3	2
226	данном случае	2	2
227	всех прочих	2	2
228	целый ряд	4	2
229	не могу	3	2
230	что его	2	2
231	так же	16	2
232	в одной	3	2
233	нами в	2	2
234	отношения к	3	2
235	в виде	2	2
236	а с	4	2
237	должны были	3	2
238	одной и	2	2
239	и вот	2	2
240	для всех	4	2
241	и наконец	2	2
242	какой мере	2	2
243	действия и	2	2
244	той же	2	2
245	в качестве	9	2
246	в конце	2	2
247	с но	3	2
248	их в	4	2
249	он в	3	2
250	говорит он	15	2
251	и следовательно	3	2
252	одно из	2	2
253	все прочие	2	2
254	к его	2	2
255	представляет собой	11	2
256	этого слова	4	2
257	представляют собой	2	2
258	на примере	2	2
259	этими двумя	2	2
260	заметить что	2	2
261	ничего не	3	2
