N	2gram	Bakhtin_Fr_6	Komedia
1	и в	41	22
2	том что	7	12
3	в том	2	11
4	но и	13	11
5	не только	10	10
6	из них	5	10
7	в то	6	10
8	как и	7	9
9	может быть	2	9
10	в одном	5	8
11	таким образом	17	8
12	и не	3	8
13	и его	13	8
14	о том	9	8
15	в этой	8	7
16	что в	7	6
17	в конце	2	6
18	что он	6	6
19	то же	5	6
20	не в	4	6
21	а в	4	6
22	уже в	4	5
23	с другой	4	5
24	во время	9	5
25	прежде всего	10	5
26	при этом	3	5
27	мы встречаем	3	5
28	в его	7	5
29	еще в	5	5
30	один из	6	5
31	на его	2	5
32	в истории	2	5
33	так и	5	5
34	как в	4	5
35	до нас	5	5
36	все это	11	5
37	другой стороны	2	5
38	нового времени	4	5
39	и даже	4	5
40	потому что	3	5
41	между тем	2	5
42	именно в	4	4
43	как мы	12	4
44	в другом	4	4
45	что они	2	4
46	же время	5	4
47	а также	5	4
48	в котором	4	4
49	и особенно	3	4
50	в нем	16	4
51	тем что	5	4
52	в результате	4	4
53	точки зрения	2	4
54	так как	10	4
55	но в	8	4
56	в них	7	3
57	в образе	6	3
58	у нас	4	3
59	и как	4	3
60	здесь в	9	3
61	тот же	4	3
62	одной стороны	4	3
63	и сам	3	3
64	одной из	3	3
65	в начале	3	3
66	и у	2	3
67	в частности	2	3
68	у него	7	3
69	хотя и	2	3
70	он не	2	3
71	даже в	4	3
72	все же	4	3
73	к этим	3	3
74	так же	5	3
75	этом отношении	3	3
76	с одной	4	3
77	в году	6	3
78	не мог	3	3
79	мы не	2	3
80	как раз	2	3
81	каждый из	2	3
82	и на	9	3
83	в этом	12	3
84	и с	16	3
85	только в	3	3
86	и все	9	3
87	в чем	3	3
88	как это	2	3
89	времени и	2	2
90	на сцену	2	2
91	за пределы	2	2
92	здесь и	8	2
93	и во	2	2
94	на все	3	2
95	вовсе не	7	2
96	образом в	2	2
97	он был	4	2
98	раз в	2	2
99	мы видели	2	2
100	на этом	2	2
101	но не	2	2
102	именно на	4	2
103	того же	4	2
104	как известно	2	2
105	до конца	2	2
106	до сих	3	2
107	было бы	3	2
108	нашей эры	4	2
109	в самом	10	2
110	в эти	2	2
111	то что	10	2
112	в первой	3	2
113	вместе с	6	2
114	все что	4	2
115	для этого	2	2
116	в сущности	8	2
117	не может	4	2
118	которых мы	2	2
119	в форме	2	2
120	к нему	3	2
121	или в	6	2
122	но это	3	2
123	одну из	2	2
124	но он	5	2
125	в себе	5	2
126	тех же	2	2
127	в области	2	2
128	сих пор	3	2
