N	2gram	Bakhtin_Pr_1	Myshleni
1	в том	8	33
2	том что	7	27
3	точки зрения	19	26
4	то что	15	20
5	в этом	22	19
6	с точки	13	18
7	и в	29	15
8	не только	15	15
9	что в	8	14
10	таким образом	12	14
11	говорит он	6	12
12	что он	8	12
13	в самом	10	11
14	в процессе	4	11
15	в целом	6	10
16	но и	14	10
17	было бы	5	10
18	в своем	8	9
19	может быть	24	9
20	не может	12	9
21	в сущности	5	9
22	связи с	2	9
23	так и	7	8
24	никогда не	3	8
25	не в	7	8
26	и что	2	8
27	если бы	9	8
28	и не	31	7
29	потому что	8	7
30	как бы	19	7
31	по себе	8	7
32	тот же	2	7
33	он не	5	7
34	во всяком	5	7
35	в отношении	2	6
36	точку зрения	6	6
37	как мы	4	6
38	в этой	4	6
39	мы уже	2	6
40	по отношению	8	6
41	с другой	3	6
42	сказать что	3	6
43	в истории	2	6
44	мы должны	3	6
45	но в	7	6
46	в зависимости	5	6
47	вовсе не	7	6
48	и к	2	6
49	как и	12	6
50	зависимости от	5	6
51	самом деле	6	6
52	на этот	2	6
53	всяком случае	3	6
54	там где	10	6
55	это не	9	5
56	уже в	3	5
57	вопрос о	2	5
58	и др	5	5
59	и даже	2	5
60	друг друга	3	5
61	по существу	3	5
62	все что	3	5
63	отношению к	8	5
64	приводит к	3	5
65	то же	14	5
66	во всей	2	5
67	можно было	2	5
68	этот вопрос	2	5
69	на вопрос	2	4
70	прежде всего	7	4
71	является для	2	4
72	несмотря на	6	4
73	все это	6	4
74	в них	3	4
75	что оно	2	4
76	так же	6	4
77	а в	7	4
78	их в	4	4
79	и с	4	4
80	могли бы	2	4
81	так как	6	4
82	с его	9	4
83	все же	9	4
84	мы видим	2	4
85	в своей	8	4
86	даже в	4	4
87	как в	6	4
88	как раз	6	4
89	хотя бы	2	4
90	и его	14	4
91	только в	10	4
92	в которой	2	4
93	он сам	3	3
94	все время	2	3
95	бы к	2	3
96	и сам	2	3
97	для него	18	3
98	при этом	2	3
99	точка зрения	12	3
100	и до	3	3
101	данном случае	2	3
102	этом отношении	3	3
103	все эти	9	3
104	те же	2	3
105	о мире	6	3
106	но эта	4	3
107	в самой	6	3
108	они не	4	3
109	с другими	7	3
110	в которых	2	3
111	в результате	4	3
112	в основе	4	3
113	с ним	5	3
114	с этим	2	3
115	таким же	3	3
116	идет о	4	3
117	но не	9	3
118	типа и	3	3
119	для себя	2	3
120	из тех	2	3
121	бы и	4	3
122	что она	6	3
123	на самом	5	3
124	а не	22	3
125	из которых	2	3
126	в данном	2	3
127	он в	3	3
128	и ее	2	3
129	и это	5	3
130	ничего не	5	3
131	чем в	2	2
132	в противоположность	2	2
133	не могут	6	2
134	в другой	3	2
135	и есть	2	2
136	перед нами	5	2
137	с этой	2	2
138	как например	2	2
139	говорит сам	2	2
140	ни в	3	2
141	и как	7	2
142	но все	5	2
143	не дает	3	2
144	и идеи	2	2
145	друг с	2	2
146	и самого	4	2
147	не возникает	2	2
148	в котором	2	2
149	находиться в	2	2
150	в первой	2	2
151	могут быть	6	2
152	от того	4	2
153	в их	3	2
154	должно быть	4	2
155	то он	2	2
156	к себе	2	2
157	во все	2	2
158	мира и	7	2
159	в одном	10	2
160	или как	5	2
161	все те	2	2
162	не слово	2	2
163	с которой	2	2
164	нисколько не	2	2
165	уже и	2	2
166	у него	5	2
167	были бы	4	2
168	всей его	2	2
169	этом смысле	10	2
170	ту сторону	2	2
171	именно в	5	2
172	с их	5	2
173	в один	2	2
174	за пределы	7	2
175	в его	24	2
176	что и	4	2
177	по ту	2	2
178	находится в	2	2
179	что же	4	2
180	и для	4	2
181	или к	2	2
182	но с	3	2
183	в себя	3	2
184	той же	5	2
185	тому как	3	2
186	тем что	4	2
187	само по	3	2
188	подобно тому	3	2
189	в себе	7	2
190	его к	2	2
191	самого автора	7	2
192	заметить что	2	2
193	не потому	2	2
