N	2gram	Bakhtin_Fr_7	Formalny
1	и не	7	30
2	вовсе не	7	28
3	и в	41	27
4	может быть	4	25
5	не может	3	24
6	так и	10	21
7	и его	9	19
8	таким образом	19	18
9	в этом	15	18
10	а не	2	17
11	точки зрения	5	16
12	в нем	7	15
13	в процессе	2	15
14	то же	13	15
15	на самом	2	14
16	как и	14	14
17	с точки	3	14
18	не в	9	12
19	и от	8	11
20	место в	4	10
21	но и	9	10
22	так как	3	9
23	не только	5	9
24	так же	5	9
25	что в	9	8
26	ни в	6	8
27	при этом	3	8
28	как бы	7	8
29	с помощью	6	8
30	и все	14	8
31	то что	8	8
32	как мы	11	8
33	только в	6	8
34	в том	11	7
35	же время	9	7
36	все это	10	7
37	потому что	5	7
38	в то	10	7
39	его в	3	7
40	в его	12	7
41	все время	2	6
42	все эти	13	6
43	здесь и	2	6
44	бы в	2	6
45	но в	8	6
46	в литературе	2	6
47	что он	3	6
48	еще не	2	6
49	было бы	4	6
50	в своей	3	6
51	и для	5	6
52	в данном	2	6
53	во всяком	2	6
54	и ее	2	6
55	вместе с	5	6
56	никогда не	2	5
57	ни было	2	5
58	совсем не	3	5
59	в реальном	2	5
60	и их	3	5
61	в одной	2	5
62	в ней	5	5
63	в результате	2	5
64	большинстве случаев	2	5
65	и потому	3	5
66	тем что	3	5
67	так сказать	3	5
68	уже в	5	4
69	прежде всего	11	4
70	к тому	2	4
71	он был	3	4
72	следовательно и	2	4
73	и как	2	4
74	в большинстве	2	4
75	до конца	2	4
76	мы видели	5	4
77	жизни и	3	4
78	в связи	2	4
79	и те	3	4
80	о том	6	4
81	не есть	2	4
82	в романе	7	4
83	том что	4	4
84	слов и	4	4
85	как в	5	4
86	только на	2	4
87	роль в	2	4
88	мы не	2	4
89	что это	4	3
90	в этих	2	3
91	это не	6	3
92	в конце	8	3
93	того что	2	3
94	в виду	4	3
95	в эпоху	7	3
96	по отношению	2	3
97	той же	3	3
98	этом отношении	2	3
99	в которых	2	3
100	и на	4	3
101	их в	2	3
102	и с	4	3
103	в них	7	3
104	они и	2	3
105	того же	3	3
106	мы уже	12	3
107	во всех	3	3
108	о нем	3	3
109	оно не	2	3
110	отношению к	2	3
111	время в	2	3
112	в той	3	3
113	уже не	2	3
114	и эта	3	3
115	не на	3	3
116	жизнь и	2	3
117	в себе	11	3
118	может стать	2	3
119	сам он	3	2
120	где она	2	2
121	а на	2	2
122	в отношении	3	2
123	характерно что	2	2
124	но это	3	2
125	такой же	3	2
126	в этой	13	2
127	на этом	5	2
128	как о	3	2
129	в формах	3	2
130	без труда	2	2
131	и др	2	2
132	учение о	2	2
133	он может	3	2
134	проявляется в	3	2
135	из них	3	2
136	дело не	2	2
137	в своем	9	2
138	у них	2	2
139	весь этот	2	2
140	может иметь	2	2
141	как он	2	2
142	конце концов	4	2
143	том как	2	2
144	поэтому и	3	2
145	с его	2	2
146	и со	2	2
147	и во	2	2
148	же что	2	2
149	превращаются в	2	2
150	к этому	5	2
151	из одного	4	2
152	является и	3	2
153	с ее	3	2
154	одна из	4	2
155	связано с	2	2
156	одной из	2	2
157	в сущности	4	2
158	таким же	3	2
159	должен быть	2	2
160	что и	5	2
161	к самому	2	2
162	на земле	4	2
163	человека в	2	2
164	от этого	3	2
165	ту же	2	2
166	связаны с	2	2
167	и это	5	2
168	дело в	2	2
169	в области	2	2
170	ничего не	4	2
