N	2gram	Bakhtin_Fr_8	Freidism
1	таким образом	17	24
2	и не	9	23
3	не может	2	20
4	точки зрения	6	19
5	прежде всего	6	18
6	в этом	14	15
7	в его	18	15
8	с помощью	3	14
9	может быть	3	13
10	и его	12	12
11	как и	5	11
12	как бы	11	11
13	то что	3	11
14	все эти	15	11
15	с точки	2	11
16	и потому	4	10
17	так и	13	10
18	как мы	7	10
19	самом деле	2	10
20	его в	2	10
21	с ним	2	10
22	но в	6	10
23	с его	5	9
24	и в	56	9
25	во всех	8	9
26	что он	2	8
27	еще не	10	8
28	в своей	2	8
29	он не	5	8
30	не только	8	8
31	все это	8	8
32	то же	11	8
33	только в	9	8
34	и все	6	8
35	так как	4	8
36	ни в	2	7
37	к нему	2	7
38	один из	5	7
39	мы видели	5	7
40	в самом	9	7
41	и наконец	3	7
42	сказать что	3	7
43	мы уже	10	7
44	никогда не	5	6
45	вовсе не	6	6
46	и ее	4	6
47	для него	2	6
48	за пределы	4	6
49	в ней	4	6
50	все те	2	6
51	так сказать	5	6
52	и с	8	6
53	и к	4	5
54	связь с	3	5
55	можно сказать	2	5
56	не в	3	5
57	в этой	6	5
58	в то	12	5
59	в большинстве	7	5
60	его жизни	2	5
61	что в	5	5
62	но и	9	5
63	на самом	2	5
64	для того	2	5
65	а в	2	5
66	и на	7	5
67	в каком	2	5
68	большинстве случаев	6	5
69	но не	5	4
70	в котором	2	4
71	и др	8	4
72	в этих	11	4
73	то ни	2	4
74	в пределах	5	4
75	всех этих	3	4
76	же время	10	4
77	при этом	4	4
78	конечно не	4	4
79	и о	3	4
80	как раз	2	4
81	в основе	4	4
82	в нем	8	4
83	все же	2	4
84	данном случае	2	4
85	не было	5	4
86	между ними	2	4
87	мы находим	3	4
88	уже не	3	4
89	того чтобы	4	4
90	и для	2	4
91	совсем не	2	4
92	в которой	4	4
93	той же	6	4
94	мы не	2	4
95	с их	2	4
96	характер и	3	4
97	в данном	2	4
98	потому что	6	4
99	во время	5	4
100	главным образом	3	3
101	если бы	2	3
102	в них	11	3
103	от всех	2	3
104	о себе	2	3
105	что все	4	3
106	конечно в	2	3
107	в себе	4	3
108	он был	12	3
109	и как	2	3
110	но это	2	3
111	по своему	8	3
112	в узком	2	3
113	было бы	2	3
114	ни о	2	3
115	узком смысле	2	3
116	с ее	5	3
117	бы то	2	3
118	когда он	2	3
119	вместе с	2	3
120	и те	2	3
121	и т.п	11	3
122	он дает	2	3
123	такой же	5	3
124	у него	7	3
125	слова и	3	3
126	зрения на	2	3
127	одна из	4	3
128	человека и	2	3
129	есть и	5	2
130	в отношении	5	2
131	уже в	2	2
132	не стали	2	2
133	видели что	3	2
134	только не	2	2
135	и другие	5	2
136	что это	4	2
137	в нашем	2	2
138	них и	2	2
139	по всему	2	2
140	с другой	2	2
141	это не	2	2
142	к этому	2	2
143	для понимания	2	2
144	в ее	6	2
145	до конца	11	2
146	ни было	2	2
147	том что	8	2
148	более того	3	2
149	а не	2	2
150	одной стороны	2	2
151	из них	2	2
152	и всей	3	2
153	образы и	4	2
154	не тот	2	2
155	в процессе	5	2
156	в своем	3	2
157	со всею	3	2
158	себе и	2	2
159	и до	10	2
160	точка зрения	2	2
161	на две	2	2
162	в развитии	2	2
163	дело не	2	2
164	сих пор	8	2
165	все они	6	2
166	что она	2	2
167	в их	3	2
168	только на	2	2
169	во всей	2	2
170	в совершенно	4	2
171	для своего	2	2
172	с одной	4	2
173	и явления	2	2
174	в систему	3	2
175	и даже	8	2
176	так же	2	2
177	рядом с	3	2
178	роль в	5	2
179	мы видим	6	2
180	в таких	3	2
181	и то	2	2
182	здесь в	3	2
183	очень много	2	2
184	их в	4	2
185	связанный с	2	2
186	вещи и	4	2
187	они не	5	2
188	в своих	4	2
189	что и	3	2
190	и при	2	2
191	к его	3	2
192	в другом	3	2
193	речи и	3	2
194	всех областях	2	2
195	до сих	8	2
196	в области	5	2
197	в эту	2	2
