N	2gram	Vygotskiy__4	Mirosoze
1	может быть	22	30
2	не только	7	29
3	и в	33	28
4	не может	10	28
5	но и	3	25
6	а не	6	25
7	он не	11	24
8	человеческой природы	2	20
9	в этом	28	20
10	не было	3	18
11	у него	6	17
12	не в	2	16
13	потому что	24	16
14	в ней	6	15
15	в своей	4	15
16	и есть	4	14
17	никогда не	5	14
18	до конца	7	14
19	в нем	7	13
20	и он	3	12
21	и это	5	12
22	в самом	12	11
23	и не	13	11
24	что в	21	10
25	в своем	7	10
26	в мире	3	10
27	был бы	3	10
28	прежде всего	2	10
29	и все	12	10
30	что он	20	10
31	было бы	12	10
32	и потому	2	10
33	но он	6	9
34	с тем	4	9
35	в его	10	9
36	и его	5	9
37	те которые	2	9
38	но не	3	8
39	в котором	2	8
40	не был	2	7
41	в самой	6	7
42	того что	4	7
43	в конце	8	7
44	но в	2	7
45	в себе	6	7
46	в том	21	6
47	в этой	9	6
48	все это	13	6
49	и на	5	6
50	вместе с	8	6
51	только в	4	6
52	в которой	4	6
53	это не	6	5
54	если он	2	5
55	у нас	4	5
56	как и	5	5
57	то что	44	5
58	уже в	2	4
59	с этой	4	4
60	всю жизнь	2	4
61	в их	2	4
62	а в	4	4
63	увидим что	3	4
64	в которых	3	4
65	точки зрения	6	4
66	и этот	3	4
67	должен был	3	4
68	в них	2	4
69	один из	2	4
70	это и	5	4
71	в легенде	2	4
72	она не	3	4
73	что и	3	4
74	тему о	2	4
75	на пути	2	4
76	тем что	3	4
77	и вот	6	3
78	к тому	12	3
79	для нас	7	3
80	но если	3	3
81	только одно	2	3
82	не имеет	2	3
83	должно быть	3	3
84	его не	2	3
85	с этим	5	3
86	его в	3	3
87	так как	12	3
88	то есть	13	3
89	и с	2	3
90	на этом	3	3
91	с его	2	3
92	одно из	2	3
93	в жизни	4	3
94	в ее	2	3
95	том что	22	3
96	ничего не	2	3
97	мы увидим	2	3
98	конечно не	3	3
99	себя в	4	3
100	когда он	7	3
101	не хотел	2	3
102	бы и	2	3
103	хотя бы	2	3
104	он знает	2	2
105	место в	2	2
106	и от	2	2
107	вопрос о	2	2
108	для того	23	2
109	и мы	15	2
110	на этот	3	2
111	в виду	2	2
112	себе и	2	2
113	которой все	2	2
114	жизни и	4	2
115	тому чтобы	3	2
116	быть не	2	2
117	все эти	6	2
118	и что	25	2
119	есть только	2	2
120	время как	2	2
121	также и	2	2
122	сказать что	13	2
123	которую он	2	2
124	как бы	25	2
125	о том	20	2
126	как он	5	2
127	когда мы	6	2
128	с ним	5	2
129	в основе	3	2
130	а как	2	2
131	к этой	3	2
132	если бы	10	2
133	мысли о	2	2
134	к этому	4	2
135	мы видим	6	2
136	литературы и	2	2
137	в то	3	2
138	то время	2	2
139	как будто	8	2
140	до сих	3	2
141	пути и	3	2
142	никто не	4	2
143	и к	2	2
144	и когда	2	2
145	начинает с	2	2
146	о нем	4	2
147	все же	5	2
148	в дневнике	3	2
149	сих пор	3	2
150	как в	3	2
151	оказывается что	2	2
152	бы не	2	2
153	толстого который	2	2
154	в той	3	2
155	и она	2	2
156	того чтобы	22	2
157	и как	5	2
158	и для	3	2
159	конце концов	3	2
160	от этого	3	2
161	эти слова	3	2
162	в каком	8	2
163	не все	2	2
