N	2gram	Vygotskiy__1	slovoVRo
1	и в	23	39
2	может быть	14	37
3	и его	6	33
4	не только	16	24
5	и не	9	22
6	но и	14	21
7	не может	12	20
8	все это	6	16
9	в этом	17	16
10	так и	5	15
11	а не	3	14
12	как в	4	13
13	в процессе	8	13
14	во всех	3	12
15	вовсе не	3	10
16	не в	4	9
17	и с	9	9
18	прежде всего	10	8
19	словом и	2	8
20	слова и	5	8
21	таким образом	26	8
22	точки зрения	26	8
23	с его	4	7
24	при этом	4	7
25	для него	2	7
26	в его	14	7
27	как бы	11	7
28	никогда не	2	7
29	в этих	2	7
30	и потому	2	7
31	и даже	2	7
32	как мы	5	7
33	могут быть	3	7
34	в них	2	6
35	и к	4	6
36	все же	3	6
37	как и	14	6
38	в своем	3	6
39	но не	4	6
40	она не	3	6
41	в сущности	6	6
42	значительной степени	2	6
43	жизни и	2	6
44	там где	2	6
45	в значительной	2	6
46	все эти	4	6
47	в слове	2	6
48	но в	5	6
49	с другой	10	5
50	и все	5	5
51	по себе	5	5
52	том что	21	5
53	но все	2	5
54	одной стороны	9	5
55	только в	6	5
56	в том	24	5
57	один из	2	5
58	мышления и	40	5
59	с одной	8	5
60	уже не	2	5
61	и наконец	2	5
62	всех этих	2	4
63	ни в	4	4
64	отношению к	7	4
65	же время	2	4
66	зависимости от	2	4
67	в смысле	2	4
68	наконец в	2	4
69	в зависимости	2	4
70	в отношении	10	4
71	по отношению	7	4
72	его не	3	4
73	для этого	5	4
74	отношения к	3	4
75	то же	8	4
76	что оно	3	4
77	и других	3	4
78	с помощью	13	4
79	для всех	4	4
80	а в	2	4
81	с другими	2	4
82	и на	8	4
83	в основе	8	4
84	в то	7	4
85	во всем	3	4
86	так как	7	4
87	перед нами	5	3
88	что в	14	3
89	точку зрения	2	3
90	хотя бы	4	3
91	не столько	4	3
92	и от	3	3
93	человека и	3	3
94	в собственном	5	3
95	не с	2	3
96	в свою	4	3
97	связи с	3	3
98	на этом	2	3
99	к проблеме	2	3
100	и как	5	3
101	связано с	2	3
102	собственном смысле	5	3
103	и остается	3	3
104	бы и	2	3
105	в свете	4	3
106	этом отношении	4	3
107	лишь в	6	3
108	с точки	18	3
109	той же	2	3
110	или даже	2	3
111	связан с	5	3
112	сказать что	11	3
113	между тем	9	3
114	речи и	28	3
115	говорить о	2	3
116	в чем	4	3
117	как это	2	3
118	во всяком	3	3
119	может не	3	2
120	в данном	2	2
121	уже в	3	2
122	в сфере	3	2
123	и более	5	2
124	независимо от	6	2
125	хотя и	2	2
126	в нашем	2	2
127	того как	2	2
128	тогда когда	3	2
129	как уже	7	2
130	человеческой речи	8	2
131	в себе	6	2
132	что он	7	2
133	речи как	8	2
134	и слово	2	2
135	из важнейших	2	2
136	свою очередь	3	2
137	нашего сознания	3	2
138	со всеми	2	2
139	за пределы	2	2
140	в новых	3	2
141	значение в	3	2
142	слова как	2	2
143	всяком случае	3	2
144	даже в	2	2
145	должен быть	4	2
146	с таким	3	2
147	сих пор	4	2
148	работы и	2	2
149	мы видели	2	2
150	и другим	2	2
151	то что	17	2
152	дело в	2	2
153	вместе с	9	2
154	на него	2	2
155	и речи	38	2
156	в их	3	2
157	в контекст	2	2
158	с этим	6	2
159	в виде	2	2
160	которых мы	2	2
161	именно в	6	2
162	уже сказано	6	2
163	мы не	7	2
164	того чтобы	17	2
165	для того	15	2
166	в единое	2	2
167	в результате	4	2
168	и при	2	2
169	он не	5	2
170	нуждается в	2	2
171	к его	2	2
172	в другом	7	2
173	факт что	3	2
174	о том	6	2
175	как он	3	2
176	значение как	2	2
177	в области	3	2
178	в одном	4	2
179	в новом	3	2
180	до сих	4	2
