N	2gram	Berdyaev_M_1	Problemy
1	из подполья	10	36
2	и в	28	34
3	и не	11	29
4	как бы	2	27
5	что он	10	23
6	в его	9	22
7	может быть	30	19
8	в нем	13	19
9	не может	28	19
10	и все	10	19
11	о себе	3	18
12	как и	5	18
13	но в	7	16
14	все это	6	16
15	и его	9	16
16	в этом	20	16
17	и с	3	15
18	прежде всего	10	15
19	он не	24	15
20	с самим	2	14
21	к нему	7	14
22	для него	11	13
23	человека из	2	13
24	у достоевского	42	13
25	т е	2	12
26	но и	25	12
27	и к	2	12
28	потому что	16	12
29	в то	2	12
30	то что	5	11
31	не только	29	10
32	не в	16	9
33	а не	25	9
34	никогда не	14	8
35	себя и	3	8
36	в самом	11	8
37	о мире	2	8
38	точки зрения	4	8
39	с ним	2	8
40	и для	2	8
41	что в	10	7
42	отношении к	2	7
43	все же	2	7
44	как будто	2	7
45	отношение к	4	6
46	не знает	4	6
47	и на	6	6
48	с его	3	6
49	от него	4	6
50	отношению к	2	6
51	в себе	7	6
52	только в	6	6
53	он сам	6	5
54	это не	5	5
55	и от	2	5
56	в конце	7	5
57	к тому	3	5
58	и что	2	5
59	того что	7	5
60	себе и	2	5
61	по отношению	2	5
62	и вот	3	5
63	не мог	3	5
64	лишь в	6	5
65	а в	4	5
66	он и	2	5
67	творчестве достоевского	4	5
68	с тем	9	5
69	на протяжении	2	5
70	что и	4	5
71	и у	2	5
72	хотя бы	3	5
73	его мысль	2	4
74	на этом	3	4
75	у него	17	4
76	его с	2	4
77	человека как	2	4
78	все эти	2	4
79	даже и	2	4
80	для достоевского	5	4
81	в начале	2	4
82	его в	3	4
83	так как	3	4
84	если бы	2	4
85	но не	8	4
86	героев достоевского	2	4
87	бы и	3	4
88	как в	2	4
89	в мире	10	4
90	тем что	4	4
91	он в	2	4
92	и это	12	4
93	ничего не	3	4
94	вместе с	6	4
95	за собой	2	3
96	уже в	4	3
97	в том	6	3
98	в братьях	3	3
99	до конца	14	3
100	он ни	2	3
101	в него	3	3
102	в виду	2	3
103	в котором	8	3
104	есть только	2	3
105	жизни и	2	3
106	записок из	5	3
107	достоевского и	10	3
108	братьях карамазовых	3	3
109	должно быть	3	3
110	в ней	15	3
111	но он	9	3
112	в высшей	2	3
113	как он	2	3
114	человека с	2	3
115	конце концов	2	3
116	бы в	2	3
117	не как	4	3
118	и во	2	3
119	в ее	3	3
120	том что	3	3
121	я бы	2	3
122	к концу	4	3
123	по своему	2	3
124	достоевского нет	5	3
125	ивана карамазова	7	3
126	достоевского очень	2	3
127	он уже	6	3
128	еще в	2	3
129	сам не	2	3
130	нет и	5	3
131	достоевского в	9	3
132	в своей	15	3
133	и как	2	3
134	эти слова	2	3
135	высшей степени	2	3
136	в творчестве	10	3
137	он знает	2	2
138	в человеке	8	2
139	не было	18	2
140	человек в	9	2
141	вообще не	2	2
142	с этой	4	2
143	не знал	4	2
144	переходит в	15	2
145	вопрос о	2	2
146	о своей	2	2
147	всю жизнь	4	2
148	нет в	4	2
149	мог бы	4	2
150	был бы	10	2
151	один из	4	2
152	в этот	2	2
153	тому чтобы	2	2
154	я хотел	2	2
155	отличается от	2	2
156	в своем	10	2
157	мою душу	2	2
158	я хочу	3	2
159	особенно в	3	2
160	увидим что	4	2
161	в которых	4	2
162	и мир	2	2
163	с этим	3	2
164	самого себя	2	2
165	о том	2	2
166	сказать что	2	2
167	человек и	6	2
168	одно только	2	2
169	а как	2	2
170	и этот	4	2
171	мысли о	2	2
172	в них	4	2
173	он должен	3	2
174	в жизни	3	2
175	великого инквизитора	5	2
176	в преступлении	2	2
177	не хочет	2	2
178	которых он	4	2
179	это и	4	2
180	достоевского это	2	2
181	было бы	10	2
182	мы увидим	3	2
183	кириллова и	2	2
184	конечно не	3	2
185	за пределы	4	2
186	к ней	4	2
187	как для	2	2
188	и потому	10	2
189	о нем	2	2
190	когда он	3	2
191	тему о	4	2
192	входит в	2	2
193	бы не	2	2
194	в той	2	2
195	уже не	4	2
196	к чему	2	2
197	и он	12	2
198	в которой	6	2
199	у человека	5	2
200	него и	2	2
201	будто бы	3	2
202	все его	3	2
203	о чем	2	2
